page_id,book_id,catalog_generation,grade,viewer_page,selected_psm,recognized_words,mean_word_confidence,low_confidence_word_rate,ocr_class,front_matter_score,toc_navigation_score,bibliography_credits_score,primary_structure,classification_certainty,classification_rule,evidence_flags,classifier_version
LTMD-CN6-G1972-VP094,LTMD-CN6-G1972,1972,6,94,3,369,92.25,0.0244,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP095,LTMD-CN6-G1972,1972,6,95,3,183,91.78,0.0109,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP096,LTMD-CN6-G1972,1972,6,96,6,133,26.61,0.9699,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP097,LTMD-CN6-G1972,1972,6,97,3,4,79.74,0.2500,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP098,LTMD-CN6-G1972,1972,6,98,3,182,90.36,0.0440,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP099,LTMD-CN6-G1972,1972,6,99,6,130,29.84,0.9538,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP100,LTMD-CN6-G1972,1972,6,100,3,184,87.98,0.0707,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP101,LTMD-CN6-G1972,1972,6,101,3,248,90.17,0.0444,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP102,LTMD-CN6-G1972,1972,6,102,3,88,87.85,0.0795,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP103,LTMD-CN6-G1972,1972,6,103,11,7,47.91,0.7143,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP104,LTMD-CN6-G1972,1972,6,104,3,223,91.95,0.0224,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP105,LTMD-CN6-G1972,1972,6,105,3,5,17.31,1.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP106,LTMD-CN6-G1972,1972,6,106,6,62,38.17,0.8387,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP107,LTMD-CN6-G1972,1972,6,107,3,195,90.90,0.0410,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP108,LTMD-CN6-G1972,1972,6,108,3,132,92.02,0.0303,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP109,LTMD-CN6-G1972,1972,6,109,6,124,32.93,0.8952,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP110,LTMD-CN6-G1972,1972,6,110,6,10,33.19,0.9000,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP111,LTMD-CN6-G1972,1972,6,111,3,2,0.00,1.0000,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP112,LTMD-CN6-G1972,1972,6,112,6,32,33.78,0.8750,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP113,LTMD-CN6-G1972,1972,6,113,3,155,88.65,0.0387,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP114,LTMD-CN6-G1972,1972,6,114,3,122,92.79,0.0164,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP115,LTMD-CN6-G1972,1972,6,115,3,111,93.23,0.0090,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP116,LTMD-CN6-G1972,1972,6,116,3,72,90.95,0.0139,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP117,LTMD-CN6-G1972,1972,6,117,3,140,91.15,0.0357,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP118,LTMD-CN6-G1972,1972,6,118,6,52,30.50,0.9231,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP119,LTMD-CN6-G1972,1972,6,119,3,3,86.34,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP120,LTMD-CN6-G1972,1972,6,120,3,361,92.11,0.0249,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP121,LTMD-CN6-G1972,1972,6,121,6,111,24.11,0.9640,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP122,LTMD-CN6-G1972,1972,6,122,3,317,93.78,0.0063,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP123,LTMD-CN6-G1972,1972,6,123,3,215,93.37,0.0093,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP124,LTMD-CN6-G1972,1972,6,124,3,267,90.61,0.0449,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP125,LTMD-CN6-G1972,1972,6,125,3,89,90.14,0.0337,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP126,LTMD-CN6-G1972,1972,6,126,3,131,93.47,0.0153,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP127,LTMD-CN6-G1972,1972,6,127,3,51,93.65,0.0196,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP128,LTMD-CN6-G1972,1972,6,128,6,56,34.71,0.8393,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP129,LTMD-CN6-G1972,1972,6,129,3,152,85.51,0.0789,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP130,LTMD-CN6-G1972,1972,6,130,6,98,31.06,0.9286,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP131,LTMD-CN6-G1972,1972,6,131,3,8,54.12,0.7500,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP132,LTMD-CN6-G1972,1972,6,132,3,204,88.57,0.0686,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP133,LTMD-CN6-G1972,1972,6,133,3,83,92.01,0.0361,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP134,LTMD-CN6-G1972,1972,6,134,3,256,93.50,0.0195,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP135,LTMD-CN6-G1972,1972,6,135,3,115,92.06,0.0261,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP136,LTMD-CN6-G1972,1972,6,136,3,101,91.45,0.0099,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP137,LTMD-CN6-G1972,1972,6,137,3,115,91.30,0.0261,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP138,LTMD-CN6-G1972,1972,6,138,3,225,92.13,0.0178,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP139,LTMD-CN6-G1972,1972,6,139,3,147,90.80,0.0272,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP140,LTMD-CN6-G1972,1972,6,140,3,181,90.72,0.0387,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP141,LTMD-CN6-G1972,1972,6,141,3,154,92.34,0.0195,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP142,LTMD-CN6-G1972,1972,6,142,11,25,21.48,0.9200,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP143,LTMD-CN6-G1972,1972,6,143,11,17,36.18,0.8824,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP144,LTMD-CN6-G1972,1972,6,144,3,49,93.09,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP145,LTMD-CN6-G1972,1972,6,145,3,34,89.19,0.0294,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP146,LTMD-CN6-G1972,1972,6,146,3,31,71.23,0.3226,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP147,LTMD-CN6-G1972,1972,6,147,3,185,85.08,0.0919,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP148,LTMD-CN6-G1972,1972,6,148,3,113,89.51,0.0354,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP149,LTMD-CN6-G1972,1972,6,149,3,46,79.59,0.1739,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP150,LTMD-CN6-G1972,1972,6,150,3,297,90.69,0.0269,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP151,LTMD-CN6-G1972,1972,6,151,3,10,47.52,0.6000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP152,LTMD-CN6-G1972,1972,6,152,3,217,90.37,0.0461,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP153,LTMD-CN6-G1972,1972,6,153,3,380,90.89,0.0447,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP154,LTMD-CN6-G1972,1972,6,154,6,131,27.03,0.9695,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP155,LTMD-CN6-G1972,1972,6,155,3,15,59.56,0.4667,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP156,LTMD-CN6-G1972,1972,6,156,3,80,92.55,0.0125,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP157,LTMD-CN6-G1972,1972,6,157,6,26,47.09,0.6538,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP158,LTMD-CN6-G1972,1972,6,158,3,72,93.65,0.0139,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP159,LTMD-CN6-G1972,1972,6,159,3,62,92.49,0.0323,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP160,LTMD-CN6-G1972,1972,6,160,3,77,95.88,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP161,LTMD-CN6-G1972,1972,6,161,3,70,89.97,0.0571,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP162,LTMD-CN6-G1972,1972,6,162,3,84,92.88,0.0119,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP163,LTMD-CN6-G1972,1972,6,163,3,84,93.26,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP164,LTMD-CN6-G1972,1972,6,164,3,107,91.21,0.0467,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP165,LTMD-CN6-G1972,1972,6,165,3,56,90.09,0.0357,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP166,LTMD-CN6-G1972,1972,6,166,3,42,89.39,0.0714,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP167,LTMD-CN6-G1972,1972,6,167,3,80,90.46,0.0250,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP168,LTMD-CN6-G1972,1972,6,168,3,270,92.70,0.0074,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP169,LTMD-CN6-G1972,1972,6,169,3,62,91.21,0.0323,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP170,LTMD-CN6-G1972,1972,6,170,3,100,90.76,0.0200,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP171,LTMD-CN6-G1972,1972,6,171,3,100,92.83,0.0200,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP172,LTMD-CN6-G1972,1972,6,172,3,1,96.94,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP173,LTMD-CN6-G1972,1972,6,173,3,1,96.87,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP174,LTMD-CN6-G1972,1972,6,174,3,116,93.99,0.0172,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP175,LTMD-CN6-G1972,1972,6,175,11,28,29.66,0.8571,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP176,LTMD-CN6-G1972,1972,6,176,3,78,91.97,0.0385,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP177,LTMD-CN6-G1972,1972,6,177,3,85,90.87,0.0118,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP178,LTMD-CN6-G1972,1972,6,178,3,317,91.29,0.0315,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP179,LTMD-CN6-G1972,1972,6,179,3,101,91.46,0.0396,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP180,LTMD-CN6-G1972,1972,6,180,3,88,91.41,0.0455,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP181,LTMD-CN6-G1972,1972,6,181,3,205,90.22,0.0244,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP182,LTMD-CN6-G1972,1972,6,182,3,307,91.49,0.0228,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP183,LTMD-CN6-G1972,1972,6,183,3,72,87.08,0.0694,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP184,LTMD-CN6-G1972,1972,6,184,3,119,92.57,0.0168,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP185,LTMD-CN6-G1972,1972,6,185,3,131,91.89,0.0229,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP186,LTMD-CN6-G1972,1972,6,186,6,43,32.56,0.9070,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP187,LTMD-CN6-G1972,1972,6,187,3,196,92.52,0.0153,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP188,LTMD-CN6-G1972,1972,6,188,3,144,86.62,0.0625,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP189,LTMD-CN6-G1972,1972,6,189,6,127,35.46,0.8819,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP190,LTMD-CN6-G1972,1972,6,190,6,96,32.30,0.9375,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP191,LTMD-CN6-G1972,1972,6,191,3,270,91.94,0.0296,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP192,LTMD-CN6-G1972,1972,6,192,6,110,30.93,0.9273,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP193,LTMD-CN6-G1972,1972,6,193,3,11,45.71,0.7273,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP194,LTMD-CN6-G1972,1972,6,194,3,40,91.54,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP195,LTMD-CN6-G1972,1972,6,195,3,142,85.77,0.0915,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP196,LTMD-CN6-G1972,1972,6,196,3,245,86.95,0.1020,text_detected,1,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich;front_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP197,LTMD-CN6-G1972,1972,6,197,3,108,81.34,0.1574,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP198,LTMD-CN6-G1972,1972,6,198,3,205,90.45,0.0244,text_detected,2,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich;front_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP199,LTMD-CN6-G1972,1972,6,199,3,151,90.03,0.0199,text_detected,1,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich;front_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP200,LTMD-CN6-G1972,1972,6,200,3,210,88.61,0.0762,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP201,LTMD-CN6-G1972,1972,6,201,3,22,90.46,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP202,LTMD-CN6-G1972,1972,6,202,3,107,93.21,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP203,LTMD-CN6-G1972,1972,6,203,3,8,28.41,0.8750,text_detected,0,0,0,unknown,low,CONSERVATIVE_UNKNOWN,end_zone,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP204,LTMD-CN6-G1972,1972,6,204,3,1,0.00,1.0000,text_detected,0,0,0,visual_only,medium,OCR_VISUAL_NOISE,end_zone;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP205,LTMD-CN6-G1972,1972,6,205,3,180,91.63,0.0333,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP206,LTMD-CN6-G1972,1972,6,206,3,58,87.49,0.0862,text_detected,0,1,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP207,LTMD-CN6-G1972,1972,6,207,3,115,91.56,0.0087,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP208,LTMD-CN6-G1972,1972,6,208,3,34,78.07,0.1765,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP209,LTMD-CN6-G1972,1972,6,209,3,144,81.87,0.1389,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1972-VP210,LTMD-CN6-G1972,1972,6,210,6,11,46.44,0.6364,text_detected,0,0,0,unknown,low,CONSERVATIVE_UNKNOWN,end_zone;fallback_psm,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP001,LTMD-CN6-G1988,1988,6,1,3,5,87.71,0.2000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,front_zone,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP002,LTMD-CN6-G1988,1988,6,2,6,52,26.43,0.9423,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP003,LTMD-CN6-G1988,1988,6,3,3,9,95.37,0.0000,text_detected,0,0,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP004,LTMD-CN6-G1988,1988,6,4,3,178,90.33,0.0674,text_detected,0,1,3,bibliography_or_credits,high,KW_BIBLIO_CREDITS,front_zone;text_rich;nav_kw;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP005,LTMD-CN6-G1988,1988,6,5,3,123,90.80,0.0650,text_detected,0,2,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_rich;nav_kw;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP006,LTMD-CN6-G1988,1988,6,6,3,344,92.99,0.0233,text_detected,1,0,0,front_matter,medium,KW_FRONT_MATTER,front_zone;text_rich;front_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP007,LTMD-CN6-G1988,1988,6,7,3,110,41.60,0.6727,text_detected,0,1,0,unknown,low,CONSERVATIVE_UNKNOWN,front_zone;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP008,LTMD-CN6-G1988,1988,6,8,6,139,21.90,0.9856,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP009,LTMD-CN6-G1988,1988,6,9,3,10,76.27,0.1000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,front_zone,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP010,LTMD-CN6-G1988,1988,6,10,3,155,88.31,0.0710,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP011,LTMD-CN6-G1988,1988,6,11,3,90,86.10,0.0778,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP012,LTMD-CN6-G1988,1988,6,12,3,77,88.36,0.0649,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN6-G1988-VP013,LTMD-CN6-G1988,1988,6,13,3,71,88.41,0.0845,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_CN46_0.1
