page_id,book_id,catalog_generation,grade,viewer_page,selected_psm,recognized_words,mean_word_confidence,low_confidence_word_rate,ocr_class,front_matter_score,toc_navigation_score,bibliography_credits_score,primary_structure,classification_certainty,classification_rule,evidence_flags,classifier_version
LTMD-CN4-G1988-VP152,LTMD-CN4-G1988,1988,4,152,3,119,91.48,0.0504,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP153,LTMD-CN4-G1988,1988,4,153,3,6,71.07,0.3333,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP154,LTMD-CN4-G1988,1988,4,154,3,62,87.41,0.0968,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP155,LTMD-CN4-G1988,1988,4,155,3,106,86.08,0.0755,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP156,LTMD-CN4-G1988,1988,4,156,3,111,86.15,0.1081,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP157,LTMD-CN4-G1988,1988,4,157,3,71,90.75,0.0141,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP158,LTMD-CN4-G1988,1988,4,158,3,86,92.47,0.0233,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP159,LTMD-CN4-G1988,1988,4,159,3,44,79.87,0.1591,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP160,LTMD-CN4-G1988,1988,4,160,3,117,86.04,0.1111,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP161,LTMD-CN4-G1988,1988,4,161,3,122,88.43,0.0738,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP162,LTMD-CN4-G1988,1988,4,162,3,167,90.01,0.0479,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP163,LTMD-CN4-G1988,1988,4,163,3,23,46.05,0.6522,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP164,LTMD-CN4-G1988,1988,4,164,3,27,91.96,0.0370,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP165,LTMD-CN4-G1988,1988,4,165,3,28,88.47,0.0714,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP166,LTMD-CN4-G1988,1988,4,166,3,1,73.48,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP167,LTMD-CN4-G1988,1988,4,167,3,42,89.04,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP168,LTMD-CN4-G1988,1988,4,168,3,78,86.61,0.1026,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP169,LTMD-CN4-G1988,1988,4,169,3,75,79.67,0.2267,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP170,LTMD-CN4-G1988,1988,4,170,3,128,87.47,0.0938,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP171,LTMD-CN4-G1988,1988,4,171,3,101,91.19,0.0396,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP172,LTMD-CN4-G1988,1988,4,172,3,148,90.95,0.0473,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP173,LTMD-CN4-G1988,1988,4,173,3,10,83.94,0.1000,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP174,LTMD-CN4-G1988,1988,4,174,3,196,91.20,0.0204,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP175,LTMD-CN4-G1988,1988,4,175,11,129,38.68,0.7907,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP176,LTMD-CN4-G1988,1988,4,176,3,171,86.25,0.1228,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP177,LTMD-CN4-G1988,1988,4,177,3,132,89.81,0.0530,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP178,LTMD-CN4-G1988,1988,4,178,3,108,90.89,0.0463,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP179,LTMD-CN4-G1988,1988,4,179,3,85,81.79,0.1765,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP180,LTMD-CN4-G1988,1988,4,180,3,193,90.47,0.0363,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP181,LTMD-CN4-G1988,1988,4,181,3,173,82.88,0.1618,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP182,LTMD-CN4-G1988,1988,4,182,3,108,75.67,0.2407,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP183,LTMD-CN4-G1988,1988,4,183,3,6,94.18,0.0000,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP184,LTMD-CN4-G1988,1988,4,184,3,205,90.75,0.0439,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP185,LTMD-CN4-G1988,1988,4,185,3,1,73.99,0.0000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP186,LTMD-CN4-G1988,1988,4,186,3,158,91.21,0.0570,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP187,LTMD-CN4-G1988,1988,4,187,3,158,87.43,0.0696,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP188,LTMD-CN4-G1988,1988,4,188,3,94,83.25,0.1383,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP189,LTMD-CN4-G1988,1988,4,189,3,110,90.28,0.0455,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP190,LTMD-CN4-G1988,1988,4,190,3,57,93.25,0.0175,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP191,LTMD-CN4-G1988,1988,4,191,3,33,83.98,0.1818,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP192,LTMD-CN4-G1988,1988,4,192,3,117,89.70,0.0598,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP193,LTMD-CN4-G1988,1988,4,193,3,7,70.95,0.2857,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP194,LTMD-CN4-G1988,1988,4,194,3,111,89.34,0.0721,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP195,LTMD-CN4-G1988,1988,4,195,3,89,89.80,0.0787,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP196,LTMD-CN4-G1988,1988,4,196,3,161,90.52,0.0621,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP197,LTMD-CN4-G1988,1988,4,197,3,185,90.55,0.0486,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP198,LTMD-CN4-G1988,1988,4,198,3,60,87.56,0.1000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP199,LTMD-CN4-G1988,1988,4,199,3,73,82.84,0.1781,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP200,LTMD-CN4-G1988,1988,4,200,3,67,90.36,0.0448,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP201,LTMD-CN4-G1988,1988,4,201,3,22,93.12,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP202,LTMD-CN4-G1988,1988,4,202,3,74,87.87,0.0676,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP203,LTMD-CN4-G1988,1988,4,203,3,113,78.94,0.1770,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP204,LTMD-CN4-G1988,1988,4,204,3,139,88.04,0.0576,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP205,LTMD-CN4-G1988,1988,4,205,3,80,87.11,0.1000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP206,LTMD-CN4-G1988,1988,4,206,3,76,81.83,0.1184,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP207,LTMD-CN4-G1988,1988,4,207,3,110,85.97,0.1000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP208,LTMD-CN4-G1988,1988,4,208,3,49,86.49,0.0816,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP209,LTMD-CN4-G1988,1988,4,209,3,80,88.44,0.0625,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP210,LTMD-CN4-G1988,1988,4,210,3,78,86.64,0.0641,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP211,LTMD-CN4-G1988,1988,4,211,3,109,84.84,0.1101,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP212,LTMD-CN4-G1988,1988,4,212,3,54,90.62,0.0185,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP213,LTMD-CN4-G1988,1988,4,213,3,132,83.35,0.1212,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1988-VP214,LTMD-CN4-G1988,1988,4,214,3,5,96.48,0.0000,text_detected,0,0,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,end_zone;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP001,LTMD-CN4-G1993,1993,4,1,11,12,32.73,0.7500,text_detected,0,0,0,visual_only,medium,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP002,LTMD-CN4-G1993,1993,4,2,3,344,88.13,0.0581,text_detected,0,1,6,bibliography_or_credits,high,KW_BIBLIO_CREDITS,front_zone;text_rich;nav_kw;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP003,LTMD-CN4-G1993,1993,4,3,3,430,83.08,0.1233,text_detected,2,4,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_rich;front_kw;nav_kw;biblio_credit_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP004,LTMD-CN4-G1993,1993,4,4,3,219,89.01,0.0274,text_detected,0,3,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP005,LTMD-CN4-G1993,1993,4,5,3,1,16.06,1.0000,text_detected,0,1,0,visual_only,medium,OCR_VISUAL_NOISE,front_zone;visual_noise;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP006,LTMD-CN4-G1993,1993,4,6,3,2,24.54,1.0000,text_detected,0,0,0,visual_only,medium,OCR_VISUAL_NOISE,front_zone;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP007,LTMD-CN4-G1993,1993,4,7,6,94,31.71,0.8936,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP008,LTMD-CN4-G1993,1993,4,8,3,276,90.05,0.0543,text_detected,0,2,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP009,LTMD-CN4-G1993,1993,4,9,3,222,91.13,0.0450,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP010,LTMD-CN4-G1993,1993,4,10,3,164,89.35,0.0793,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP011,LTMD-CN4-G1993,1993,4,11,3,267,90.16,0.0524,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP012,LTMD-CN4-G1993,1993,4,12,3,218,87.21,0.1009,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,front_zone;text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP013,LTMD-CN4-G1993,1993,4,13,3,214,90.93,0.0327,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP014,LTMD-CN4-G1993,1993,4,14,3,156,86.13,0.0833,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP015,LTMD-CN4-G1993,1993,4,15,3,209,91.01,0.0287,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP016,LTMD-CN4-G1993,1993,4,16,3,302,88.94,0.0861,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP017,LTMD-CN4-G1993,1993,4,17,3,148,91.37,0.0338,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP018,LTMD-CN4-G1993,1993,4,18,3,4,57.22,0.5000,text_detected,,,,unknown,low,CONSERVATIVE_UNKNOWN,,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP019,LTMD-CN4-G1993,1993,4,19,3,226,88.98,0.0575,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP020,LTMD-CN4-G1993,1993,4,20,3,254,89.65,0.0512,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP021,LTMD-CN4-G1993,1993,4,21,3,193,85.85,0.1088,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP022,LTMD-CN4-G1993,1993,4,22,3,273,89.21,0.0513,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP023,LTMD-CN4-G1993,1993,4,23,3,270,90.29,0.0407,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP024,LTMD-CN4-G1993,1993,4,24,3,124,89.32,0.0323,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP025,LTMD-CN4-G1993,1993,4,25,3,238,92.09,0.0294,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP026,LTMD-CN4-G1993,1993,4,26,3,28,86.38,0.0714,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP027,LTMD-CN4-G1993,1993,4,27,3,189,87.94,0.0847,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP028,LTMD-CN4-G1993,1993,4,28,3,251,89.87,0.0677,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP029,LTMD-CN4-G1993,1993,4,29,3,257,87.43,0.0934,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP030,LTMD-CN4-G1993,1993,4,30,3,206,89.42,0.0728,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP031,LTMD-CN4-G1993,1993,4,31,3,220,89.40,0.0455,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP032,LTMD-CN4-G1993,1993,4,32,3,216,90.31,0.0509,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP033,LTMD-CN4-G1993,1993,4,33,3,49,91.20,0.0408,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP034,LTMD-CN4-G1993,1993,4,34,3,204,89.64,0.0539,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP035,LTMD-CN4-G1993,1993,4,35,3,117,86.14,0.1197,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP036,LTMD-CN4-G1993,1993,4,36,3,154,83.04,0.1688,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP037,LTMD-CN4-G1993,1993,4,37,3,189,89.61,0.0635,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP038,LTMD-CN4-G1993,1993,4,38,3,175,87.46,0.1029,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP039,LTMD-CN4-G1993,1993,4,39,3,198,88.90,0.0606,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP040,LTMD-CN4-G1993,1993,4,40,3,194,89.51,0.0515,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP041,LTMD-CN4-G1993,1993,4,41,3,198,91.87,0.0202,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP042,LTMD-CN4-G1993,1993,4,42,6,244,29.94,0.9672,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP043,LTMD-CN4-G1993,1993,4,43,11,23,43.67,0.6957,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP044,LTMD-CN4-G1993,1993,4,44,3,327,89.68,0.0703,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP045,LTMD-CN4-G1993,1993,4,45,3,112,90.75,0.0625,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP046,LTMD-CN4-G1993,1993,4,46,3,119,89.55,0.0672,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP047,LTMD-CN4-G1993,1993,4,47,3,226,86.59,0.1018,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP048,LTMD-CN4-G1993,1993,4,48,3,99,90.53,0.0505,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP049,LTMD-CN4-G1993,1993,4,49,3,178,90.91,0.0337,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP050,LTMD-CN4-G1993,1993,4,50,3,200,90.22,0.0450,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP051,LTMD-CN4-G1993,1993,4,51,3,235,91.62,0.0298,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP052,LTMD-CN4-G1993,1993,4,52,3,185,89.41,0.0703,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP053,LTMD-CN4-G1993,1993,4,53,3,147,90.65,0.0476,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP054,LTMD-CN4-G1993,1993,4,54,3,220,89.26,0.0500,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP055,LTMD-CN4-G1993,1993,4,55,3,206,87.68,0.0583,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP056,LTMD-CN4-G1993,1993,4,56,3,208,91.24,0.0385,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP057,LTMD-CN4-G1993,1993,4,57,3,146,89.06,0.0548,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP058,LTMD-CN4-G1993,1993,4,58,3,184,91.57,0.0272,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP059,LTMD-CN4-G1993,1993,4,59,3,140,92.46,0.0143,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP060,LTMD-CN4-G1993,1993,4,60,3,43,90.12,0.0233,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP061,LTMD-CN4-G1993,1993,4,61,3,259,89.66,0.0541,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP062,LTMD-CN4-G1993,1993,4,62,3,274,79.33,0.1715,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP063,LTMD-CN4-G1993,1993,4,63,3,210,87.93,0.0762,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP064,LTMD-CN4-G1993,1993,4,64,3,367,86.77,0.1008,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP065,LTMD-CN4-G1993,1993,4,65,3,142,88.61,0.0775,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP066,LTMD-CN4-G1993,1993,4,66,3,236,92.98,0.0212,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP067,LTMD-CN4-G1993,1993,4,67,3,281,90.71,0.0356,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
LTMD-CN4-G1993-VP068,LTMD-CN4-G1993,1993,4,68,3,242,91.71,0.0248,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_CN46_0.1
