ocr_version,page_id,book_id,catalog_generation,grade,viewer_page,asset_status,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
CN46_OCR_0.1,LTMD-CN4-G1972-VP109,LTMD-CN4-G1972,1972,4,109,source_jpeg,45223,1,psm3:ok:85,3,85,382,91.39,95.97,0.0471,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP110,LTMD-CN4-G1972,1972,4,110,source_jpeg,46734,1,psm3:ok:150,3,150,666,87.21,94.95,0.1000,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP111,LTMD-CN4-G1972,1972,4,111,source_jpeg,45939,1,psm3:ok:108,3,108,478,91.92,96.19,0.0463,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP112,LTMD-CN4-G1972,1972,4,112,source_jpeg,41183,1,psm3:ok:89,3,89,438,89.01,94.48,0.0674,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP113,LTMD-CN4-G1972,1972,4,113,source_jpeg,42502,1,psm3:ok:7,3,7,38,87.64,96.23,0.1429,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP114,LTMD-CN4-G1972,1972,4,114,source_jpeg,45078,1,psm3:ok:112,3,112,500,89.01,95.86,0.0625,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP115,LTMD-CN4-G1972,1972,4,115,source_jpeg,45566,1,psm3:ok:99,3,99,483,92.98,96.48,0.0303,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP116,LTMD-CN4-G1972,1972,4,116,source_jpeg,49522,1,psm3:ok:106,3,106,504,89.84,95.82,0.0849,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP117,LTMD-CN4-G1972,1972,4,117,source_jpeg,50287,1,psm3:ok:111,3,111,528,92.17,96.27,0.0450,text_detected,ok,
CN46_OCR_0.1,LTMD-CN4-G1972-VP118,LTMD-CN4-G1972,1972,4,118,source_jpeg,41622,1,psm3:ok:42,3,42,241,92.17,96.29,0.0238,text_detected,ok,
