discovery_version,catalog_generation,grade,subject_or_field,viewer_key,source_url,http_status,final_url,content_type,viewer_title,title_science_match,verification_status,catalog_evidence,error
CN46_DISCOVERY_0.1,1993,4,Ciencias Naturales,H1993P4GE197,https://historico.conaliteg.gob.mx/H1993P4GE197.htm,200,https://historico.conaliteg.gob.mx/H1993P4GE197.htm,text/html,Atlas de México Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"3HI182"",1993,3], [""Tabasco. Historia y Geografía"",""H1993P3HI183"",1993,3], [""Tamaulipas. Historia y Geografía"",""H1993P3HI184"",1993,3], [""Tlaxcala. Historia y Geografía"",""H1993P3HI185"",1993,3], [""Veracruz. Historia y Geografía"",""H1993P3HI186"",1993,3], [""Yucatán. Historia y Geografía"",""H1993P3HI187"",1993,3], [""Zacatecas. Historia y Geografía"",""H1993P3HI188"",1993,3], [""Matemáticas"",""H1993P3MA189"",1993,3], [""Ciencias Naturales"",""H1993P4CI191"",1993,4], [""Conoce nuestra constitución"",""H1993P4CI192"",199",
CN46_DISCOVERY_0.1,1993,4,Ciencias Naturales,H1993P4HI198,https://historico.conaliteg.gob.mx/H1993P4HI198.htm,200,https://historico.conaliteg.gob.mx/H1993P4HI198.htm,text/html,Historia Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"y Geografía"",""H1993P3HI183"",1993,3], [""Tamaulipas. Historia y Geografía"",""H1993P3HI184"",1993,3], [""Tlaxcala. Historia y Geografía"",""H1993P3HI185"",1993,3], [""Veracruz. Historia y Geografía"",""H1993P3HI186"",1993,3], [""Yucatán. Historia y Geografía"",""H1993P3HI187"",1993,3], [""Zacatecas. Historia y Geografía"",""H1993P3HI188"",1993,3], [""Matemáticas"",""H1993P3MA189"",1993,3], [""Ciencias Naturales"",""H1993P4CI191"",1993,4], [""Conoce nuestra constitución"",""H1993P4CI192"",1993,4], [""Español"",""H1993P4ES193"",1993,",
CN46_DISCOVERY_0.1,1993,4,Ciencias Naturales,H1993P4MA199,https://historico.conaliteg.gob.mx/H1993P4MA199.htm,200,https://historico.conaliteg.gob.mx/H1993P4MA199.htm,text/html,Matemáticas Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"""Tamaulipas. Historia y Geografía"",""H1993P3HI184"",1993,3], [""Tlaxcala. Historia y Geografía"",""H1993P3HI185"",1993,3], [""Veracruz. Historia y Geografía"",""H1993P3HI186"",1993,3], [""Yucatán. Historia y Geografía"",""H1993P3HI187"",1993,3], [""Zacatecas. Historia y Geografía"",""H1993P3HI188"",1993,3], [""Matemáticas"",""H1993P3MA189"",1993,3], [""Ciencias Naturales"",""H1993P4CI191"",1993,4], [""Conoce nuestra constitución"",""H1993P4CI192"",1993,4], [""Español"",""H1993P4ES193"",1993,4], [""Español Lecturas"",""H1993P4ES194""",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6CI209,https://historico.conaliteg.gob.mx/H1993P6CI209.htm,200,https://historico.conaliteg.gob.mx/H1993P6CI209.htm,text/html,Ciencias Naturales y desarrollo humano Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,1,verified_title,",1993,4], [""Español Lecturas"",""H1993P4ES194"",1993,4], [""Español Lecturas"",""H1993P4ES195"",1993,4], [""Geografía"",""H1993P4GE196"",1993,4], [""Atlas de México"",""H1993P4GE197"",1993,4], [""Historia"",""H1993P4HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universa",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6CI210,https://historico.conaliteg.gob.mx/H1993P6CI210.htm,200,https://historico.conaliteg.gob.mx/H1993P6CI210.htm,text/html,Ciencias Naturales Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,1,verified_title,"993,4], [""Español Lecturas"",""H1993P4ES195"",1993,4], [""Geografía"",""H1993P4GE196"",1993,4], [""Atlas de México"",""H1993P4GE197"",1993,4], [""Historia"",""H1993P4HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6ES211,https://historico.conaliteg.gob.mx/H1993P6ES211.htm,200,https://historico.conaliteg.gob.mx/H1993P6ES211.htm,text/html,Español Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"4ES195"",1993,4], [""Geografía"",""H1993P4GE196"",1993,4], [""Atlas de México"",""H1993P4GE197"",1993,4], [""Historia"",""H1993P4HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6ES212,https://historico.conaliteg.gob.mx/H1993P6ES212.htm,200,https://historico.conaliteg.gob.mx/H1993P6ES212.htm,text/html,Español Lecturas Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,",1993,4], [""Atlas de México"",""H1993P4GE197"",1993,4], [""Historia"",""H1993P4HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6GE213,https://historico.conaliteg.gob.mx/H1993P6GE213.htm,200,https://historico.conaliteg.gob.mx/H1993P6GE213.htm,text/html,Geografía Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"GE197"",1993,4], [""Historia"",""H1993P4HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales ",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI214,https://historico.conaliteg.gob.mx/H1993P6HI214.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI214.htm,text/html,Historia Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"HI198"",1993,4], [""Matemáticas"",""H1993P4MA199"",1993,4], [""Ciencias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI215,https://historico.conaliteg.gob.mx/H1993P6HI215.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI215.htm,text/html,MONOGRAFÍA ESTATAL AGUASCALIENTES Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"ncias Naturales"",""H1993P5CI200"",1993,5], [""Español"",""H1993P5ES201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Esp",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI216,https://historico.conaliteg.gob.mx/H1993P6HI216.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI216.htm,text/html,MONOGRAFÍA ESTATAL BAJA CALIFORNIA Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"201"",1993,5], [""Español Lecturas"",""H1993P5ES202"",1993,5], [""Geografía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES21",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI217,https://historico.conaliteg.gob.mx/H1993P6HI217.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI217.htm,text/html,MONOGRAFÍA ESTATAL BAJA CALIFORNIA SUR Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"afía"",""H1993P5GE203"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H19",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI218,https://historico.conaliteg.gob.mx/H1993P6HI218.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI218.htm,text/html,MONOGRAFÍA ESTATAL COAHUILA Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"ersal"",""H1993P5GE204"",1993,5], [""Atlas de Geografía Universal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H1993P6HI214"",1993,6], [""MONOGRAFÍA ESTATAL AGUASCALIENTES",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI219,https://historico.conaliteg.gob.mx/H1993P6HI219.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI219.htm,text/html,MONOGRAFÍA ESTATAL COLIMA Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"niversal"",""H1993P5GE205"",1993,5], [""Historia"",""H1993P5HI206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H1993P6HI214"",1993,6], [""MONOGRAFÍA ESTATAL AGUASCALIENTES"",""H1993P6HI215"",1993,6], [""MONOGRAFÍA ESTATAL BAJA C",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI220,https://historico.conaliteg.gob.mx/H1993P6HI220.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI220.htm,text/html,MONOGRAFÍA ESTATAL CAMPECHE Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"I206"",1993,5], [""Matemáticas"",""H1993P5MA207"",1993,5], [""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H1993P6HI214"",1993,6], [""MONOGRAFÍA ESTATAL AGUASCALIENTES"",""H1993P6HI215"",1993,6], [""MONOGRAFÍA ESTATAL BAJA CALIFORNIA"",""H1993P6HI216"",1993,6], [""MONOGRAFÍA ESTATAL",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI221,https://historico.conaliteg.gob.mx/H1993P6HI221.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI221.htm,text/html,MONOGRAFÍA ESTATAL CHIAPAS Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"[""Matemáticas"",""H1993P5MA208"",1993,5], [""Ciencias Naturales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H1993P6HI214"",1993,6], [""MONOGRAFÍA ESTATAL AGUASCALIENTES"",""H1993P6HI215"",1993,6], [""MONOGRAFÍA ESTATAL BAJA CALIFORNIA"",""H1993P6HI216"",1993,6], [""MONOGRAFÍA ESTATAL BAJA CALIFORNIA SUR"",""H1993P6HI217"",1993,6], [""MONOGR",
CN46_DISCOVERY_0.1,1993,6,Ciencias Naturales,H1993P6HI222,https://historico.conaliteg.gob.mx/H1993P6HI222.htm,200,https://historico.conaliteg.gob.mx/H1993P6HI222.htm,text/html,MONOGRAFÍA ESTATAL CHIHUAHUA Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"ales y desarrollo humano"",""H1993P6CI209"",1993,6], [""Ciencias Naturales"",""H1993P6CI210"",1993,6], [""Español"",""H1993P6ES211"",1993,6], [""Español Lecturas"",""H1993P6ES212"",1993,6], [""Geografía"",""H1993P6GE213"",1993,6], [""Historia"",""H1993P6HI214"",1993,6], [""MONOGRAFÍA ESTATAL AGUASCALIENTES"",""H1993P6HI215"",1993,6], [""MONOGRAFÍA ESTATAL BAJA CALIFORNIA"",""H1993P6HI216"",1993,6], [""MONOGRAFÍA ESTATAL BAJA CALIFORNIA SUR"",""H1993P6HI217"",1993,6], [""MONOGRAFÍA ESTATAL COAHUILA"",""H1993P6HI218"",1993,6], [""MONOGR",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4AMA,https://historico.conaliteg.gob.mx/H2014P4AMA.htm,200,https://historico.conaliteg.gob.mx/H2014P4AMA.htm,text/html,Atlas de México Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"P"",2014,3], [""La entidad donde vivo Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4CCA,https://historico.conaliteg.gob.mx/H2014P4CCA.htm,200,https://historico.conaliteg.gob.mx/H2014P4CCA.htm,text/html,Conoce nuestra Constitución Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,4], [""Español. Libro de lectura"",""H2014P4LEA"",2014,4], [""Desafíos matemáticos. Libro para el alumno"",""H2014P4DMA"",2014,4],",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4CNA,https://historico.conaliteg.gob.mx/H2014P4CNA.htm,200,https://historico.conaliteg.gob.mx/H2014P4CNA.htm,text/html,Ciencias Naturales Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,1,verified_title,"dad donde vivo San Luis Potosí"",""H2014P3SLP"",2014,3], [""La entidad donde vivo Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3D",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4DMA,https://historico.conaliteg.gob.mx/H2014P4DMA.htm,200,https://historico.conaliteg.gob.mx/H2014P4DMA.htm,text/html,Desafíos matemáticos. Libro para el alumno Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"ivo Sinaloa"",""H2014P3SIN"",2014,3], [""La entidad donde vivo San Luis Potosí"",""H2014P3SLP"",2014,3], [""La entidad donde vivo Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos ",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4DMM,https://historico.conaliteg.gob.mx/H2014P4DMM.htm,200,https://historico.conaliteg.gob.mx/H2014P4DMM.htm,text/html,Desafíos matemáticos. Libro para el maestro Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"P5EAA"",2014,5], [""Español"",""H2014P6ESA"",2014,6], [""Español. Libro de lectura"",""H2014P6LEA"",2014,6], [""Desafíos matemáticos. Libro para el alumno"",""H2014P6DMA"",2014,6], [""Ciencias Naturales"",""H2014P6CNA"",2014,6], [""Geografía"",""H2014P6GEA"",2014,6], [""Historia"",""H2014P6HIA"",2014,6], [""Formación Cívica y Ética"",""H2014P6FCA"",2014,6], [""Educación Artística"",""H2014P6EAA"",2014,6], [""Desafíos matemáticos. Libro para el maestro"",""H2014P1DMM"",2014,1], [""Español. Libro para el maestro"",""H2014P1ESM"",2014,1],",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4EAA,https://historico.conaliteg.gob.mx/H2014P4EAA.htm,200,https://historico.conaliteg.gob.mx/H2014P4EAA.htm,text/html,Educación Artística Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"4P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,4], [""Español. Libro de lectura"",""H2014P4LEA"",2014,4], [""Desafíos matemáticos. Libro para el alumno"",""H2014P4DMA"",2014,4], [""Ciencias Naturales"",""H2014P4CNA"",2014,4], [""Atlas de México"",""H2014P4AMA"",2014,4], [""Geografí",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4ESA,https://historico.conaliteg.gob.mx/H2014P4ESA.htm,200,https://historico.conaliteg.gob.mx/H2014P4ESA.htm,text/html,Español Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"vivo Quintana Roo"",""H2014P3QRO"",2014,3], [""La entidad donde vivo Querétaro"",""H2014P3QUE"",2014,3], [""La entidad donde vivo Sinaloa"",""H2014P3SIN"",2014,3], [""La entidad donde vivo San Luis Potosí"",""H2014P3SLP"",2014,3], [""La entidad donde vivo Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La ",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4FCA,https://historico.conaliteg.gob.mx/H2014P4FCA.htm,200,https://historico.conaliteg.gob.mx/H2014P4FCA.htm,text/html,Formación Cívica y Ética Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"4,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,4], [""Español. Libro de lectura"",""H2014P4LEA"",2014,4], [""Desafíos matemáticos. Libro para el alumno"",""H2014P4DMA"",2014,4], [""Ciencias Naturales"",""H2014P4CNA"",2014,4], [""Atla",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4GEA,https://historico.conaliteg.gob.mx/H2014P4GEA.htm,200,https://historico.conaliteg.gob.mx/H2014P4GEA.htm,text/html,Geografía Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,4], [""Español. Libro de lectura"",""H2",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4HIA,https://historico.conaliteg.gob.mx/H2014P4HIA.htm,200,https://historico.conaliteg.gob.mx/H2014P4HIA.htm,text/html,Historia Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"a entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], [""La entidad donde vivo Zacatecas"",""H2014P3ZAC"",2014,3], [""Desafíos matemáticos. Libro para el alumno"",""H2014P3DMA"",2014,3], [""Español"",""H2014P4ESA"",2014,4], [""Español. Libro de lectura"",""H2014P4LEA"",2014,4], [""Desafíos mat",
CN46_DISCOVERY_0.1,2014,4,Ciencias Naturales,H2014P4LEA,https://historico.conaliteg.gob.mx/H2014P4LEA.htm,200,https://historico.conaliteg.gob.mx/H2014P4LEA.htm,text/html,Español. Libro de lectura Grado 4° Generación 2014 .: Comisión Nacional de Libros de Texto Gratuitos :.,0,reachable_unconfirmed,"dad donde vivo Querétaro"",""H2014P3QUE"",2014,3], [""La entidad donde vivo Sinaloa"",""H2014P3SIN"",2014,3], [""La entidad donde vivo San Luis Potosí"",""H2014P3SLP"",2014,3], [""La entidad donde vivo Sonora"",""H2014P3SON"",2014,3], [""La entidad donde vivo Tabasco"",""H2014P3TAB"",2014,3], [""La entidad donde vivo Tamaulipas"",""H2014P3TAM"",2014,3], [""La entidad donde vivo Tlaxcala"",""H2014P3TLA"",2014,3], [""La entidad donde vivo Veracruz"",""H2014P3VER"",2014,3], [""La entidad donde vivo Yucatán"",""H2014P3YUC"",2014,3], ",
