family,category,catalog_generation,stratum,n_fragments,A_count,A_rate,A_per_100,B_count,B_rate,B_per_100,consensus_positive_count,consensus_positive_rate,consensus_positive_per_100,method_sensitive_count,method_sensitive_rate,consensus_negative_count,consensus_negative_rate,comparison_version
position,receiver,2014,certain_nonheading,12,1,0.08333333,8.3333,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
position,instruction_follower,2014,certain_nonheading,12,2,0.16666667,16.6667,1,0.08333333,8.3333,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
position,observer,2014,certain_nonheading,12,2,0.16666667,16.6667,2,0.16666667,16.6667,1,0.08333333,8.3333,2,0.16666667,9,0.75,HISTCOMP_0.1
position,experimenter,2014,certain_nonheading,12,0,0.0,0.0,6,0.5,50.0,0,0.0,0.0,6,0.5,6,0.5,HISTCOMP_0.1
position,investigator,2014,certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
position,reasoner,2014,certain_nonheading,12,1,0.08333333,8.3333,0,0.0,0.0,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
position,collaborator,2014,certain_nonheading,12,0,0.0,0.0,1,0.08333333,8.3333,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
position,decision_maker,2014,certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
position,community_agent,2014,certain_nonheading,12,0,0.0,0.0,3,0.25,25.0,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
position,receiver,2014,textual_only_certain_nonheading,12,1,0.08333333,8.3333,2,0.16666667,16.6667,1,0.08333333,8.3333,1,0.08333333,10,0.83333333,HISTCOMP_0.1
position,instruction_follower,2014,textual_only_certain_nonheading,12,2,0.16666667,16.6667,1,0.08333333,8.3333,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
position,observer,2014,textual_only_certain_nonheading,12,2,0.16666667,16.6667,2,0.16666667,16.6667,1,0.08333333,8.3333,2,0.16666667,9,0.75,HISTCOMP_0.1
position,experimenter,2014,textual_only_certain_nonheading,12,0,0.0,0.0,6,0.5,50.0,0,0.0,0.0,6,0.5,6,0.5,HISTCOMP_0.1
position,investigator,2014,textual_only_certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
position,reasoner,2014,textual_only_certain_nonheading,12,1,0.08333333,8.3333,0,0.0,0.0,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
position,collaborator,2014,textual_only_certain_nonheading,12,0,0.0,0.0,1,0.08333333,8.3333,0,0.0,0.0,1,0.08333333,11,0.91666667,HISTCOMP_0.1
position,decision_maker,2014,textual_only_certain_nonheading,12,0,0.0,0.0,2,0.16666667,16.6667,0,0.0,0.0,2,0.16666667,10,0.83333333,HISTCOMP_0.1
position,community_agent,2014,textual_only_certain_nonheading,12,0,0.0,0.0,3,0.25,25.0,0,0.0,0.0,3,0.25,9,0.75,HISTCOMP_0.1
position,receiver,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,instruction_follower,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,observer,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,experimenter,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,investigator,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,reasoner,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,collaborator,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,decision_maker,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
position,community_agent,2014,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
