family,category,catalog_generation,stratum,n_fragments,A_count,A_rate,A_per_100,B_count,B_rate,B_per_100,consensus_positive_count,consensus_positive_rate,consensus_positive_per_100,method_sensitive_count,method_sensitive_rate,consensus_negative_count,consensus_negative_rate,comparison_version
action,describe,1972,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,recall,1972,certain_nonheading,15,0,0.0,0.0,2,0.13333333,13.3333,0,0.0,0.0,2,0.13333333,13,0.86666667,HISTCOMP_0.1
action,explain,1972,certain_nonheading,15,2,0.13333333,13.3333,2,0.13333333,13.3333,1,0.06666667,6.6667,2,0.13333333,12,0.8,HISTCOMP_0.1
action,compare,1972,certain_nonheading,15,1,0.06666667,6.6667,1,0.06666667,6.6667,1,0.06666667,6.6667,0,0.0,14,0.93333333,HISTCOMP_0.1
action,classify,1972,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,measure,1972,certain_nonheading,15,0,0.0,0.0,2,0.13333333,13.3333,0,0.0,0.0,2,0.13333333,13,0.86666667,HISTCOMP_0.1
action,experiment,1972,certain_nonheading,15,0,0.0,0.0,3,0.2,20.0,0,0.0,0.0,3,0.2,12,0.8,HISTCOMP_0.1
action,investigate,1972,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,predict,1972,certain_nonheading,15,0,0.0,0.0,2,0.13333333,13.3333,0,0.0,0.0,2,0.13333333,13,0.86666667,HISTCOMP_0.1
action,infer,1972,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,discuss,1972,certain_nonheading,15,0,0.0,0.0,1,0.06666667,6.6667,0,0.0,0.0,1,0.06666667,14,0.93333333,HISTCOMP_0.1
action,solve,1972,certain_nonheading,15,1,0.06666667,6.6667,3,0.2,20.0,1,0.06666667,6.6667,2,0.13333333,12,0.8,HISTCOMP_0.1
action,create,1972,certain_nonheading,15,0,0.0,0.0,2,0.13333333,13.3333,0,0.0,0.0,2,0.13333333,13,0.86666667,HISTCOMP_0.1
action,decide,1972,certain_nonheading,15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,15,1.0,HISTCOMP_0.1
action,act_on_environment,1972,certain_nonheading,15,0,0.0,0.0,4,0.26666667,26.6667,0,0.0,0.0,4,0.26666667,11,0.73333333,HISTCOMP_0.1
action,observe,1972,textual_only_certain_nonheading,14,0,0.0,0.0,2,0.14285714,14.2857,0,0.0,0.0,2,0.14285714,12,0.85714286,HISTCOMP_0.1
action,describe,1972,textual_only_certain_nonheading,14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,14,1.0,HISTCOMP_0.1
action,recall,1972,textual_only_certain_nonheading,14,0,0.0,0.0,2,0.14285714,14.2857,0,0.0,0.0,2,0.14285714,12,0.85714286,HISTCOMP_0.1
action,explain,1972,textual_only_certain_nonheading,14,1,0.07142857,7.1429,2,0.14285714,14.2857,1,0.07142857,7.1429,1,0.07142857,12,0.85714286,HISTCOMP_0.1
action,compare,1972,textual_only_certain_nonheading,14,1,0.07142857,7.1429,1,0.07142857,7.1429,1,0.07142857,7.1429,0,0.0,13,0.92857143,HISTCOMP_0.1
action,classify,1972,textual_only_certain_nonheading,14,0,0.0,0.0,1,0.07142857,7.1429,0,0.0,0.0,1,0.07142857,13,0.92857143,HISTCOMP_0.1
action,measure,1972,textual_only_certain_nonheading,14,0,0.0,0.0,2,0.14285714,14.2857,0,0.0,0.0,2,0.14285714,12,0.85714286,HISTCOMP_0.1
action,experiment,1972,textual_only_certain_nonheading,14,0,0.0,0.0,3,0.21428571,21.4286,0,0.0,0.0,3,0.21428571,11,0.78571429,HISTCOMP_0.1
action,investigate,1972,textual_only_certain_nonheading,14,0,0.0,0.0,1,0.07142857,7.1429,0,0.0,0.0,1,0.07142857,13,0.92857143,HISTCOMP_0.1
action,predict,1972,textual_only_certain_nonheading,14,0,0.0,0.0,2,0.14285714,14.2857,0,0.0,0.0,2,0.14285714,12,0.85714286,HISTCOMP_0.1
action,infer,1972,textual_only_certain_nonheading,14,0,0.0,0.0,1,0.07142857,7.1429,0,0.0,0.0,1,0.07142857,13,0.92857143,HISTCOMP_0.1
action,discuss,1972,textual_only_certain_nonheading,14,0,0.0,0.0,1,0.07142857,7.1429,0,0.0,0.0,1,0.07142857,13,0.92857143,HISTCOMP_0.1
action,solve,1972,textual_only_certain_nonheading,14,1,0.07142857,7.1429,3,0.21428571,21.4286,1,0.07142857,7.1429,2,0.14285714,11,0.78571429,HISTCOMP_0.1
action,create,1972,textual_only_certain_nonheading,14,0,0.0,0.0,2,0.14285714,14.2857,0,0.0,0.0,2,0.14285714,12,0.85714286,HISTCOMP_0.1
action,decide,1972,textual_only_certain_nonheading,14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,14,1.0,HISTCOMP_0.1
action,act_on_environment,1972,textual_only_certain_nonheading,14,0,0.0,0.0,4,0.28571429,28.5714,0,0.0,0.0,4,0.28571429,10,0.71428571,HISTCOMP_0.1
action,observe,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,1,1.0,100.0,0,0.0,0.0,1,1.0,0,0.0,HISTCOMP_0.1
action,describe,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,recall,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,explain,1972,mixed_text_image_certain_nonheading,1,1,1.0,100.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,HISTCOMP_0.1
action,compare,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,classify,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,measure,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,experiment,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,investigate,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,predict,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,infer,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,discuss,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,solve,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,create,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,decide,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,act_on_environment,1972,mixed_text_image_certain_nonheading,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,1.0,HISTCOMP_0.1
action,observe,1988,all_body_fragments,1631,18,0.01103617,1.1036,147,0.09012876,9.0129,6,0.00367872,0.3679,153,0.09380748,1472,0.9025138,HISTCOMP_0.1
action,describe,1988,all_body_fragments,1631,0,0.0,0.0,121,0.07418761,7.4188,0,0.0,0.0,121,0.07418761,1510,0.92581239,HISTCOMP_0.1
action,recall,1988,all_body_fragments,1631,6,0.00367872,0.3679,77,0.0472103,4.721,2,0.00122624,0.1226,79,0.04843654,1550,0.95033722,HISTCOMP_0.1
action,explain,1988,all_body_fragments,1631,36,0.02207235,2.2072,117,0.07173513,7.1735,11,0.00674433,0.6744,131,0.08031882,1489,0.91293685,HISTCOMP_0.1
action,compare,1988,all_body_fragments,1631,5,0.0030656,0.3066,48,0.0294298,2.943,1,0.00061312,0.0613,51,0.03126916,1579,0.96811772,HISTCOMP_0.1
action,classify,1988,all_body_fragments,1631,1,0.00061312,0.0613,62,0.03801349,3.8013,0,0.0,0.0,63,0.03862661,1568,0.96137339,HISTCOMP_0.1
action,measure,1988,all_body_fragments,1631,9,0.00551809,0.5518,55,0.03372164,3.3722,6,0.00367872,0.3679,52,0.03188228,1573,0.96443899,HISTCOMP_0.1
action,experiment,1988,all_body_fragments,1631,3,0.00183936,0.1839,149,0.091355,9.1355,1,0.00061312,0.0613,150,0.09196812,1480,0.90741876,HISTCOMP_0.1
action,investigate,1988,all_body_fragments,1631,9,0.00551809,0.5518,91,0.05579399,5.5794,8,0.00490497,0.4905,84,0.05150215,1539,0.94359289,HISTCOMP_0.1
action,predict,1988,all_body_fragments,1631,0,0.0,0.0,94,0.05763335,5.7633,0,0.0,0.0,94,0.05763335,1537,0.94236665,HISTCOMP_0.1
action,infer,1988,all_body_fragments,1631,0,0.0,0.0,39,0.02391171,2.3912,0,0.0,0.0,39,0.02391171,1592,0.97608829,HISTCOMP_0.1
action,discuss,1988,all_body_fragments,1631,6,0.00367872,0.3679,45,0.02759044,2.759,4,0.00245248,0.2452,43,0.02636419,1584,0.97118332,HISTCOMP_0.1
action,solve,1988,all_body_fragments,1631,2,0.00122624,0.1226,157,0.09625996,9.626,2,0.00122624,0.1226,155,0.09503372,1474,0.90374004,HISTCOMP_0.1
action,create,1988,all_body_fragments,1631,12,0.00735745,0.7357,62,0.03801349,3.8013,7,0.00429185,0.4292,60,0.03678725,1564,0.95892091,HISTCOMP_0.1
action,decide,1988,all_body_fragments,1631,0,0.0,0.0,102,0.06253832,6.2538,0,0.0,0.0,102,0.06253832,1529,0.93746168,HISTCOMP_0.1
action,act_on_environment,1988,all_body_fragments,1631,1,0.00061312,0.0613,108,0.06621704,6.6217,1,0.00061312,0.0613,107,0.06560392,1523,0.93378296,HISTCOMP_0.1
action,observe,1988,nonheading,1062,18,0.01694915,1.6949,147,0.13841808,13.8418,6,0.00564972,0.565,153,0.1440678,903,0.85028249,HISTCOMP_0.1
action,describe,1988,nonheading,1062,0,0.0,0.0,121,0.11393597,11.3936,0,0.0,0.0,121,0.11393597,941,0.88606403,HISTCOMP_0.1
action,recall,1988,nonheading,1062,6,0.00564972,0.565,77,0.07250471,7.2505,2,0.00188324,0.1883,79,0.07438795,981,0.92372881,HISTCOMP_0.1
action,explain,1988,nonheading,1062,36,0.03389831,3.3898,117,0.11016949,11.0169,11,0.01035782,1.0358,131,0.12335217,920,0.86629002,HISTCOMP_0.1
action,compare,1988,nonheading,1062,5,0.0047081,0.4708,48,0.04519774,4.5198,1,0.00094162,0.0942,51,0.0480226,1010,0.95103578,HISTCOMP_0.1
action,classify,1988,nonheading,1062,1,0.00094162,0.0942,62,0.05838041,5.838,0,0.0,0.0,63,0.05932203,999,0.94067797,HISTCOMP_0.1
action,measure,1988,nonheading,1062,9,0.00847458,0.8475,55,0.05178908,5.1789,6,0.00564972,0.565,52,0.04896422,1004,0.94538606,HISTCOMP_0.1
action,experiment,1988,nonheading,1062,3,0.00282486,0.2825,149,0.14030132,14.0301,1,0.00094162,0.0942,150,0.14124294,911,0.85781544,HISTCOMP_0.1
action,investigate,1988,nonheading,1062,9,0.00847458,0.8475,91,0.08568738,8.5687,8,0.00753296,0.7533,84,0.07909605,970,0.913371,HISTCOMP_0.1
action,predict,1988,nonheading,1062,0,0.0,0.0,94,0.08851224,8.8512,0,0.0,0.0,94,0.08851224,968,0.91148776,HISTCOMP_0.1
action,infer,1988,nonheading,1062,0,0.0,0.0,39,0.03672316,3.6723,0,0.0,0.0,39,0.03672316,1023,0.96327684,HISTCOMP_0.1
action,discuss,1988,nonheading,1062,6,0.00564972,0.565,45,0.04237288,4.2373,4,0.00376648,0.3766,43,0.04048964,1015,0.95574388,HISTCOMP_0.1
action,solve,1988,nonheading,1062,2,0.00188324,0.1883,157,0.14783427,14.7834,2,0.00188324,0.1883,155,0.14595104,905,0.85216573,HISTCOMP_0.1
action,create,1988,nonheading,1062,12,0.01129944,1.1299,62,0.05838041,5.838,7,0.00659134,0.6591,60,0.05649718,995,0.93691149,HISTCOMP_0.1
action,decide,1988,nonheading,1062,0,0.0,0.0,102,0.0960452,9.6045,0,0.0,0.0,102,0.0960452,960,0.9039548,HISTCOMP_0.1
action,act_on_environment,1988,nonheading,1062,1,0.00094162,0.0942,108,0.10169492,10.1695,1,0.00094162,0.0942,107,0.1007533,954,0.89830508,HISTCOMP_0.1
action,observe,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,describe,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,recall,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,explain,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,compare,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,classify,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,measure,1988,certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,experiment,1988,certain_nonheading,7,0,0.0,0.0,3,0.42857143,42.8571,0,0.0,0.0,3,0.42857143,4,0.57142857,HISTCOMP_0.1
action,investigate,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,predict,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,infer,1988,certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,discuss,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,solve,1988,certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,create,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,decide,1988,certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,act_on_environment,1988,certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,observe,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,describe,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,recall,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,explain,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,compare,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,classify,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,measure,1988,textual_only_certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,experiment,1988,textual_only_certain_nonheading,7,0,0.0,0.0,3,0.42857143,42.8571,0,0.0,0.0,3,0.42857143,4,0.57142857,HISTCOMP_0.1
action,investigate,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,predict,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,infer,1988,textual_only_certain_nonheading,7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7,1.0,HISTCOMP_0.1
action,discuss,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,solve,1988,textual_only_certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,create,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,decide,1988,textual_only_certain_nonheading,7,0,0.0,0.0,2,0.28571429,28.5714,0,0.0,0.0,2,0.28571429,5,0.71428571,HISTCOMP_0.1
action,act_on_environment,1988,textual_only_certain_nonheading,7,0,0.0,0.0,1,0.14285714,14.2857,0,0.0,0.0,1,0.14285714,6,0.85714286,HISTCOMP_0.1
action,observe,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,describe,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,recall,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,explain,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,compare,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,classify,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,measure,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,experiment,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,investigate,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,predict,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,infer,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,discuss,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,solve,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,create,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,decide,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,act_on_environment,1988,mixed_text_image_certain_nonheading,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,HISTCOMP_0.1
action,observe,1993,all_body_fragments,2513,50,0.01989654,1.9897,195,0.0775965,7.7596,21,0.00835655,0.8357,203,0.08077994,2289,0.91086351,HISTCOMP_0.1
action,describe,1993,all_body_fragments,2513,3,0.00119379,0.1194,171,0.06804616,6.8046,1,0.00039793,0.0398,172,0.06844409,2340,0.93115798,HISTCOMP_0.1
action,recall,1993,all_body_fragments,2513,9,0.00358138,0.3581,92,0.03660963,3.661,4,0.00159172,0.1592,93,0.03700756,2416,0.96140072,HISTCOMP_0.1
action,explain,1993,all_body_fragments,2513,19,0.00756068,0.7561,139,0.05531238,5.5312,8,0.00318345,0.3183,142,0.05650617,2363,0.94031039,HISTCOMP_0.1
action,compare,1993,all_body_fragments,2513,19,0.00756068,0.7561,81,0.03223239,3.2232,4,0.00159172,0.1592,92,0.03660963,2417,0.96179865,HISTCOMP_0.1
action,classify,1993,all_body_fragments,2513,2,0.00079586,0.0796,65,0.0258655,2.5865,1,0.00039793,0.0398,65,0.0258655,2447,0.97373657,HISTCOMP_0.1
action,measure,1993,all_body_fragments,2513,7,0.00278552,0.2786,65,0.0258655,2.5865,5,0.00198965,0.199,62,0.02467171,2446,0.97333864,HISTCOMP_0.1
