audit_version,viewer_key,catalog_generation,grade_code,title_core,viewer_ui,ag_clave,viewer_page,declared_positions,source_image_index,source_asset_url,is_final_declared_position,asset_status,probe_state,http_status,content_type,byte_size,sha256,attempts,error
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,1,115,0,https://historico.conaliteg.gob.mx/c/H2008P1CI250/000.jpg,0,source_jpeg,served_image,200,image/jpeg,307107,70e835d168df3936b7a2704ebbe3ab80c1b1fe7962f56b45b7d0fedea2cff6d7,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,2,115,2,https://historico.conaliteg.gob.mx/c/H2008P1CI250/002.jpg,0,source_jpeg,served_image,200,image/jpeg,525960,d8a2101362c6820c239765679fe45a54934e102e9cf49dcc475ec088fc9e8c00,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,3,115,3,https://historico.conaliteg.gob.mx/c/H2008P1CI250/003.jpg,0,source_jpeg,served_image,200,image/jpeg,324598,c896cf3f0d631c7287323436f6b58dc56a65910233d411251fd77ec247f3397f,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,4,115,4,https://historico.conaliteg.gob.mx/c/H2008P1CI250/004.jpg,0,source_jpeg,served_image,200,image/jpeg,252469,951491625ce75673b00ff4400c0a1f0d8720ae134a9850aeec6bb9abe71a4ef2,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,5,115,5,https://historico.conaliteg.gob.mx/c/H2008P1CI250/005.jpg,0,source_jpeg,served_image,200,image/jpeg,281297,16d947f956dd8a6eaebd97c6c3d5190085949f0e6fa5be5a5290002802fa0fc6,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,6,115,6,https://historico.conaliteg.gob.mx/c/H2008P1CI250/006.jpg,0,source_jpeg,served_image,200,image/jpeg,414154,7ca7b4bc1a0ba299bf20667df110e7ef0d3182fafdd78e34c655d24bafe3025a,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,7,115,7,https://historico.conaliteg.gob.mx/c/H2008P1CI250/007.jpg,0,source_jpeg,served_image,200,image/jpeg,449158,cebf364d322ff2b7641f44e2dcfcd8513e414d92fbd889871ccb28c06bfa2a85,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,8,115,8,https://historico.conaliteg.gob.mx/c/H2008P1CI250/008.jpg,0,source_jpeg,served_image,200,image/jpeg,447101,f5bc8df95b232973713ec189f16f4ff12f89049ff24bca7e68ef675a22c592ec,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,9,115,9,https://historico.conaliteg.gob.mx/c/H2008P1CI250/009.jpg,0,source_jpeg,served_image,200,image/jpeg,433929,6581446a97066cee6a7b6c074f6de8d16ef19e6ee4f3060f4fd5f0b866066f26,1,
LTMD_U1_W7_CIVICS_ETHICS_ASSET_AUDIT_0.1,H2008P1CI250,2008,1,FORMACIÓN CÍVICA Y ÉTICA,standard_x_js,H2008P1CI250,10,115,10,https://historico.conaliteg.gob.mx/c/H2008P1CI250/010.jpg,0,source_jpeg,served_image,200,image/jpeg,311907,b2684992f0a1ae7adf1b20f73b763598e9f4787c8e2f29d6209124e80f1644d1,1,
