inventory_version,catalog_generation,viewer_count,declared_positions
LTMD_U1_W5_DECLARED_INVENTORY_0.1,1993,3,513
LTMD_U1_W5_DECLARED_INVENTORY_0.1,2008,3,537
LTMD_U1_W5_DECLARED_INVENTORY_0.1,2011,3,566
LTMD_U1_W5_DECLARED_INVENTORY_0.1,2014,3,526
LTMD_U1_W5_DECLARED_INVENTORY_0.1,2018,3,526
LTMD_U1_W5_DECLARED_INVENTORY_0.1,2019,3,526
LTMD_U1_W5_DECLARED_INVENTORY_0.1,ALL,18,3194
