analysis_version,viewer_a,viewer_b,generation_a,generation_b,grade_a,grade_b,same_generation,same_grade,unique_units_a,unique_units_b,shared_unique_units,jaccard,containment_a_in_b,containment_b_in_a
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P5HIA,H2019P5HIA,2014,2019,5,5,0,1,1956,1896,1015,0.357772,0.518916,0.535338
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P4HIA,H2019P4HIA,2014,2019,4,4,0,1,1641,1621,990,0.435739,0.603291,0.610734
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P6HIA,H2019P6HIA,2014,2019,6,6,0,1,1605,1508,905,0.409873,0.563863,0.600133
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2008P4HI275,1993,2008,4,4,0,1,2961,3178,566,0.101561,0.191152,0.178099
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2011P5HI333,2008,2011,5,5,0,1,1917,2047,303,0.082764,0.158059,0.148021
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2014P5HIA,2011,2014,5,5,0,1,2047,1956,120,0.030904,0.058622,0.061350
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2019P5HIA,2011,2019,5,5,0,1,2047,1896,103,0.026823,0.050318,0.054325
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P5HIA,H2014P6HIA,2014,2014,5,6,1,0,1956,1605,97,0.028002,0.049591,0.060436
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2014P5HIA,2008,2014,5,5,0,1,1917,1956,93,0.024603,0.048513,0.047546
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2008P4HI275,1993,2008,6,4,0,0,1671,3178,93,0.019554,0.055655,0.029264
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2011P6HI342,2011,2011,5,6,1,0,2047,2112,88,0.021616,0.042990,0.041667
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P4HIA,H2014P5HIA,2014,2014,4,5,1,0,1641,1956,87,0.024786,0.053016,0.044479
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2011P5HI333,2011,2011,4,5,1,0,2003,2047,87,0.021953,0.043435,0.042501
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2019P5HIA,2008,2019,5,5,0,1,1917,1896,86,0.023075,0.044862,0.045359
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P4HIA,H2014P6HIA,2014,2014,4,6,1,0,1641,1605,85,0.026890,0.051798,0.052960
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P5HIA,H2019P6HIA,2014,2019,5,6,0,0,1956,1508,79,0.023338,0.040389,0.052387
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2014P4HIA,2011,2014,4,4,0,1,2003,1641,77,0.021587,0.038442,0.046923
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H1993P6HI214,1993,1993,4,6,1,0,2961,1671,76,0.016681,0.025667,0.045482
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2019P5HIA,H2019P6HIA,2019,2019,5,6,1,0,1896,1508,73,0.021915,0.038502,0.048408
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2011P6HI342,2011,2011,4,6,1,0,2003,2112,72,0.017809,0.035946,0.034091
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2019P4HIA,H2019P6HIA,2019,2019,4,6,1,0,1621,1508,71,0.023218,0.043800,0.047082
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P4HIA,H2019P6HIA,2014,2019,4,6,0,0,1641,1508,71,0.023067,0.043266,0.047082
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P6HIA,H2019P5HIA,2014,2019,6,5,0,0,1605,1896,70,0.020402,0.043614,0.036920
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P4HIA,H2019P5HIA,2014,2019,4,5,0,0,1641,1896,68,0.019602,0.041438,0.035865
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2019P4HIA,H2019P5HIA,2019,2019,4,5,1,0,1621,1896,67,0.019420,0.041333,0.035338
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P6HIA,H2019P4HIA,2014,2019,6,4,0,0,1605,1621,65,0.020563,0.040498,0.040099
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2014P5HIA,H2019P4HIA,2014,2019,5,4,0,0,1956,1621,65,0.018508,0.033231,0.040099
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2019P6HIA,2011,2019,6,6,0,1,2112,1508,65,0.018284,0.030777,0.043103
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2019P4HIA,2011,2019,4,4,0,1,2003,1621,65,0.018264,0.032451,0.040099
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2014P6HIA,2011,2014,6,6,0,1,2112,1605,65,0.017798,0.030777,0.040498
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2011P6HI342,2008,2011,5,6,0,0,1917,2112,62,0.015629,0.032342,0.029356
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2011P4HI323,2008,2011,5,4,0,0,1917,2003,60,0.015544,0.031299,0.029955
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2014P5HIA,2011,2014,6,5,0,0,2112,1956,43,0.010683,0.020360,0.021984
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2014P4HIA,2011,2014,6,4,0,0,2112,1641,36,0.009685,0.017045,0.021938
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2019P5HIA,2011,2019,6,5,0,0,2112,1896,36,0.009063,0.017045,0.018987
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2019P6HIA,2008,2019,6,6,0,1,1414,1508,35,0.012123,0.024752,0.023210
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2011P6HI342,2008,2011,6,6,0,1,1414,2112,35,0.010026,0.024752,0.016572
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2014P4HIA,2011,2014,5,4,0,0,2047,1641,34,0.009305,0.016610,0.020719
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2014P6HIA,2008,2014,6,6,0,1,1414,1605,31,0.010375,0.021924,0.019315
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2014P5HIA,2011,2014,4,5,0,0,2003,1956,31,0.007892,0.015477,0.015849
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2014P4HIA,2008,2014,5,4,0,0,1917,1641,27,0.007647,0.014085,0.016453
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2014P6HIA,2011,2014,5,6,0,0,2047,1605,27,0.007448,0.013190,0.016822
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2019P5HIA,2011,2019,4,5,0,0,2003,1896,26,0.006713,0.012981,0.013713
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2011P6HI342,1993,2011,5,6,0,0,2864,2112,25,0.005049,0.008729,0.011837
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2019P4HIA,2011,2019,5,4,0,0,2047,1621,24,0.006586,0.011724,0.014806
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P6HI342,H2019P4HIA,2011,2019,6,4,0,0,2112,1621,24,0.006471,0.011364,0.014806
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2019P6HIA,1993,2019,5,6,0,0,2864,1508,24,0.005520,0.008380,0.015915
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2014P6HIA,1993,2014,5,6,0,0,2864,1605,24,0.005399,0.008380,0.014953
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2014P6HIA,2011,2014,4,6,0,0,2003,1605,23,0.006416,0.011483,0.014330
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2019P4HIA,2008,2019,5,4,0,0,1917,1621,22,0.006257,0.011476,0.013572
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2014P6HIA,2008,2014,5,6,0,0,1917,1605,21,0.005998,0.010955,0.013084
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P5HI333,H2019P6HIA,2011,2019,5,6,0,0,2047,1508,21,0.005942,0.010259,0.013926
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2011P4HI323,1993,2011,5,4,0,0,2864,2003,21,0.004333,0.007332,0.010484
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2011P4HI323,H2019P6HIA,2011,2019,4,6,0,0,2003,1508,20,0.005729,0.009985,0.013263
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2019P6HIA,1993,2019,4,6,0,0,2961,1508,20,0.004495,0.006754,0.013263
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2019P5HIA,1993,2019,4,5,0,0,2961,1896,20,0.004135,0.006754,0.010549
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2014P5HIA,1993,2014,4,5,0,0,2961,1956,20,0.004084,0.006754,0.010225
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2014P6HIA,1993,2014,4,6,0,0,2961,1605,19,0.004179,0.006417,0.011838
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2011P5HI333,1993,2011,5,5,0,1,2864,2047,19,0.003884,0.006634,0.009282
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2019P5HIA,2008,2019,6,5,0,0,1414,1896,18,0.005468,0.012730,0.009494
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2019P4HIA,1993,2019,5,4,0,0,2864,1621,18,0.004030,0.006285,0.011104
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2019P4HIA,2008,2019,4,4,0,1,3178,1621,18,0.003765,0.005664,0.011104
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2014P5HIA,2008,2014,6,5,0,0,1414,1956,17,0.005070,0.012023,0.008691
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2011P4HI323,2008,2011,6,4,0,0,1414,2003,17,0.005000,0.012023,0.008487
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2014P4HIA,1993,2014,5,4,0,0,2864,1641,17,0.003788,0.005936,0.010360
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2014P4HIA,1993,2014,4,4,0,1,2961,1641,17,0.003708,0.005741,0.010360
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2019P6HIA,2008,2019,5,6,0,0,1917,1508,16,0.004693,0.008346,0.010610
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2008P6HI290,1993,2008,5,6,0,0,2864,1414,16,0.003754,0.005587,0.011315
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2014P4HIA,2008,2014,4,4,0,1,3178,1641,16,0.003331,0.005035,0.009750
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2011P5HI333,1993,2011,4,5,0,0,2961,2047,16,0.003205,0.005404,0.007816
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2019P5HIA,2008,2019,4,5,0,0,3178,1896,16,0.003163,0.005035,0.008439
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H1993P5HI206,1993,1993,4,5,1,0,2961,2864,16,0.002754,0.005404,0.005587
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2019P4HIA,2008,2019,6,4,0,0,1414,1621,15,0.004967,0.010608,0.009254
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P5HI284,H2008P6HI290,2008,2008,5,6,1,0,1917,1414,15,0.004524,0.007825,0.010608
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2019P4HIA,1993,2019,4,4,0,1,2961,1621,15,0.003284,0.005066,0.009254
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2019P5HIA,1993,2019,5,5,0,1,2864,1896,15,0.003161,0.005237,0.007911
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2014P6HIA,2008,2014,4,6,0,0,3178,1605,15,0.003146,0.004720,0.009346
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2014P5HIA,2008,2014,4,5,0,0,3178,1956,15,0.002930,0.004720,0.007669
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2008P6HI290,2008,2008,4,6,1,0,3178,1414,14,0.003058,0.004405,0.009901
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2008P5HI284,1993,2008,5,5,0,1,2864,1917,14,0.002937,0.004888,0.007303
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2011P6HI342,1993,2011,4,6,0,0,2961,2112,14,0.002767,0.004728,0.006629
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2019P6HIA,2008,2019,4,6,0,0,3178,1508,13,0.002782,0.004091,0.008621
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2014P5HIA,1993,2014,5,5,0,1,2864,1956,13,0.002704,0.004539,0.006646
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2011P5HI333,2008,2011,4,5,0,0,3178,2047,13,0.002494,0.004091,0.006351
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2011P6HI342,2008,2011,4,6,0,0,3178,2112,13,0.002464,0.004091,0.006155
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2014P4HIA,2008,2014,6,4,0,0,1414,1641,12,0.003943,0.008487,0.007313
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P6HI290,H2011P5HI333,2008,2011,6,5,0,0,1414,2047,12,0.003479,0.008487,0.005862
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2008P6HI290,1993,2008,4,6,0,0,2961,1414,12,0.002750,0.004053,0.008487
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2008P5HI284,1993,2008,4,5,0,0,2961,1917,12,0.002466,0.004053,0.006260
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2011P4HI323,2008,2011,4,4,0,1,3178,2003,12,0.002322,0.003776,0.005991
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H2008P4HI275,1993,2008,5,4,0,0,2864,3178,12,0.001990,0.004190,0.003776
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H2008P4HI275,H2008P5HI284,2008,2008,4,5,1,0,3178,1917,11,0.002164,0.003461,0.005738
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2011P5HI333,1993,2011,6,5,0,0,1671,2047,10,0.002697,0.005984,0.004885
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2019P6HIA,1993,2019,6,6,0,1,1671,1508,9,0.002839,0.005386,0.005968
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2014P5HIA,1993,2014,6,5,0,0,1671,1956,9,0.002488,0.005386,0.004601
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P4HI198,H2011P4HI323,1993,2011,4,4,0,1,2961,2003,9,0.001816,0.003040,0.004493
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2019P5HIA,1993,2019,6,5,0,0,1671,1896,8,0.002248,0.004788,0.004219
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2008P5HI284,1993,2008,6,5,0,0,1671,1917,8,0.002235,0.004788,0.004173
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P5HI206,H1993P6HI214,1993,1993,5,6,1,0,2864,1671,8,0.001767,0.002793,0.004788
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2008P6HI290,1993,2008,6,6,0,1,1671,1414,7,0.002274,0.004189,0.004950
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2019P4HIA,1993,2019,6,4,0,0,1671,1621,7,0.002131,0.004189,0.004318
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2014P4HIA,1993,2014,6,4,0,0,1671,1641,7,0.002118,0.004189,0.004266
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2011P4HI323,1993,2011,6,4,0,0,1671,2003,7,0.001909,0.004189,0.003495
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2014P6HIA,1993,2014,6,6,0,1,1671,1605,6,0.001835,0.003591,0.003738
LTMD_U1_W5_HISTORY_EXACT_REUSE_0.1,H1993P6HI214,H2011P6HI342,1993,2011,6,6,0,1,1671,2112,6,0.001589,0.003591,0.002841
