analysis_version,viewer_a,viewer_b,generation_a,generation_b,grade_a,grade_b,same_generation,same_grade,unique_units_a,unique_units_b,shared_unique_units,jaccard,containment_a_in_b,containment_b_in_a
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1993P3HI164,H1993P3HI172,1993,1993,3,3,1,1,1489,1576,88,0.029560,0.059100,0.055838
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P3HI354,H1966P4HI361,1966,1966,3,4,1,0,1414,2067,88,0.025936,0.062235,0.042574
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P6HI380,H1993P3HI182,1966,1993,6,3,0,0,2438,1567,88,0.022466,0.036095,0.056158
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P3MA355,H1993P3HI175,1966,1993,3,3,0,1,2287,1725,88,0.022426,0.038478,0.051014
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1960P4HI017,H1993P3HI180,1960,1993,4,3,0,0,1993,2039,88,0.022312,0.044155,0.043158
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P4MA363,H1993P3HI164,1966,1993,4,3,0,0,2632,1489,88,0.021820,0.033435,0.059100
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P5HI370,H1993P3HI180,1966,1993,5,3,0,0,2407,2039,88,0.020193,0.036560,0.043158
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P3MA355,H1966P5MA372,1966,1966,3,5,1,0,2287,2648,88,0.018156,0.038478,0.033233
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1966P4ES359,H1966P4HI361,1966,1966,4,4,1,1,2954,2067,88,0.017839,0.029790,0.042574
LTMD_U1_W10_INTEGRADOS_EXACT_REUSE_0.1,H1960P4MA019,H1966P2MA349,1960,1966,4,2,0,0,2413,1073,87,0.025596,0.036055,0.081081
