normalization_version,viewer_key,catalog_generation,grade_code,viewer_title,title_core,title_core_normalized
CONALITEG_TITLECORE_0.2,H1982P1ES098,1982,1,MI LIBRO PARTE 2 Grado 1° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO PARTE 2,mi libro parte 2
CONALITEG_TITLECORE_0.2,H1982P1ES099,1982,1,MI LIBRO PARTE 1 Grado 1° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO PARTE 1,mi libro parte 1
CONALITEG_TITLECORE_0.2,H1982P2ES100,1982,2,MI LIBRO LECTURAS Grado 2° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO LECTURAS,mi libro lecturas
CONALITEG_TITLECORE_0.2,H1982P2ES101,1982,2,MI LIBRO PARTE 2 Grado 2° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO PARTE 2,mi libro parte 2
CONALITEG_TITLECORE_0.2,H1982P2ES102,1982,2,MI LIBRO DE SEGUNDO Grado 2° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE SEGUNDO,mi libro de segundo
CONALITEG_TITLECORE_0.2,H1982P3CI103,1982,3,CIENCIAS NATURALES Grado 3° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1982P3ES104,1982,3,ESPAÑOL EJERCICIOS Grado 3° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1982P3ES105,1982,3,ESPAÑOL LECTURAS Grado 3° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas
CONALITEG_TITLECORE_0.2,H1982P3MA106,1982,3,MATEMATICAS Grado 3° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMATICAS,matematicas
CONALITEG_TITLECORE_0.2,H1982P4CI383,1982,4,CIENCIAS NATURALES Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1982P4CI384,1982,4,CIENCIAS SOCIALES Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1982P4ES385,1982,4,ESPAÑOL EJERCICIOS Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1982P4ES386,1982,4,ESPAÑOL LECTURAS Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas
CONALITEG_TITLECORE_0.2,H1982P4ES387,1982,4,ESPAÑOL EJERCICIOS Y LECTURAS Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS Y LECTURAS,espanol ejercicios y lecturas
CONALITEG_TITLECORE_0.2,H1982P4MA388,1982,4,MATEMATICAS Grado 4° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMATICAS,matematicas
CONALITEG_TITLECORE_0.2,H1982P5CI389,1982,5,CIENCIAS NATURALES Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1982P5CI390,1982,5,CIENCIAS SOCIALES Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1982P5ES391,1982,5,ESPAÑOL EJERCICIOS Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1982P5ES392,1982,5,ESPAÑOL Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL,espanol
CONALITEG_TITLECORE_0.2,H1982P5ES393,1982,5,ESPAÑOL LECTURAS Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas
CONALITEG_TITLECORE_0.2,H1982P5MA394,1982,5,MATEMÁTICAS Grado 5° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas
CONALITEG_TITLECORE_0.2,H1982P6CI395,1982,6,CIENCIAS NATURALES Grado 6° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1982P6CI396,1982,6,CIENCIAS SOCIALES Grado 6° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1982P6ES397,1982,6,ESPAÑOL EJERCICIOS Grado 6° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1982P6ES398,1982,6,ESPAÑOL LECTURAS Grado 6° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas
CONALITEG_TITLECORE_0.2,H1982P6MA399,1982,6,MATEMATICAS Grado 6° Generación 1982 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMATICAS,matematicas
CONALITEG_TITLECORE_0.2,H1988P1ES108,1988,1,"MI LIBRO DE 1°, PARTE 1 Grado 1° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO DE 1°, PARTE 1","mi libro de 1, parte 1"
CONALITEG_TITLECORE_0.2,H1988P1ES109,1988,1,"MI LIBRO DE 1°, PARTE 2 Grado 1° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO DE 1°, PARTE 2","mi libro de 1, parte 2"
CONALITEG_TITLECORE_0.2,H1988P1ES110,1988,1,"MI LIBRO DE 1° RECORTABLE, PARTE 1 Grado 1° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO DE 1° RECORTABLE, PARTE 1","mi libro de 1 recortable, parte 1"
CONALITEG_TITLECORE_0.2,H1988P1ES111,1988,1,"MI LIBRO DE 1°, RECORTABLE PARTE 2 Grado 1° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO DE 1°, RECORTABLE PARTE 2","mi libro de 1, recortable parte 2"
CONALITEG_TITLECORE_0.2,H1988P2CI112,1988,2,"MI LIBRO DE 2°, PARTE 2 Grado 2° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO DE 2°, PARTE 2","mi libro de 2, parte 2"
CONALITEG_TITLECORE_0.2,H1988P2CI113,1988,2,MI LIBRO DE 2° PARTE 1 Grado 2° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE 2° PARTE 1,mi libro de 2 parte 1
CONALITEG_TITLECORE_0.2,H1988P2ES114,1988,2,ESPAÑOL LECTURAS Grado 2° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas
CONALITEG_TITLECORE_0.2,H1988P3CI115,1988,3,CIENCIAS SOCIALES Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1988P3CI129,1988,3,CIENCIAS NATURALES Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1988P3ES116,1988,3,ESPAÑOL EJERCICIOS Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1988P3ES117,1988,3,ESPAÑOL LECTURA Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURA,espanol lectura
CONALITEG_TITLECORE_0.2,H1988P3MA118,1988,3,MATEMÁTICAS Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas
CONALITEG_TITLECORE_0.2,H1988P4CI119,1988,4,CIENCIAS NATURALES Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1988P4CI120,1988,4,CIENCIAS SOCIALES Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1988P4ES121,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","ESPAÑOL, EJERCICIOS Y LECTURAS","espanol, ejercicios y lecturas"
CONALITEG_TITLECORE_0.2,H1988P4MA122,1988,4,MATEMÁTICAS Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas
CONALITEG_TITLECORE_0.2,H1988P5CI123,1988,5,CIENCIAS NATURALES Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1988P5CI124,1988,5,CIENCIAS SOCIALES Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1988P5ES125,1988,5,ESPAÑOL EJERCICIOS Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1988P5ES126,1988,5,ESPAÑOL LECTURA Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURA,espanol lectura
CONALITEG_TITLECORE_0.2,H1988P5MA127,1988,5,MATEMÁTICAS Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas
CONALITEG_TITLECORE_0.2,H1988P6CI128,1988,6,CIENCIAS NATURALES Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales
CONALITEG_TITLECORE_0.2,H1988P6CI130,1988,6,CIENCIAS SOCIALES Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales
CONALITEG_TITLECORE_0.2,H1988P6ES131,1988,6,ESPAÑOL EJERCICIOS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios
CONALITEG_TITLECORE_0.2,H1988P6ES132,1988,6,ESPAN?OL LECTURAS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAN?OL LECTURAS,espan?ol lecturas
CONALITEG_TITLECORE_0.2,H1988P6MA134,1988,6,MATEMÁTICAS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas
CONALITEG_TITLECORE_0.2,H1993P1ES135,1993,1,Español actividades Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español actividades,espanol actividades
CONALITEG_TITLECORE_0.2,H1993P1ES136,1993,1,Español recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español recortable,espanol recortable
CONALITEG_TITLECORE_0.2,H1993P1ES137,1993,1,Español recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español recortable,espanol recortable
CONALITEG_TITLECORE_0.2,H1993P1ES138,1993,1,Español Lecturas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P1ES139,1993,1,Español lecturas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P1LI140,1993,1,Libro Integrado Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado,libro integrado
CONALITEG_TITLECORE_0.2,H1993P1LI141,1993,1,Libro Integrado recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado recortable,libro integrado recortable
CONALITEG_TITLECORE_0.2,H1993P1MA142,1993,1,Matemáticas Recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas Recortable,matematicas recortable
CONALITEG_TITLECORE_0.2,H1993P1MA143,1993,1,Matemáticas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P2ES144,1993,2,Español Actividades Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Actividades,espanol actividades
CONALITEG_TITLECORE_0.2,H1993P2ES145,1993,2,Español Recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Recortable,espanol recortable
CONALITEG_TITLECORE_0.2,H1993P2ES146,1993,2,Español Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol
CONALITEG_TITLECORE_0.2,H1993P2ES147,1993,2,Español Lecturas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P2ES148,1993,2,Español Lecturas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P2LI149,1993,2,Libro Integrado Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado,libro integrado
CONALITEG_TITLECORE_0.2,H1993P2LI150,1993,2,Libro Integrado Recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado Recortable,libro integrado recortable
CONALITEG_TITLECORE_0.2,H1993P2MA151,1993,2,Matemáticas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P2MA152,1993,2,Matemáticas recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas recortable,matematicas recortable
CONALITEG_TITLECORE_0.2,H1993P3CI153,1993,3,Ciencias Naturales Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales,ciencias naturales
CONALITEG_TITLECORE_0.2,H1993P3ES154,1993,3,Español Actividades Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Actividades,espanol actividades
CONALITEG_TITLECORE_0.2,H1993P3ES155,1993,3,Español Lecturas Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P3ES156,1993,3,Español Lecturas Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P3ES400,1993,3,Español Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol
CONALITEG_TITLECORE_0.2,H1993P3HI157,1993,3,Aguascalientes. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Aguascalientes. Historia y Geografía,aguascalientes. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI158,1993,3,Baja California. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Baja California. Historia y Geografía,baja california. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI159,1993,3,Baja California Sur. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Baja California Sur. Historia y Geografía,baja california sur. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI160,1993,3,Campeche. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Campeche. Historia y Geografía,campeche. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI161,1993,3,Chiapas. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Chiapas. Historia y Geografía,chiapas. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI162,1993,3,Chihuahua. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Chihuahua. Historia y Geografía,chihuahua. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI163,1993,3,Distrito Federal. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Distrito Federal. Historia y Geografía,distrito federal. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI164,1993,3,Coahuila. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Coahuila. Historia y Geografía,coahuila. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI165,1993,3,Colima. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Colima. Historia y Geografía,colima. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI166,1993,3,Durango. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Durango. Historia y Geografía,durango. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI167,1993,3,Guanajuato. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Guanajuato. Historia y Geografía,guanajuato. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI168,1993,3,Guerrero. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Guerrero. Historia y Geografía,guerrero. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI169,1993,3,Hidalgo. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Hidalgo. Historia y Geografía,hidalgo. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI170,1993,3,Jalisco. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Jalisco. Historia y Geografía,jalisco. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI171,1993,3,México. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,México. Historia y Geografía,mexico. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI172,1993,3,Michoacán. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Michoacán. Historia y Geografía,michoacan. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI173,1993,3,Morelos. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Morelos. Historia y Geografía,morelos. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI174,1993,3,Nayarit. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Nayarit. Historia y Geografía,nayarit. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI175,1993,3,Nuevo León. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Nuevo León. Historia y Geografía,nuevo leon. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI176,1993,3,Oaxaca. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Oaxaca. Historia y Geografía,oaxaca. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI177,1993,3,Puebla. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Puebla. Historia y Geografía,puebla. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI178,1993,3,Querétaro. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Querétaro. Historia y Geografía,queretaro. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI179,1993,3,Quintana Roo. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Quintana Roo. Historia y Geografía,quintana roo. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI180,1993,3,San Luis Potosí. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,San Luis Potosí. Historia y Geografía,san luis potosi. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI181,1993,3,Sinaloa. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Sinaloa. Historia y Geografía,sinaloa. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI182,1993,3,Sonora. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Sonora. Historia y Geografía,sonora. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI183,1993,3,Tabasco. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Tabasco. Historia y Geografía,tabasco. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI184,1993,3,Tamaulipas. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Tamaulipas. Historia y Geografía,tamaulipas. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI185,1993,3,Tlaxcala. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Tlaxcala. Historia y Geografía,tlaxcala. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI186,1993,3,Veracruz. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Veracruz. Historia y Geografía,veracruz. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI187,1993,3,Yucatán. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Yucatán. Historia y Geografía,yucatan. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3HI188,1993,3,Zacatecas. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Zacatecas. Historia y Geografía,zacatecas. historia y geografia
CONALITEG_TITLECORE_0.2,H1993P3MA189,1993,3,Matemáticas Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P4CI191,1993,4,Ciencias Naturales Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales,ciencias naturales
CONALITEG_TITLECORE_0.2,H1993P4CI192,1993,4,Conoce nuestra constitución Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Conoce nuestra constitución,conoce nuestra constitucion
CONALITEG_TITLECORE_0.2,H1993P4ES193,1993,4,Español Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol
CONALITEG_TITLECORE_0.2,H1993P4ES194,1993,4,Español Lecturas Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P4ES195,1993,4,Español Lecturas Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P4GE196,1993,4,Geografía Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Geografía,geografia
CONALITEG_TITLECORE_0.2,H1993P4GE197,1993,4,Atlas de México Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Atlas de México,atlas de mexico
CONALITEG_TITLECORE_0.2,H1993P4HI198,1993,4,Historia Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Historia,historia
CONALITEG_TITLECORE_0.2,H1993P4MA199,1993,4,Matemáticas Grado 4° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P5CI200,1993,5,Ciencias Naturales Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales,ciencias naturales
CONALITEG_TITLECORE_0.2,H1993P5ES201,1993,5,Español Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol
CONALITEG_TITLECORE_0.2,H1993P5ES202,1993,5,Español Lecturas Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P5GE203,1993,5,Geografía Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Geografía,geografia
CONALITEG_TITLECORE_0.2,H1993P5GE204,1993,5,Atlas de Geografía Universal Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Atlas de Geografía Universal,atlas de geografia universal
CONALITEG_TITLECORE_0.2,H1993P5GE205,1993,5,Atlas de Geografía Universal Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Atlas de Geografía Universal,atlas de geografia universal
CONALITEG_TITLECORE_0.2,H1993P5HI206,1993,5,Historia Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Historia,historia
CONALITEG_TITLECORE_0.2,H1993P5MA207,1993,5,Matemáticas Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P5MA208,1993,5,Matemáticas Grado 5° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas
CONALITEG_TITLECORE_0.2,H1993P6CI209,1993,6,Ciencias Naturales y desarrollo humano Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales y desarrollo humano,ciencias naturales y desarrollo humano
CONALITEG_TITLECORE_0.2,H1993P6CI210,1993,6,Ciencias Naturales Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales,ciencias naturales
CONALITEG_TITLECORE_0.2,H1993P6ES211,1993,6,Español Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol
CONALITEG_TITLECORE_0.2,H1993P6ES212,1993,6,Español Lecturas Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas
CONALITEG_TITLECORE_0.2,H1993P6GE213,1993,6,Geografía Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Geografía,geografia
CONALITEG_TITLECORE_0.2,H1993P6HI214,1993,6,Historia Grado 6° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Historia,historia
