page_id,viewer_key,catalog_generation,grade,title_core,viewer_page,selected_psm,recognized_words,mean_word_confidence,low_confidence_word_rate,ocr_class,front_matter_score,toc_navigation_score,bibliography_credits_score,primary_structure,classification_certainty,classification_rule,evidence_flags,classifier_version
U1-H2008P2ED259-P001,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,1,3,11,94.33,0.0000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,front_zone,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P002,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,2,3,304,68.36,0.3388,text_detected,0,0,5,bibliography_or_credits,high,KW_BIBLIO_CREDITS,front_zone;text_present;biblio_credit_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P003,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,3,3,273,90.16,0.0476,text_detected,1,1,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_rich;front_kw;nav_kw;biblio_credit_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P004,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,4,3,1,96.44,0.0000,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P005,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,5,3,113,87.36,0.0708,text_detected,2,2,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_present;front_kw;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P006,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,6,3,137,90.72,0.0438,text_detected,0,2,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P007,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,7,3,82,92.69,0.0000,text_detected,0,1,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_present;nav_kw;biblio_credit_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P008,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,8,,1,0.00,1.0000,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P009,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,9,3,233,92.36,0.0429,text_detected,1,3,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_rich;front_kw;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P010,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,10,,3,7.06,1.0000,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P011,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,11,,4,40.26,0.7500,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P012,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,12,3,96,92.87,0.0312,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_present;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P013,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,13,3,60,92.18,0.0500,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P014,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,14,3,139,92.60,0.0216,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P015,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,15,3,24,96.45,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,front_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P016,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,16,3,197,94.09,0.0203,text_detected,0,1,0,toc_or_navigation,medium,KW_NAVIGATION,front_zone;text_rich;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P017,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,17,6,8,26.33,1.0000,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P018,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,18,3,68,92.11,0.0294,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P019,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,19,3,259,92.29,0.0309,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P020,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,20,3,75,89.28,0.0933,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P021,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,21,3,154,93.52,0.0195,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P022,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,22,3,94,91.43,0.0532,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P023,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,23,6,24,25.50,0.9583,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P024,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,24,3,57,95.43,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P025,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,25,3,168,91.92,0.0357,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P026,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,26,3,98,94.68,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P027,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,27,3,123,92.26,0.0407,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P028,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,28,3,126,93.34,0.0159,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P029,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,29,3,67,82.43,0.1493,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P030,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,30,11,29,30.08,0.8966,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P031,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,31,6,38,32.66,0.8947,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P032,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,32,3,202,93.68,0.0149,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P033,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,33,3,18,96.53,0.0000,text_detected,,,,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P034,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,34,3,231,93.59,0.0303,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P035,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,35,3,26,91.51,0.0769,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P036,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,36,3,163,92.90,0.0245,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P037,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,37,3,127,89.34,0.0866,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P038,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,38,3,139,89.94,0.0504,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P039,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,39,3,127,93.57,0.0157,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P040,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,40,3,131,95.28,0.0000,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P041,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,41,3,61,80.38,0.1475,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P042,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,42,6,105,28.04,0.9143,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P043,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,43,6,22,38.55,0.7727,text_detected,,,,visual_only,medium,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P044,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,44,3,40,94.05,0.0250,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P045,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,45,3,87,85.97,0.1149,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P046,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,46,3,133,95.09,0.0000,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P047,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,47,3,113,90.19,0.0619,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P048,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,48,3,117,93.20,0.0171,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P049,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,49,3,125,92.95,0.0160,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P050,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,50,3,181,87.94,0.0718,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P051,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,51,3,133,90.87,0.0526,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P052,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,52,3,273,89.22,0.0659,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P053,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,53,3,197,89.62,0.0660,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P054,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,54,3,100,90.99,0.0400,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P055,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,55,3,60,81.96,0.1667,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P056,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,56,6,34,26.55,0.8529,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P057,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,57,6,60,28.99,0.8833,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P058,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,58,3,141,89.48,0.0709,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P059,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,59,3,130,90.58,0.0615,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P060,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,60,3,73,89.88,0.0959,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P061,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,61,3,53,93.62,0.0189,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P062,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,62,3,174,93.04,0.0230,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P063,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,63,3,25,96.32,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P064,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,64,3,168,91.69,0.0357,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P065,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,65,3,159,93.24,0.0063,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P066,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,66,3,101,90.70,0.0594,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P067,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,67,6,30,38.75,0.8333,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P068,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,68,3,203,89.04,0.0936,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P069,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,69,3,85,86.69,0.0941,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P070,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,70,3,39,87.23,0.1026,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P071,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,71,3,62,82.59,0.1290,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P072,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,72,6,104,30.30,0.8942,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P073,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,73,6,57,27.82,0.9123,text_detected,,,,visual_only,high,OCR_VISUAL_NOISE,fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P074,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,74,3,116,95.05,0.0000,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P075,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,75,3,163,92.89,0.0123,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P076,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,76,3,160,90.98,0.0437,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P077,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,77,3,100,90.12,0.0600,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P078,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,78,3,62,90.94,0.0484,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P079,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,79,3,172,89.85,0.0756,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P080,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,80,3,105,86.72,0.1048,text_detected,,,,mixed_text_image,medium,OCR_MODERATE_TEXT,text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P081,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,81,3,123,93.58,0.0163,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P082,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,82,3,245,91.80,0.0367,text_detected,,,,textual,high,OCR_TEXT_RICH,text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P083,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,83,6,19,37.16,0.8421,text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,end_zone;fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P084,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,84,3,191,91.11,0.0419,text_detected,0,1,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P085,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,85,6,23,36.55,0.7391,text_detected,0,0,0,visual_only,medium,OCR_VISUAL_NOISE,end_zone;fallback_psm;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P086,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,86,3,20,92.56,0.0500,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P087,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,87,3,50,79.32,0.1400,text_detected,0,1,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P088,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,88,3,154,93.62,0.0195,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P089,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,89,3,48,92.66,0.0000,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P090,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,90,3,142,88.76,0.0634,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P091,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,91,,1,41.07,1.0000,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,end_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P092,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,92,3,54,51.27,0.6296,text_detected,0,0,0,unknown,low,CONSERVATIVE_UNKNOWN,end_zone,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P093,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,93,,1,42.46,1.0000,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,end_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P094,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,94,3,57,72.11,0.2632,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P095,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,95,3,165,75.77,0.2000,text_detected,0,0,0,textual,high,OCR_TEXT_RICH,end_zone;text_rich,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P096,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,96,3,44,89.37,0.0682,text_detected,0,0,0,mixed_text_image,medium,OCR_MODERATE_TEXT,end_zone;text_present,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P097,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,97,3,8,95.94,0.0000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,end_zone,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P2ED259-P098,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,98,3,5,57.74,0.4000,text_detected,0,0,0,unknown,low,CONSERVATIVE_UNKNOWN,end_zone,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P5ED279-P001,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,1,3,11,94.00,0.0000,text_detected,0,0,0,mixed_text_image,low,OCR_SPARSE_HIGH_CONF,front_zone,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P5ED279-P002,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,2,3,484,79.85,0.1777,text_detected,0,0,6,bibliography_or_credits,high,KW_BIBLIO_CREDITS,front_zone;text_rich;biblio_credit_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P5ED279-P003,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,3,3,276,95.17,0.0109,text_detected,1,1,1,bibliography_or_credits,medium,KW_BIBLIO_CREDITS,front_zone;text_rich;front_kw;nav_kw;biblio_credit_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P5ED279-P004,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,4,,2,20.41,1.0000,no_text_detected,0,0,0,visual_only,high,OCR_VISUAL_NOISE,front_zone;visual_noise,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
U1-H2008P5ED279-P005,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,5,3,141,92.51,0.0284,text_detected,2,2,0,toc_or_navigation,high,KW_NAVIGATION,front_zone;text_rich;front_kw;nav_kw,PAGESTRUCT_LTMD_U1_W8_ARTES_0.1
