coverage_version,wave_priority,wave_label,queue_status,operational_domain,viewer_key,catalog_generation,grade_code,title_core,asset_status,effective_fragseg_coverage,coverage_inherited_from_viewer,source_url
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1960P4ES013,1960,4,MI LIBRO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1960P4ES013.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P1ES345,1966,1,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P1ES345.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P2ES347,1966,2,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P2ES347.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P3ES350,1966,3,MI LIBRO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P3ES350.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P4ES358,1966,4,MI LIBRO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P4ES358.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P5ES365,1966,5,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P5ES365.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P5ES366,1966,5,MI LIBRO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P5ES366.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P6ES376,1966,6,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P6ES376.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1966P6ES377,1966,6,MI LIBRO DE LENGUA NACIONAL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1966P6ES377.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P1ES061,1972,1,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P1ES061.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P1ES062,1972,1,ESPAÑOL RECORTABLE,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P1ES062.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P2ES066,1972,2,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P2ES066.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P2ES067,1972,2,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P2ES067.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P2ES068,1972,2,ESPAÑOL LECTURA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P2ES068.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P3ES073,1972,3,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P3ES073.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P3ES074,1972,3,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P3ES074.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P3ES075,1972,3,ESPAÑOL EJERCICIOS Y LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P3ES075.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P4ES080,1972,4,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P4ES080.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P4ES081,1972,4,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P4ES081.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P4ES082,1972,4,ESPAÑOL EJERCICIOS Y LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P4ES082.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P5ES086,1972,5,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P5ES086.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P5ES087,1972,5,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P5ES087.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P5ES088,1972,5,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P5ES088.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P6ES092,1972,6,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P6ES092.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1972P6ES093,1972,6,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1972P6ES093.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P2ES100,1982,2,MI LIBRO LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P2ES100.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P3ES104,1982,3,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P3ES104.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P3ES105,1982,3,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P3ES105.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P4ES385,1982,4,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P4ES385.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P4ES386,1982,4,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P4ES386.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P4ES387,1982,4,ESPAÑOL EJERCICIOS Y LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P4ES387.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P5ES391,1982,5,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P5ES391.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P5ES392,1982,5,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P5ES392.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P5ES393,1982,5,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P5ES393.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P6ES397,1982,6,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P6ES397.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1982P6ES398,1982,6,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1982P6ES398.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P2ES114,1988,2,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P2ES114.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P3ES116,1988,3,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P3ES116.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P3ES117,1988,3,ESPAÑOL LECTURA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P3ES117.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P4ES121,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS",not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P4ES121.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P5ES125,1988,5,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P5ES125.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P5ES126,1988,5,ESPAÑOL LECTURA,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P5ES126.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P6ES131,1988,6,ESPAÑOL EJERCICIOS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P6ES131.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1988P6ES132,1988,6,ESPAN?OL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1988P6ES132.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P1ES135,1993,1,Español actividades,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P1ES135.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P1ES136,1993,1,Español recortable,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P1ES136.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P1ES137,1993,1,Español recortable,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P1ES137.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P1ES138,1993,1,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P1ES138.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P1ES139,1993,1,Español lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P1ES139.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P2ES144,1993,2,Español Actividades,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P2ES144.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P2ES145,1993,2,Español Recortable,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P2ES145.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P2ES146,1993,2,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P2ES146.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P2ES147,1993,2,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P2ES147.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P2ES148,1993,2,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P2ES148.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P3ES154,1993,3,Español Actividades,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P3ES154.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P3ES155,1993,3,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P3ES155.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P3ES156,1993,3,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P3ES156.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P3ES400,1993,3,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P3ES400.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P4ES193,1993,4,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4ES193.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P4ES194,1993,4,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4ES194.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P4ES195,1993,4,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P4ES195.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P5ES201,1993,5,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5ES201.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P5ES202,1993,5,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P5ES202.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P6ES211,1993,6,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P6ES211.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H1993P6ES212,1993,6,Español Lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H1993P6ES212.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P1ES253,2008,1,ESPAÑOL 1er GRADO,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P1ES253.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P1ES254,2008,1,ESPAÑOL RECORTABLE,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P1ES254.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P2ES261,2008,2,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P2ES261.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P3ES265,2008,3,ESPAÑOL ACTIVIDADES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P3ES265.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P3ES266,2008,3,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P3ES266.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P4ES271,2008,4,ESPAÑOL ACTIVIDADES,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4ES271.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P4ES272,2008,4,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P4ES272.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P5ES281,2008,5,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P5ES281.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2008P6ES288,2008,6,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2008P6ES288.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P1ES297,2011,1,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P1ES297.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P1ES298,2011,1,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P1ES298.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P2ES304,2011,2,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P2ES304.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P2ES305,2011,2,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P2ES305.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P3ES311,2011,3,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P3ES311.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P3ES312,2011,3,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P3ES312.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P4ES319,2011,4,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4ES319.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P4ES320,2011,4,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P4ES320.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P5ES329,2011,5,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5ES329.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P5ES330,2011,5,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P5ES330.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P6ES339,2011,6,ESPAÑOL,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6ES339.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2011P6ES340,2011,6,ESPAÑOL LECTURAS,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2011P6ES340.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P1ESA,2014,1,Español. Libro para el alumno,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P1ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P1ESM,2014,1,Español. Libro para el maestro,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P1ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P1LEA,2014,1,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P1LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P2ESA,2014,2,Español. Libro para el alumno,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P2ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P2ESM,2014,2,Español. Libro para el maestro,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P2ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P2LEA,2014,2,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P2LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P3ESA,2014,3,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P3ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P3LEA,2014,3,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P3LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P4ESA,2014,4,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P4LEA,2014,4,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P4LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P5ESA,2014,5,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P5LEA,2014,5,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P5LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P6ESA,2014,6,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2014P6LEA,2014,6,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2014P6LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P1ESA,2018,1,Lengua materna. Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P1ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P1ESM,2018,1,Lengua materna. Español. Docente,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P1ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P1LEA,2018,1,Lengua materna. Español lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P1LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P2ESA,2018,2,Lengua materna. Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P2ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P2ESM,2018,2,Lengua materna. Español. Docente,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P2ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P2LEA,2018,2,Lengua materna. Español lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P2LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P3ESA,2018,3,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P3ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P3LEA,2018,3,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P3LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P4ESA,2018,4,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P4LEA,2018,4,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P4LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P5ESA,2018,5,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P5LEA,2018,5,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P5LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P6ESA,2018,6,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2018P6LEA,2018,6,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2018P6LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P1ESA,2019,1,Lengua materna. Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P1ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P1ESM,2019,1,Lengua materna. Español. Docente,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P1ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P1LEA,2019,1,Lengua materna. Español lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P1LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P2ESA,2019,2,Lengua materna. Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P2ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P2ESM,2019,2,Lengua materna. Español. Docente,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P2ESM.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P2LEA,2019,2,Lengua materna. Español lecturas,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P2LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P3ESA,2019,3,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P3ESA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P3LEA,2019,3,Español. Libro de lectura,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P3LEA.htm
LTMD_U1_COVERAGE_0.5,3,U1-W3-espanol_lengua,queued,espanol_lengua,H2019P4ESA,2019,4,Español,not_yet_audited,0,,https://historico.conaliteg.gob.mx/H2019P4ESA.htm
