audit_version,source_book_id,source_viewer_key,source_target_page,candidate_viewer_key,candidate_generation,candidate_offset,anchor_count_available,anchor_count_compared,anchor_hash_matches,anchor_hash_mismatches,candidate_target_page,candidate_target_reachable,candidate_target_sha256,candidate_target_byte_size,decision
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2014P4CNA,2014,0,6,2,0,2,96,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2014P4CNA,2014,1,6,2,0,2,97,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2014P4CNA,2014,2,6,2,0,2,98,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2014P4CNA,2014,3,6,2,0,2,99,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,-3,6,2,0,2,93,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,-2,6,2,0,2,94,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,-1,6,2,0,2,95,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,0,6,2,0,2,96,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,1,6,2,0,2,97,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,2,6,2,0,2,98,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2018P4CNA,2018,3,6,2,0,2,99,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,-3,6,2,0,2,93,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,-2,6,2,0,2,94,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,-1,6,2,0,2,95,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,0,6,2,0,2,96,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,1,6,2,0,2,97,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,2,6,2,0,2,98,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,H2019P4CNA,2019,3,6,2,0,2,99,0,,,rejected_anchor_screen
LTMD_U1_W1_2008_RECOVERY_0.1,LTMD-CN4-G2008,H2008P4CI268,96,FINAL,,,6,,,,,,,,recovered_by_cryptographic_alignment
