analysis_version,text_sha256,token_count,char_count,occurrence_count,viewer_count,catalog_generation_count,grade_count,first_fragment_id
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,f87fd2b1790e318ad085850829bbc8f7684f7abaff8e6a9ed7525784aaa36ae9,2,6,7,6,2,4,U1-H2014P3EAA-P087-F026
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,366fd004b5df7f7a14ba3c60953480c73c8d110cb4ad3bfe21c4ba9e276f9fee,2,8,6,3,2,2,U1-H2008P5ED279-P096-F004
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,3f79bb7b435b05321651daefd374cdc681dc06faa65e374e38337b88ca046dea,1,1,6,5,3,5,U1-H2008P2ED259-P064-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,540dd397b2d380dcc3f59796c4facc43379929f1a3b5e6cc9a218274391b635b,1,2,6,6,4,4,U1-H2008P5ED279-P103-F014
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,6ce012fd1056714b493ab0a7b473923e52b597bdb7cde60a0d97ef6f54e60c4d,1,2,6,6,3,3,U1-H2011P6CI337-P095-F024
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,9f0404ab2a98d8632dce66217af10fe01e5ecfb410d84362820ac75cf8c7e735,14,97,6,6,2,3,U1-H2014P4EAA-P087-F028
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,a755f65d4e5201d92b6f264d1508ea0bec9913dd7b20a96ebde25de3cda84a84,1,1,6,5,4,4,U1-H2008P5ED279-P019-F013
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,ad981358e8428312ee55cfb8ec8d355c68f0d09561fbd3e990ec8eacd9e8a7ce,15,81,6,2,1,2,U1-H2008P2ED259-P029-F001
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,b3ece47532f9efa2cd4a9cf0d873d4fc7a5de8b4958489a43227793fb5498278,2,10,6,2,1,2,U1-H2011P3ED309-P023-F016
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,c0e6abba92464e67fe5199f9462717b98926f50ad454466f3b91e2b85d6cbdd0,1,6,6,3,3,1,U1-H2011P5ED327-P053-F009
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,d80edd7fb074b51d1fbf46a3dcf5cae5237ceb888dcdd8bd1b7df117d53afdc4,1,2,6,6,4,3,U1-H2008P5ED279-P103-F017
LTMD_U1_W8_ARTES_EXACT_REUSE_0.1,de1d5a245d0b4c672adad772d9cfee9893516eac769d087e75cb1d84c126450b,1,11,6,4,4,2,U1-H2008P2ED259-P052-F022
