scope_version,viewer_key,catalog_generation,grade_code,title_core,source_url,operational_domain
LTMD_U1_W3_SCOPE_0.1,H1960P2ES003,1960,2,MI CUADERNO DE TRABAJO Y ESCRITURA,https://historico.conaliteg.gob.mx/H1960P2ES003.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1960P3ES007,1960,3,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1960P3ES007.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1960P4ES013,1960,4,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1960P4ES013.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P1ES345,1966,1,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P1ES345.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P2ES347,1966,2,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P2ES347.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P3ES350,1966,3,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P3ES350.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P4ES358,1966,4,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P4ES358.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P5ES365,1966,5,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P5ES365.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P5ES366,1966,5,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P5ES366.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P6ES376,1966,6,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P6ES376.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1966P6ES377,1966,6,MI LIBRO DE LENGUA NACIONAL,https://historico.conaliteg.gob.mx/H1966P6ES377.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P1ES061,1972,1,ESPAÑOL,https://historico.conaliteg.gob.mx/H1972P1ES061.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P1ES062,1972,1,ESPAÑOL RECORTABLE,https://historico.conaliteg.gob.mx/H1972P1ES062.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P2ES066,1972,2,ESPAÑOL,https://historico.conaliteg.gob.mx/H1972P2ES066.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P2ES067,1972,2,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1972P2ES067.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P2ES068,1972,2,ESPAÑOL LECTURA,https://historico.conaliteg.gob.mx/H1972P2ES068.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P3ES073,1972,3,ESPAÑOL,https://historico.conaliteg.gob.mx/H1972P3ES073.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P3ES074,1972,3,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1972P3ES074.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P3ES075,1972,3,ESPAÑOL EJERCICIOS Y LECTURAS,https://historico.conaliteg.gob.mx/H1972P3ES075.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P4ES080,1972,4,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1972P4ES080.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P4ES081,1972,4,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1972P4ES081.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P4ES082,1972,4,ESPAÑOL EJERCICIOS Y LECTURAS,https://historico.conaliteg.gob.mx/H1972P4ES082.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P5ES086,1972,5,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1972P5ES086.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P5ES087,1972,5,ESPAÑOL,https://historico.conaliteg.gob.mx/H1972P5ES087.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P5ES088,1972,5,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1972P5ES088.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P6ES092,1972,6,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1972P6ES092.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1972P6ES093,1972,6,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1972P6ES093.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P2ES100,1982,2,MI LIBRO LECTURAS,https://historico.conaliteg.gob.mx/H1982P2ES100.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P3ES104,1982,3,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1982P3ES104.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P3ES105,1982,3,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1982P3ES105.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P4ES385,1982,4,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1982P4ES385.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P4ES386,1982,4,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1982P4ES386.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P4ES387,1982,4,ESPAÑOL EJERCICIOS Y LECTURAS,https://historico.conaliteg.gob.mx/H1982P4ES387.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P5ES391,1982,5,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1982P5ES391.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P5ES392,1982,5,ESPAÑOL,https://historico.conaliteg.gob.mx/H1982P5ES392.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P5ES393,1982,5,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1982P5ES393.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P6ES397,1982,6,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1982P6ES397.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1982P6ES398,1982,6,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1982P6ES398.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P2ES114,1988,2,ESPAÑOL LECTURAS,https://historico.conaliteg.gob.mx/H1988P2ES114.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P3ES116,1988,3,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1988P3ES116.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P3ES117,1988,3,ESPAÑOL LECTURA,https://historico.conaliteg.gob.mx/H1988P3ES117.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P4ES121,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS",https://historico.conaliteg.gob.mx/H1988P4ES121.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P5ES125,1988,5,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1988P5ES125.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P5ES126,1988,5,ESPAÑOL LECTURA,https://historico.conaliteg.gob.mx/H1988P5ES126.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P6ES131,1988,6,ESPAÑOL EJERCICIOS,https://historico.conaliteg.gob.mx/H1988P6ES131.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1988P6ES132,1988,6,ESPAN?OL LECTURAS,https://historico.conaliteg.gob.mx/H1988P6ES132.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P1ES135,1993,1,Español actividades,https://historico.conaliteg.gob.mx/H1993P1ES135.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P1ES136,1993,1,Español recortable,https://historico.conaliteg.gob.mx/H1993P1ES136.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P1ES137,1993,1,Español recortable,https://historico.conaliteg.gob.mx/H1993P1ES137.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P1ES138,1993,1,Español Lecturas,https://historico.conaliteg.gob.mx/H1993P1ES138.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P1ES139,1993,1,Español lecturas,https://historico.conaliteg.gob.mx/H1993P1ES139.htm,espanol_lengua
LTMD_U1_W3_SCOPE_0.1,H1993P2ES144,1993,2,Español Actividades,https://historico.conaliteg.gob.mx/H1993P2ES144.htm,espanol_lengua
