scope_version,viewer_key,catalog_generation,grade_code,title_core,source_url,operational_domain
LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3TLA,2014,3,La entidad donde vivo Tlaxcala,https://historico.conaliteg.gob.mx/H2014P3TLA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3VER,2014,3,La entidad donde vivo Veracruz,https://historico.conaliteg.gob.mx/H2014P3VER.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3YUC,2014,3,La entidad donde vivo Yucatán,https://historico.conaliteg.gob.mx/H2014P3YUC.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3ZAC,2014,3,La entidad donde vivo Zacatecas,https://historico.conaliteg.gob.mx/H2014P3ZAC.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P4CCA,2014,4,Conoce nuestra Constitución,https://historico.conaliteg.gob.mx/H2014P4CCA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1CAM,2018,1,Material de apoyo a la alfabetización Inicial. Tiras recortables,https://historico.conaliteg.gob.mx/H2018P1CAM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1COA,2018,1,Conocimiento del medio,https://historico.conaliteg.gob.mx/H2018P1COA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1COM,2018,1,Conocimiento del medio. Docente,https://historico.conaliteg.gob.mx/H2018P1COM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P2COA,2018,2,Conocimiento del medio,https://historico.conaliteg.gob.mx/H2018P2COA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P2COM,2018,2,Conocimiento del medio. Docente,https://historico.conaliteg.gob.mx/H2018P2COM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P4CCA,2018,4,Conoce Nuestra Constitución,https://historico.conaliteg.gob.mx/H2018P4CCA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1CAM,2019,1,Material de apoyo a la alfabetización Inicial. Tiras recortables. PrImer grado,https://historico.conaliteg.gob.mx/H2019P1CAM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1COA,2019,1,Conocimiento del medio,https://historico.conaliteg.gob.mx/H2019P1COA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1COM,2019,1,Conocimiento del medio. Docente,https://historico.conaliteg.gob.mx/H2019P1COM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P2COA,2019,2,Conocimiento del medio,https://historico.conaliteg.gob.mx/H2019P2COA.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P2COM,2019,2,Conocimiento del medio. Docente,https://historico.conaliteg.gob.mx/H2019P2COM.htm,otros_no_clasificados
LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P4CCA,2019,4,Conoce nuestra Constitución,https://historico.conaliteg.gob.mx/H2019P4CCA.htm,otros_no_clasificados
