viewer_key,page_id,observed_fragment_count,max_sequence,missing_sequence_slots,missing_slot_count
H1993P6HI242,U1-H1993P6HI242-P007,20,21,6,1
H1993P6HI242,U1-H1993P6HI242-P050,13,14,9,1
H1993P6HI242,U1-H1993P6HI242-P075,13,14,10,1
H1993P6HI242,U1-H1993P6HI242-P172,5,6,5,1
H1993P6HI243,U1-H1993P6HI243-P147,10,11,6,1
H1993P6HI244,U1-H1993P6HI244-P047,10,11,10,1
H1993P6HI244,U1-H1993P6HI244-P087,9,10,6,1
H1993P6HI244,U1-H1993P6HI244-P138,16,17,9,1
H1993P6HI244,U1-H1993P6HI244-P161,11,12,6,1
H1993P6HI244,U1-H1993P6HI244-P246,12,13,9,1
H1993P6HI245,U1-H1993P6HI245-P013,95,97,15 51,2
H1993P6HI245,U1-H1993P6HI245-P065,14,15,10,1
H1993P6HI245,U1-H1993P6HI245-P236,10,11,10,1
H1993P6HI245,U1-H1993P6HI245-P260,20,21,7,1
H1993P6HI246,U1-H1993P6HI246-P244,12,13,8,1
H2008P5MA285,U1-H2008P5MA285-P040,10,11,8,1
H2008P5MA285,U1-H2008P5MA285-P096,9,10,7,1
H2008P5MA285,U1-H2008P5MA285-P100,25,26,3,1
H2008P5MA285,U1-H2008P5MA285-P108,13,15,4 6,2
H2008P5MA285,U1-H2008P5MA285-P117,15,16,3,1
H2008P5MA285,U1-H2008P5MA285-P118,24,25,1,1
H2008P5MA285,U1-H2008P5MA285-P122,13,14,8,1
H2008P5MA285,U1-H2008P5MA285-P127,13,14,9,1
H2008P5MA285,U1-H2008P5MA285-P161,13,14,9,1
H2008P5MA285,U1-H2008P5MA285-P171,12,13,11,1
H2008P5MA285,U1-H2008P5MA285-P177,26,27,5,1
H2011P1ED296,U1-H2011P1ED296-P017,6,7,2,1
H2011P1ED296,U1-H2011P1ED296-P062,21,22,17,1
H2011P1ED296,U1-H2011P1ED296-P080,13,14,1,1
H2011P1ED296,U1-H2011P1ED296-P096,7,8,1,1
H2011P2ED303,U1-H2011P2ED303-P059,10,11,7,1
H2011P3ED310,U1-H2011P3ED310-P014,11,12,2,1
H2011P3ED310,U1-H2011P3ED310-P016,11,13,1 6,2
H2011P3ED310,U1-H2011P3ED310-P024,9,10,3,1
H2011P3ED310,U1-H2011P3ED310-P025,10,11,4,1
H2011P3ED310,U1-H2011P3ED310-P069,14,18,3 6 8 10,4
H2011P3ED310,U1-H2011P3ED310-P080,11,12,4,1
H2011P3ED310,U1-H2011P3ED310-P108,23,24,2,1
H2011P4CI316,U1-H2011P4CI316-P026,7,8,6,1
H2011P4ED318,U1-H2011P4ED318-P016,9,10,4,1
H2011P4ED318,U1-H2011P4ED318-P017,9,10,1,1
H2011P4ED318,U1-H2011P4ED318-P022,16,17,5,1
H2011P4ED318,U1-H2011P4ED318-P032,11,12,1,1
H2011P4ED318,U1-H2011P4ED318-P045,10,11,3,1
H2011P4ED318,U1-H2011P4ED318-P057,18,22,2 5 7 9,4
H2011P4ED318,U1-H2011P4ED318-P097,20,23,6 7 8,3
H2011P4ED318,U1-H2011P4ED318-P103,17,19,11 16,2
H2011P5ED328,U1-H2011P5ED328-P021,8,9,2,1
H2011P5ED328,U1-H2011P5ED328-P082,17,18,1,1
H2011P6ED338,U1-H2011P6ED338-P017,12,14,4 13,2
H2011P6ED338,U1-H2011P6ED338-P024,8,9,3,1
H2011P6ED338,U1-H2011P6ED338-P039,9,10,7,1
H2011P6ED338,U1-H2011P6ED338-P057,14,15,4,1
H2014P3AGS,U1-H2014P3AGS-P015,12,13,8,1
H2014P3AGS,U1-H2014P3AGS-P034,13,14,7,1
H2014P3AGS,U1-H2014P3AGS-P044,29,31,4 17,2
H2014P3AGS,U1-H2014P3AGS-P067,36,37,7,1
H2014P3AGS,U1-H2014P3AGS-P088,24,25,2,1
H2014P3AGS,U1-H2014P3AGS-P098,26,27,11,1
H2014P3AGS,U1-H2014P3AGS-P110,18,20,6 10,2
H2014P3AGS,U1-H2014P3AGS-P126,19,20,2,1
H2014P3BCN,U1-H2014P3BCN-P023,17,18,10,1
H2014P3BCN,U1-H2014P3BCN-P029,5,6,3,1
H2014P3BCN,U1-H2014P3BCN-P048,12,16,7 9 11 13,4
H2014P3BCN,U1-H2014P3BCN-P074,61,65,14 19 37 40,4
H2014P3BCN,U1-H2014P3BCN-P085,29,35,8 11 13 15 22 24,6
H2014P3BCN,U1-H2014P3BCN-P106,26,28,25 26,2
H2014P3BCN,U1-H2014P3BCN-P152,15,16,2,1
H2014P3BCN,U1-H2014P3BCN-P154,18,20,10 15,2
H2014P3BCS,U1-H2014P3BCS-P031,17,18,2,1
H2014P3BCS,U1-H2014P3BCS-P043,11,13,8 10,2
H2014P3BCS,U1-H2014P3BCS-P052,24,25,3,1
H2014P3BCS,U1-H2014P3BCS-P078,16,18,3 4,2
H2014P3BCS,U1-H2014P3BCS-P148,25,26,3,1
H2014P3BCS,U1-H2014P3BCS-P155,17,19,8 13,2
H2014P3BCS,U1-H2014P3BCS-P159,29,38,10 13 16 19 22 25 28 31 35,9
H2014P3CAM,U1-H2014P3CAM-P026,13,14,5,1
H2014P3CAM,U1-H2014P3CAM-P035,16,17,3,1
H2014P3CAM,U1-H2014P3CAM-P059,10,11,1,1
H2014P3CAM,U1-H2014P3CAM-P064,34,37,2 9 14,3
H2014P3CAM,U1-H2014P3CAM-P075,32,35,22 25 29,3
H2014P3CAM,U1-H2014P3CAM-P103,25,26,4,1
H2014P3CAM,U1-H2014P3CAM-P132,15,16,4,1
H2014P3CAM,U1-H2014P3CAM-P144,26,28,3 4,2
H2014P3CAM,U1-H2014P3CAM-P145,10,11,3,1
H2014P3CDM,U1-H2014P3CDM-P018,29,31,14 17,2
H2014P3CDM,U1-H2014P3CDM-P103,22,23,15,1
H2014P3CDM,U1-H2014P3CDM-P127,40,41,12,1
H2014P3CHH,U1-H2014P3CHH-P046,21,25,7 11 14 17,4
H2014P3CHH,U1-H2014P3CHH-P055,10,11,2,1
H2014P3CHH,U1-H2014P3CHH-P064,16,18,7 14,2
H2014P3CHP,U1-H2014P3CHP-P025,13,14,12,1
H2014P3CHP,U1-H2014P3CHP-P030,27,34,3 5 7 11 17 20 25,7
H2014P3CHP,U1-H2014P3CHP-P038,19,20,15,1
H2014P3CHP,U1-H2014P3CHP-P092,22,23,15,1
H2014P3CHP,U1-H2014P3CHP-P101,8,9,6,1
H2014P3CHP,U1-H2014P3CHP-P103,20,21,15,1
H2014P3CHP,U1-H2014P3CHP-P107,11,12,6,1
H2014P3CHP,U1-H2014P3CHP-P123,20,21,16,1
H2014P3CHP,U1-H2014P3CHP-P131,19,20,13,1
H2014P3CHP,U1-H2014P3CHP-P132,32,33,21,1
H2014P3COA,U1-H2014P3COA-P019,44,64,5 9 14 17 21 25 27 29 31 33 36 38 40 43 46 48 50 52 54 57,20
H2014P3COA,U1-H2014P3COA-P023,56,57,5,1
H2014P3COA,U1-H2014P3COA-P046,21,23,9 13,2
H2014P3COA,U1-H2014P3COA-P056,28,29,22,1
H2014P3COA,U1-H2014P3COA-P061,6,7,5,1
H2014P3COA,U1-H2014P3COA-P102,34,37,6 26 31,3
H2014P3COA,U1-H2014P3COA-P118,19,20,1,1
H2014P3COA,U1-H2014P3COA-P132,24,30,11 15 18 19 23 27,6
H2014P3DUR,U1-H2014P3DUR-P061,34,38,2 16 24 32,4
H2014P3DUR,U1-H2014P3DUR-P063,13,14,2,1
H2014P3DUR,U1-H2014P3DUR-P089,8,9,6,1
H2014P3DUR,U1-H2014P3DUR-P096,9,10,5,1
H2014P3GRO,U1-H2014P3GRO-P021,16,17,15,1
H2014P3GRO,U1-H2014P3GRO-P022,19,20,9,1
H2014P3GRO,U1-H2014P3GRO-P039,37,38,13,1
H2014P3GRO,U1-H2014P3GRO-P059,13,14,2,1
H2014P3GRO,U1-H2014P3GRO-P062,20,21,2,1
H2014P3GRO,U1-H2014P3GRO-P097,19,20,8,1
H2014P3GRO,U1-H2014P3GRO-P108,7,8,5,1
H2014P3GRO,U1-H2014P3GRO-P113,20,23,8 11 15,3
H2014P3GRO,U1-H2014P3GRO-P117,16,19,11 14 17,3
H2014P3GRO,U1-H2014P3GRO-P119,12,13,8,1
H2014P3GRO,U1-H2014P3GRO-P138,12,13,3,1
H2014P3GTO,U1-H2014P3GTO-P010,12,13,12,1
H2014P3GTO,U1-H2014P3GTO-P013,21,22,11,1
H2014P3GTO,U1-H2014P3GTO-P020,17,18,14,1
H2014P3GTO,U1-H2014P3GTO-P021,22,23,7,1
H2014P3GTO,U1-H2014P3GTO-P035,18,27,2 6 8 11 13 15 17 19 21,9
H2014P3GTO,U1-H2014P3GTO-P059,20,28,2 5 7 9 15 18 20 22,8
H2014P3GTO,U1-H2014P3GTO-P061,30,41,6 9 12 15 20 23 26 31 34 37 40,11
H2014P3GTO,U1-H2014P3GTO-P062,19,24,4 7 12 18 22,5
H2014P3GTO,U1-H2014P3GTO-P073,17,18,14,1
H2014P3GTO,U1-H2014P3GTO-P078,13,14,11,1
H2014P3GTO,U1-H2014P3GTO-P089,19,25,2 4 6 16 18 20,6
H2014P3GTO,U1-H2014P3GTO-P091,29,32,11 14 31,3
H2014P3GTO,U1-H2014P3GTO-P092,19,23,4 9 13 19,4
H2014P3GTO,U1-H2014P3GTO-P099,18,19,15,1
H2014P3GTO,U1-H2014P3GTO-P116,16,17,10,1
H2014P3GTO,U1-H2014P3GTO-P123,20,28,6 8 10 12 15 17 19 22,8
H2014P3GTO,U1-H2014P3GTO-P125,41,50,11 15 19 23 27 31 39 43 47,9
H2014P3GTO,U1-H2014P3GTO-P126,26,31,5 10 15 22 28,5
H2014P3GTO,U1-H2014P3GTO-P129,14,19,2 4 7 10 13,5
H2014P3GTO,U1-H2014P3GTO-P150,22,27,2 4 15 17 19,5
H2014P3GTO,U1-H2014P3GTO-P152,32,38,15 16 19 22 25 33,6
H2014P3GTO,U1-H2014P3GTO-P153,17,22,4 11 13 16 19,5
H2014P3HID,U1-H2014P3HID-P024,34,38,8 9 14 16,4
H2014P3HID,U1-H2014P3HID-P038,18,19,1,1
H2014P3HID,U1-H2014P3HID-P043,16,26,7 9 11 13 15 17 19 21 23 25,10
H2014P3HID,U1-H2014P3HID-P065,16,17,12,1
H2014P3HID,U1-H2014P3HID-P076,18,23,2 7 10 15 20,5
H2014P3HID,U1-H2014P3HID-P079,6,7,2,1
H2014P3HID,U1-H2014P3HID-P094,19,27,12 14 16 18 20 22 24 26,8
H2014P3HID,U1-H2014P3HID-P103,14,18,2 7 12 15,4
H2014P3HID,U1-H2014P3HID-P111,11,12,4,1
H2014P3HID,U1-H2014P3HID-P125,14,15,9,1
H2014P3HID,U1-H2014P3HID-P130,16,20,2 6 11 14,4
H2014P3HID,U1-H2014P3HID-P151,18,19,10,1
H2014P3JAL,U1-H2014P3JAL-P033,33,34,26,1
H2014P3MEX,U1-H2014P3MEX-P010,29,33,2 4 7 10,4
H2014P3MEX,U1-H2014P3MEX-P021,37,41,20 23 26 31,4
H2014P3MEX,U1-H2014P3MEX-P022,17,20,8 9 11,3
H2014P3MEX,U1-H2014P3MEX-P023,39,42,19 21 22,3
H2014P3MEX,U1-H2014P3MEX-P024,23,26,2 4 5,3
H2014P3MEX,U1-H2014P3MEX-P026,32,33,24,1
H2014P3MEX,U1-H2014P3MEX-P028,26,29,15 16 19,3
H2014P3MEX,U1-H2014P3MEX-P029,37,39,5 27,2
H2014P3MEX,U1-H2014P3MEX-P030,40,46,4 5 7 14 15 17,6
H2014P3MEX,U1-H2014P3MEX-P031,33,36,10 12 14,3
H2014P3MEX,U1-H2014P3MEX-P032,24,25,6,1
H2014P3MEX,U1-H2014P3MEX-P034,26,28,2 13,2
H2014P3MEX,U1-H2014P3MEX-P040,20,21,8,1
H2014P3MEX,U1-H2014P3MEX-P048,28,33,2 4 6 7 13,5
H2014P3MEX,U1-H2014P3MEX-P051,29,34,13 18 21 26 29,5
H2014P3MEX,U1-H2014P3MEX-P052,35,38,23 26 29,3
H2014P3MEX,U1-H2014P3MEX-P053,17,22,11 13 16 19 21,5
H2014P3MEX,U1-H2014P3MEX-P058,28,30,11 14,2
H2014P3MEX,U1-H2014P3MEX-P060,24,26,9 24,2
H2014P3MEX,U1-H2014P3MEX-P067,30,32,23 25,2
H2014P3MEX,U1-H2014P3MEX-P069,29,33,15 17 18 20,4
H2014P3MEX,U1-H2014P3MEX-P070,26,31,3 5 6 9 11,5
H2014P3MEX,U1-H2014P3MEX-P071,30,31,8,1
H2014P3MEX,U1-H2014P3MEX-P072,40,45,1 3 8 11 20,5
H2014P3MEX,U1-H2014P3MEX-P073,60,61,20,1
H2014P3MEX,U1-H2014P3MEX-P074,25,30,4 6 7 10 12,5
H2014P3MEX,U1-H2014P3MEX-P076,30,33,9 10 12,3
H2014P3MEX,U1-H2014P3MEX-P077,29,32,14 18 24,3
H2014P3MEX,U1-H2014P3MEX-P079,22,25,15 17 24,3
H2014P3MEX,U1-H2014P3MEX-P082,24,27,12 15 17,3
H2014P3MEX,U1-H2014P3MEX-P083,26,29,18 19 25,3
H2014P3MEX,U1-H2014P3MEX-P088,20,24,3 5 6 8,4
H2014P3MEX,U1-H2014P3MEX-P089,34,40,9 15 18 20 24 28,6
H2014P3MEX,U1-H2014P3MEX-P090,27,31,7 8 11 14,4
H2014P3MEX,U1-H2014P3MEX-P092,13,14,1,1
H2014P3MEX,U1-H2014P3MEX-P094,27,30,7 8 11,3
H2014P3MEX,U1-H2014P3MEX-P095,33,34,6,1
H2014P3MEX,U1-H2014P3MEX-P096,30,33,8 9 12,3
H2014P3MEX,U1-H2014P3MEX-P097,31,36,16 22 25 29 32,5
H2014P3MEX,U1-H2014P3MEX-P098,26,27,14,1
H2014P3MEX,U1-H2014P3MEX-P100,22,23,6,1
H2014P3MEX,U1-H2014P3MEX-P104,20,21,17,1
H2014P3MEX,U1-H2014P3MEX-P105,38,44,15 17 19 22 25 30,6
H2014P3MEX,U1-H2014P3MEX-P110,34,37,3 7 10,3
H2014P3MEX,U1-H2014P3MEX-P112,28,30,4 8,2
H2014P3MEX,U1-H2014P3MEX-P113,28,32,17 21 22 24,4
H2014P3MEX,U1-H2014P3MEX-P114,24,29,3 6 7 10 13,5
H2014P3MEX,U1-H2014P3MEX-P118,34,35,1,1
H2014P3MEX,U1-H2014P3MEX-P124,27,28,15,1
H2014P3MEX,U1-H2014P3MEX-P125,22,24,16 17,2
H2014P3MEX,U1-H2014P3MEX-P126,25,27,7 10,2
H2014P3MEX,U1-H2014P3MEX-P128,23,24,19,1
H2014P3MEX,U1-H2014P3MEX-P134,21,24,5 6 8,3
H2014P3MEX,U1-H2014P3MEX-P135,31,35,17 22 26 32,4
H2014P3MEX,U1-H2014P3MEX-P136,34,40,2 6 10 13 17 32,6
H2014P3MEX,U1-H2014P3MEX-P137,36,43,21 23 24 27 30 33 36,7
H2014P3MEX,U1-H2014P3MEX-P138,31,33,14 17,2
H2014P3MEX,U1-H2014P3MEX-P140,46,52,3 5 6 8 12 15,6
H2014P3MEX,U1-H2014P3MEX-P141,32,36,16 19 22 24,4
H2014P3MEX,U1-H2014P3MEX-P144,20,25,4 5 7 8 14,5
H2014P3MEX,U1-H2014P3MEX-P149,33,42,10 11 15 19 21 23 24 28 31,9
H2014P3MEX,U1-H2014P3MEX-P150,28,36,9 14 16 20 21 24 27 29,8
H2014P3MIC,U1-H2014P3MIC-P021,11,13,5 6,2
