ocr_version,page_id,book_id,catalog_generation,grade,viewer_page,asset_status,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP077,U1-H1966P6CI374,1966,6,77,source_jpeg,56776,1,psm3:ok:52,3,52,7439,81.85,92.18,0.1731,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP078,U1-H1966P6CI374,1966,6,78,source_jpeg,48912,1,psm3:ok:159,3,159,682,89.84,96.09,0.0629,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP079,U1-H1966P6CI374,1966,6,79,source_jpeg,55593,1,psm3:ok:130,3,130,556,89.41,95.07,0.0385,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP080,U1-H1966P6CI374,1966,6,80,source_jpeg,41894,1,psm3:ok:154,3,154,665,91.09,95.31,0.0519,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP081,U1-H1966P6CI374,1966,6,81,source_jpeg,55293,1,psm3:ok:198,3,198,827,91.01,95.60,0.0303,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP082,U1-H1966P6CI374,1966,6,82,source_jpeg,42246,1,psm3:ok:57,3,57,255,90.18,96.00,0.0877,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP083,U1-H1966P6CI374,1966,6,83,source_jpeg,54800,1,psm3:ok:193,3,193,957,83.93,94.02,0.1192,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP084,U1-H1966P6CI374,1966,6,84,source_jpeg,53130,1,psm3:ok:110,3,110,466,84.36,93.27,0.1273,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP085,U1-H1966P6CI374,1966,6,85,source_jpeg,44001,1,psm3:ok:133,3,133,610,83.83,93.98,0.1504,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP086,U1-H1966P6CI374,1966,6,86,source_jpeg,67305,1,psm3:ok:280,3,280,1374,92.98,95.65,0.0107,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP087,U1-H1966P6CI374,1966,6,87,source_jpeg,68539,1,psm3:ok:183,3,183,813,85.98,94.11,0.0874,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP088,U1-H1966P6CI374,1966,6,88,source_jpeg,72933,1,psm3:ok:416,3,416,2083,92.49,96.01,0.0240,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP089,U1-H1966P6CI374,1966,6,89,source_jpeg,69775,1,psm3:ok:288,3,288,1361,89.73,94.52,0.0521,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP090,U1-H1966P6CI374,1966,6,90,source_jpeg,69281,1,psm3:ok:339,3,339,1685,90.46,94.69,0.0354,text_detected,ok,
LTMD_U1_W1_1966_OCR_0.1,U1-H1966P6CI374-VP091,U1-H1966P6CI374,1966,6,91,source_jpeg,79445,1,psm3:ok:368,3,368,1851,90.41,95.51,0.0408,text_detected,ok,
