coverage_version,viewer_key,catalog_generation,grade_code,tail_code,source_url,viewer_title,title_core,title_core_normalized,operational_domain,domain_signals,book_id,cataloged,title_normalized,asset_status,asset_resolved_full,asset_resolved_partial,page_manifest_ready,ocr_ready,pagestruct_ready,fragseg_materialized,effective_fragseg_coverage,coverage_inherited_from_viewer,fragment_count_materialized,dependence_audited,semantic_ready,wave_priority,wave_label,queue_status
LTMD_U1_COVERAGE_0.1,H1988P2ES114,1988,2,ES114,https://historico.conaliteg.gob.mx/H1988P2ES114.htm,ESPAÑOL LECTURAS Grado 2° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURAS,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P3CI115,1988,3,CI115,https://historico.conaliteg.gob.mx/H1988P3CI115.htm,CIENCIAS SOCIALES Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1988P3CI129,1988,3,CI129,https://historico.conaliteg.gob.mx/H1988P3CI129.htm,CIENCIAS NATURALES Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales,ciencias_naturales,ciencias_naturales,LTMD-CN3-G1988,1,1,full_direct,1,0,1,1,1,1,1,,1289,0,0,0,U1-W0-materializado,materialized_direct
LTMD_U1_COVERAGE_0.1,H1988P3ES116,1988,3,ES116,https://historico.conaliteg.gob.mx/H1988P3ES116.htm,ESPAÑOL EJERCICIOS Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P3ES117,1988,3,ES117,https://historico.conaliteg.gob.mx/H1988P3ES117.htm,ESPAÑOL LECTURA Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURA,espanol lectura,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P3MA118,1988,3,MA118,https://historico.conaliteg.gob.mx/H1988P3MA118.htm,MATEMÁTICAS Grado 3° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1988P4CI119,1988,4,CI119,https://historico.conaliteg.gob.mx/H1988P4CI119.htm,CIENCIAS NATURALES Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales,ciencias_naturales,ciencias_naturales,LTMD-CN4-G1988,1,1,full_direct,1,0,1,1,1,1,1,,1496,1,0,0,U1-W0-materializado,materialized_direct
LTMD_U1_COVERAGE_0.1,H1988P4CI120,1988,4,CI120,https://historico.conaliteg.gob.mx/H1988P4CI120.htm,CIENCIAS SOCIALES Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1988P4ES121,1988,4,ES121,https://historico.conaliteg.gob.mx/H1988P4ES121.htm,"ESPAÑOL, EJERCICIOS Y LECTURAS Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.","ESPAÑOL, EJERCICIOS Y LECTURAS","espanol, ejercicios y lecturas",espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P4MA122,1988,4,MA122,https://historico.conaliteg.gob.mx/H1988P4MA122.htm,MATEMÁTICAS Grado 4° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1988P5CI123,1988,5,CI123,https://historico.conaliteg.gob.mx/H1988P5CI123.htm,CIENCIAS NATURALES Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales,ciencias_naturales,ciencias_naturales,LTMD-CN5-G1988,1,1,full_direct,1,0,1,1,1,1,1,,1631,0,0,0,U1-W0-materializado,materialized_direct
LTMD_U1_COVERAGE_0.1,H1988P5CI124,1988,5,CI124,https://historico.conaliteg.gob.mx/H1988P5CI124.htm,CIENCIAS SOCIALES Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1988P5ES125,1988,5,ES125,https://historico.conaliteg.gob.mx/H1988P5ES125.htm,ESPAÑOL EJERCICIOS Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P5ES126,1988,5,ES126,https://historico.conaliteg.gob.mx/H1988P5ES126.htm,ESPAÑOL LECTURA Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL LECTURA,espanol lectura,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P5MA127,1988,5,MA127,https://historico.conaliteg.gob.mx/H1988P5MA127.htm,MATEMÁTICAS Grado 5° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1988P6CI128,1988,6,CI128,https://historico.conaliteg.gob.mx/H1988P6CI128.htm,CIENCIAS NATURALES Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS NATURALES,ciencias naturales,ciencias_naturales,ciencias_naturales,LTMD-CN6-G1988,1,1,full_direct,1,0,1,1,1,1,1,,1493,0,0,0,U1-W0-materializado,materialized_direct
LTMD_U1_COVERAGE_0.1,H1988P6CI130,1988,6,CI130,https://historico.conaliteg.gob.mx/H1988P6CI130.htm,CIENCIAS SOCIALES Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,CIENCIAS SOCIALES,ciencias sociales,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1988P6ES131,1988,6,ES131,https://historico.conaliteg.gob.mx/H1988P6ES131.htm,ESPAÑOL EJERCICIOS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAÑOL EJERCICIOS,espanol ejercicios,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P6ES132,1988,6,ES132,https://historico.conaliteg.gob.mx/H1988P6ES132.htm,ESPAN?OL LECTURAS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,ESPAN?OL LECTURAS,espan?ol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1988P6MA134,1988,6,MA134,https://historico.conaliteg.gob.mx/H1988P6MA134.htm,MATEMÁTICAS Grado 6° Generación 1988 .: Comisión Nacional de Libros de Texto Gratuitos :.,MATEMÁTICAS,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1993P1ES135,1993,1,ES135,https://historico.conaliteg.gob.mx/H1993P1ES135.htm,Español actividades Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español actividades,espanol actividades,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P1ES136,1993,1,ES136,https://historico.conaliteg.gob.mx/H1993P1ES136.htm,Español recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español recortable,espanol recortable,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P1ES137,1993,1,ES137,https://historico.conaliteg.gob.mx/H1993P1ES137.htm,Español recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español recortable,espanol recortable,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P1ES138,1993,1,ES138,https://historico.conaliteg.gob.mx/H1993P1ES138.htm,Español Lecturas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P1ES139,1993,1,ES139,https://historico.conaliteg.gob.mx/H1993P1ES139.htm,Español lecturas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P1LI140,1993,1,LI140,https://historico.conaliteg.gob.mx/H1993P1LI140.htm,Libro Integrado Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado,libro integrado,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1993P1LI141,1993,1,LI141,https://historico.conaliteg.gob.mx/H1993P1LI141.htm,Libro Integrado recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado recortable,libro integrado recortable,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1993P1MA142,1993,1,MA142,https://historico.conaliteg.gob.mx/H1993P1MA142.htm,Matemáticas Recortable Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas Recortable,matematicas recortable,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1993P1MA143,1993,1,MA143,https://historico.conaliteg.gob.mx/H1993P1MA143.htm,Matemáticas Grado 1° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1993P2ES144,1993,2,ES144,https://historico.conaliteg.gob.mx/H1993P2ES144.htm,Español Actividades Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Actividades,espanol actividades,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P2ES145,1993,2,ES145,https://historico.conaliteg.gob.mx/H1993P2ES145.htm,Español Recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Recortable,espanol recortable,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P2ES146,1993,2,ES146,https://historico.conaliteg.gob.mx/H1993P2ES146.htm,Español Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P2ES147,1993,2,ES147,https://historico.conaliteg.gob.mx/H1993P2ES147.htm,Español Lecturas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P2ES148,1993,2,ES148,https://historico.conaliteg.gob.mx/H1993P2ES148.htm,Español Lecturas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P2LI149,1993,2,LI149,https://historico.conaliteg.gob.mx/H1993P2LI149.htm,Libro Integrado Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado,libro integrado,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1993P2LI150,1993,2,LI150,https://historico.conaliteg.gob.mx/H1993P2LI150.htm,Libro Integrado Recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Libro Integrado Recortable,libro integrado recortable,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1993P2MA151,1993,2,MA151,https://historico.conaliteg.gob.mx/H1993P2MA151.htm,Matemáticas Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas,matematicas,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1993P2MA152,1993,2,MA152,https://historico.conaliteg.gob.mx/H1993P2MA152.htm,Matemáticas recortable Grado 2° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Matemáticas recortable,matematicas recortable,matematicas,matematicas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,2,U1-W2-matematicas,queued
LTMD_U1_COVERAGE_0.1,H1993P3CI153,1993,3,CI153,https://historico.conaliteg.gob.mx/H1993P3CI153.htm,Ciencias Naturales Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Ciencias Naturales,ciencias naturales,ciencias_naturales,ciencias_naturales,LTMD-CN3-G1993,1,1,full_direct,1,0,1,1,1,1,1,,1959,0,0,0,U1-W0-materializado,materialized_direct
LTMD_U1_COVERAGE_0.1,H1993P3ES154,1993,3,ES154,https://historico.conaliteg.gob.mx/H1993P3ES154.htm,Español Actividades Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Actividades,espanol actividades,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P3ES155,1993,3,ES155,https://historico.conaliteg.gob.mx/H1993P3ES155.htm,Español Lecturas Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P3ES156,1993,3,ES156,https://historico.conaliteg.gob.mx/H1993P3ES156.htm,Español Lecturas Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español Lecturas,espanol lecturas,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P3ES400,1993,3,ES400,https://historico.conaliteg.gob.mx/H1993P3ES400.htm,Español Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Español,espanol,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI157,1993,3,HI157,https://historico.conaliteg.gob.mx/H1993P3HI157.htm,Aguascalientes. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Aguascalientes. Historia y Geografía,aguascalientes. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI158,1993,3,HI158,https://historico.conaliteg.gob.mx/H1993P3HI158.htm,Baja California. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Baja California. Historia y Geografía,baja california. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI159,1993,3,HI159,https://historico.conaliteg.gob.mx/H1993P3HI159.htm,Baja California Sur. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Baja California Sur. Historia y Geografía,baja california sur. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI160,1993,3,HI160,https://historico.conaliteg.gob.mx/H1993P3HI160.htm,Campeche. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Campeche. Historia y Geografía,campeche. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI161,1993,3,HI161,https://historico.conaliteg.gob.mx/H1993P3HI161.htm,Chiapas. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Chiapas. Historia y Geografía,chiapas. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI162,1993,3,HI162,https://historico.conaliteg.gob.mx/H1993P3HI162.htm,Chihuahua. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Chihuahua. Historia y Geografía,chihuahua. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI163,1993,3,HI163,https://historico.conaliteg.gob.mx/H1993P3HI163.htm,Distrito Federal. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Distrito Federal. Historia y Geografía,distrito federal. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI164,1993,3,HI164,https://historico.conaliteg.gob.mx/H1993P3HI164.htm,Coahuila. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Coahuila. Historia y Geografía,coahuila. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI165,1993,3,HI165,https://historico.conaliteg.gob.mx/H1993P3HI165.htm,Colima. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Colima. Historia y Geografía,colima. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI166,1993,3,HI166,https://historico.conaliteg.gob.mx/H1993P3HI166.htm,Durango. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Durango. Historia y Geografía,durango. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI167,1993,3,HI167,https://historico.conaliteg.gob.mx/H1993P3HI167.htm,Guanajuato. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Guanajuato. Historia y Geografía,guanajuato. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI168,1993,3,HI168,https://historico.conaliteg.gob.mx/H1993P3HI168.htm,Guerrero. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Guerrero. Historia y Geografía,guerrero. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI169,1993,3,HI169,https://historico.conaliteg.gob.mx/H1993P3HI169.htm,Hidalgo. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Hidalgo. Historia y Geografía,hidalgo. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI170,1993,3,HI170,https://historico.conaliteg.gob.mx/H1993P3HI170.htm,Jalisco. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Jalisco. Historia y Geografía,jalisco. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI171,1993,3,HI171,https://historico.conaliteg.gob.mx/H1993P3HI171.htm,México. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,México. Historia y Geografía,mexico. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI172,1993,3,HI172,https://historico.conaliteg.gob.mx/H1993P3HI172.htm,Michoacán. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Michoacán. Historia y Geografía,michoacan. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI173,1993,3,HI173,https://historico.conaliteg.gob.mx/H1993P3HI173.htm,Morelos. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Morelos. Historia y Geografía,morelos. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI174,1993,3,HI174,https://historico.conaliteg.gob.mx/H1993P3HI174.htm,Nayarit. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Nayarit. Historia y Geografía,nayarit. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI175,1993,3,HI175,https://historico.conaliteg.gob.mx/H1993P3HI175.htm,Nuevo León. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Nuevo León. Historia y Geografía,nuevo leon. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI176,1993,3,HI176,https://historico.conaliteg.gob.mx/H1993P3HI176.htm,Oaxaca. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Oaxaca. Historia y Geografía,oaxaca. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI177,1993,3,HI177,https://historico.conaliteg.gob.mx/H1993P3HI177.htm,Puebla. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Puebla. Historia y Geografía,puebla. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI178,1993,3,HI178,https://historico.conaliteg.gob.mx/H1993P3HI178.htm,Querétaro. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Querétaro. Historia y Geografía,queretaro. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1993P3HI179,1993,3,HI179,https://historico.conaliteg.gob.mx/H1993P3HI179.htm,Quintana Roo. Historia y Geografía Grado 3° Generación 1993 .: Comisión Nacional de Libros de Texto Gratuitos :.,Quintana Roo. Historia y Geografía,quintana roo. historia y geografia,integrados_multiarea,historia;geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
