coverage_version,viewer_key,catalog_generation,grade_code,tail_code,source_url,viewer_title,title_core,title_core_normalized,operational_domain,domain_signals,book_id,cataloged,title_normalized,asset_status,asset_resolved_full,asset_resolved_partial,page_manifest_ready,ocr_ready,pagestruct_ready,fragseg_materialized,effective_fragseg_coverage,coverage_inherited_from_viewer,fragment_count_materialized,dependence_audited,semantic_ready,wave_priority,wave_label,queue_status
LTMD_U1_COVERAGE_0.1,H1960P4GE015,1960,4,GE015,https://historico.conaliteg.gob.mx/H1960P4GE015.htm,MI CUADERNO DE TRABAJO DE GEOGRAFÍA Grado 4° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,mi cuaderno de trabajo de geografia,geografia_atlas,geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,5,U1-W5-geografia_atlas,queued
LTMD_U1_COVERAGE_0.1,H1960P4GE016,1960,4,GE016,https://historico.conaliteg.gob.mx/H1960P4GE016.htm,MI LIBRO DE GEOGRAFÍA Grado 4° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE GEOGRAFÍA,mi libro de geografia,geografia_atlas,geografia_atlas,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,5,U1-W5-geografia_atlas,queued
LTMD_U1_COVERAGE_0.1,H1960P4HI017,1960,4,HI017,https://historico.conaliteg.gob.mx/H1960P4HI017.htm,MI LIBRO DE HISTORIA Y CIVISMO Grado 4° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE HISTORIA Y CIVISMO,mi libro de historia y civismo,integrados_multiarea,historia;civica_etica,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1960P4MA018,1960,4,MA018,https://historico.conaliteg.gob.mx/H1960P4MA018.htm,MI CUADERNO DE TRABAJO. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA. Grado 4° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI CUADERNO DE TRABAJO. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,mi cuaderno de trabajo. aritmetica y geometria. estudio de la naturaleza,integrados_multiarea,ciencias_naturales;matematicas;civica_etica,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1960P4MA019,1960,4,MA019,https://historico.conaliteg.gob.mx/H1960P4MA019.htm,MI LIBRO. SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA. Grado 4° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO. SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,mi libro. segunda parte. aritmetica y geometria. estudio de la naturaleza,integrados_multiarea,ciencias_naturales;matematicas;civica_etica,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1960P5MA020,1960,5,MA020,https://historico.conaliteg.gob.mx/H1960P5MA020.htm,"MI CUADERNO DE TRABAJO, SEGUNDA PARTE , ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA. Grado 5° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI CUADERNO DE TRABAJO, SEGUNDA PARTE , ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA","mi cuaderno de trabajo, segunda parte , aritmetica y geometria. estudio de la naturaleza",integrados_multiarea,ciencias_naturales;matematicas;civica_etica,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1960P5MA021,1960,5,MA021,https://historico.conaliteg.gob.mx/H1960P5MA021.htm,"MI LIBRO, SEGUNDA PARTE ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA. Grado 5° Generación 1960 .: Comisión Nacional de Libros de Texto Gratuitos :.","MI LIBRO, SEGUNDA PARTE ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA","mi libro, segunda parte aritmetica y geometria. estudio de la naturaleza",integrados_multiarea,ciencias_naturales;matematicas;civica_etica,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,9,U1-W9-integrados_multiarea,queued
LTMD_U1_COVERAGE_0.1,H1966P1ES345,1966,1,ES345,https://historico.conaliteg.gob.mx/H1966P1ES345.htm,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL Grado 1° Generación 1966 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,mi cuaderno de trabajo de lengua nacional,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1966P1ES346,1966,1,ES346,https://historico.conaliteg.gob.mx/H1966P1ES346.htm,MI LIBRO DE 1er AÑO Grado 1° Generación 1966 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE 1er AÑO,mi libro de 1er ano,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
LTMD_U1_COVERAGE_0.1,H1966P2ES347,1966,2,ES347,https://historico.conaliteg.gob.mx/H1966P2ES347.htm,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL Grado 2° Generación 1966 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,mi cuaderno de trabajo de lengua nacional,espanol_lengua,espanol_lengua,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,3,U1-W3-espanol_lengua,queued
LTMD_U1_COVERAGE_0.1,H1966P2ES348,1966,2,ES348,https://historico.conaliteg.gob.mx/H1966P2ES348.htm,MI LIBRO DE 2° AÑO Grado 2° Generación 1966 .: Comisión Nacional de Libros de Texto Gratuitos :.,MI LIBRO DE 2° AÑO,mi libro de 2 ano,otros_no_clasificados,,,1,1,not_yet_audited,0,0,0,0,0,0,0,,0,0,0,10,U1-W10-otros_revision,queued
