analysis_version,target_viewer,candidate_viewer,viewer_page,target_sha256,candidate_sha256,target_byte_size,candidate_byte_size
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,8,79ee292d98d88209fb69915bccae012e5643e7d859a3518d60bc8d6d3c5cb9ba,7066c465e5d3337a6ea44e8e72c2893e0f3ba515ba995bdd4de4d2de0879f461,549733,534240
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,9,2266f5374a2685c6693c51d0bc891812ddd4a1654cb82e88a8b918de3969d244,09687fc4467cc3ff20dcf6653fbec61325815bec98ad6f8524476fae181321a1,478594,488824
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,10,3e514f876276e65fc25d170395ca2098ac5604e52a989f89c8d598cd10241cc7,2ecb482fe01e65783347a81c6e9e6d1029fb85fe9100591eac19106f0490ec0c,550638,330940
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,11,4849d97529763b3e822cab08dac07e6c505ee09b1b742cc30b0543f4fa7a7694,306564bfc19357484911260faa851f89502867edd74c0782e348e8528a0021da,375327,326376
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,12,507a9175bf2c6964a4d454070c98f12e43d1ad21337d2d111a4717ab49a2ac5e,0baf00e88f3ae82efbf622fcda282b48dbde235c5506d9c8bf66369d2769df54,546135,360690
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,13,c53379dca444e3cf896af89f0d79aea3064929a93ad9ac45bca025a3f0a35f1d,c72b7699e1e188914e0b801aa6eb495ffe692f80e3dc4045965bda7bd931a5f8,664947,340037
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,14,72b41bafa53bfa9a15298ddb3b6802582f8b00e6e09954382366dc7f32355abd,ef5b022e41322689ec849fff3271217f49be811d5e777ada3b0366b1f9538871,378374,342058
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,15,fc5a2d1956b133d254bea17fc6b810772739ce16cc609f65e4ca7dc5b409d971,1688575e58570cbbca3c900275954dfc14bed73d4e95bbfe3663ef5195b0acbf,492596,327346
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,16,d7b8462381c55a569698d524cb3dc6a9325321acad6ba2670715834bab2c42c4,43286f7ca62963857143cbad5d5a5c39a5a2a9f9451427cffbe628c1f2e94daf,431381,407772
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,17,c06daa661a009ee59d7770082ee2580aedac349b2f909a276fe7d86e33b18f69,97dc0bf56445bc772374d52fe16ceb7b316721e438be43946295d3e4ab78131b,450777,410033
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,18,a498e3920e64181d6bf46c5c1bde0fe486db5438b01c634c3fa77e6ccdf26e0c,6fc1912bd5a44936669dbc9ba5cd78e4f1a6fcf60fb033a40ff75de0d668a4a0,329976,342287
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,19,87aa0ec66e965452b8b03260b15514cbcea0e17e562e425bec1c3dd9081a617c,1c9d1b3101f4b08a9d90435a0fed2b559f5e5c9a008dacd87aaef51d686dde71,387888,340026
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,20,4fd9927bc02e0f3ae7e04387682e01b245510b2b2a288baeb79f81a891eeb5a1,088b20de064b3f7c3cc7bad0218b541540b1a944e76dcd0c3c07956172049a0c,299121,369769
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,21,1eb32f77645ba72bc170778ddb01f1f52573212b012dd284ef1c3b2ad1ffada0,e7aa4b8fd66077a343d9e3ca89f087c0b9ac29359e905db60686997c66855869,467499,312703
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,22,86524c4766aef170326ab4d638f7df20e3f2f756ec7b39bb1ffa152db188ce0d,b1ae25bbb061fc651b51197ba921f9fcd61be423b044fa7dde224574afb42fe7,311422,353853
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,23,e834238c7bf1f4bb6e64c56ff9b6263493613b017ac91a62aeb37fe8c7cc64eb,399635d962f93d59b584f1030ffa070b2c9b6a26492801b1c0dcf26bed80a2da,550472,330888
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,24,7bb12c6c739245dc743e2626d150ed82f8773377b3024dbc2c033c777193e021,71d2c98778fd73b6db4a1aa4a8603ede32619abfd1a894e13a5d8c5ad5e9e3b3,404113,277140
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,25,6b5ffbabee0930ec122fa32e3929b3f62e31b5ac0ee98b45037418ffbd63d37e,f98f7cad3bd9230e02fd953e8632ee5d42dda7b1b9a7720193d9cb23122a1ca6,176783,177347
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,26,2ec4247a954d9c88aad167437be88b341a424a4afedd19c9ba44f99ca80491aa,da66e28dbf3ef9916d4049e02c12f4273d1d54da386ce884dff7f8ef511e9227,425468,216632
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,27,525a7c8290655a8b782e4445656d94ab305d54d392768e3f483b245abf7c24ef,b3752d7bf23377601f4fb994aa6477c3a9b2abd7fd1d44f67f7408f013b3646a,383345,248436
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,28,807907f28cd89db4ba55bacffd31d5a7e09323bf799d41faa4132cdcb9262654,ca721695e8ad62209534549b86d6add45374f33f37ac8382676759352d510d1c,555905,259097
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,29,8d755ab95fa867ebbf08320ba9ca428897e52a72af771fd60c5c556b96e10099,d692233a076a0a3af7015094b4e2d0bb0582eb84113d4e1b4b56c95ce914d7fd,357339,251563
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,30,9090302161f6b6399c6e6d2f84351a21feb2dad34be7d2763f253d6b88f89928,319cc03e66c252dbc33b60cff6843d6d79b4c89d3f6c147e4b18852283ccbeb9,397858,241340
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,31,37db17ccef19db08e8fc67da0a555adbc15c05951b87e18cc29b0576c64a54b6,6ea7aac9e4c36939c6b57b17947e5040a94535fa44f540d0a853d398588b5a24,373075,387132
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,32,183902ea8e0038b5733a0f4b7c268156722a2294f57ab7c1fc4fcb8c09c8c9c3,2fb2c3aebc20f980583af40a7317a91dcb06c459588c71608506413653719920,430351,502102
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,33,08e1ba248fef142a5a8863532959ad7e1aacaf6c820579d5417f149bc1e91720,0d51e2fdb7b0ae9312d125ad519737e1ed65bab109e6ebcdb06f1c8e7fa4a966,432552,488828
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,34,9ffb08f801597788430a557a8dd0a2fc3eb31c05321024c70d7c5fee996424dd,6a8d79fb9598232566d12aea021bde30709106703c1fbf5b2cd0c42bc77a19e9,516663,273881
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,35,df60af6986d8cdf39dd35409e201f4e5188d85deb5ac24ff97775fbf99326f63,a39711b176f35271cd8314eceae0c981fb4f903076a716bfdc35ebccc7c1b370,547263,293921
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,36,d2c75ffa9b100e0fd8fb2ab461fd3b0fbf8f7d144c197569fa395603f933259f,44019d82e086742cd83c7e530f860859e491766497e650c01aba55b0d236b323,466744,314944
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,37,aed4597260ff335a3551c4b0117a80a30dd602d5ef0ef303fd2755239ebec20e,8ebe6043fae080e7af3367ad1009f2df1e4e02b06fec5d4a0453421acf3fabca,568117,255875
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,38,8b4704040a5cb98e57dab385785fe890751e2c85e5b3a2554780146b3165d931,0dce0dc6f71fc1cab33258ff828bfbfbbfcb4617d5edd317fde55844095738f4,535236,307419
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,39,e72a474c3959ce09710fd6553d9b62098e7d2fce2c14d9222d73cfde49ed5ea8,03065627676211a99204ef28ab720278859aeaa740af7342f6887a7236c4597a,406786,308543
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,40,cf94a0ba0819854579929d8d02b4870f232d9ceca6621458dc41cc22ae21ba03,e6d784a80540617c8473124773db4342bd1b4da9fea068dc5a97521bd4d34c78,218602,365930
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,41,ab05ee7abe79809c1c9df4585a245de8caa572f8bec0538ebeb1f2e619d06b68,8ab2780f12fc1f037297684d956996065e30ce50b90c9e68a4231931e5a06acc,210772,348234
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,42,ac7761cba28de97b9caf19e43391551f64c73b41a5ae993b043bb9293b56c2eb,3ad315e1937af014a4aa36430b4b84888ddebea25732295abf48d8dfafc21ec6,892854,338557
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,43,83e5ee9542f30af8289bdd0d743b47ca319c2cf97e54f826c3b0e20a94758381,b62cb8f7c3bec5b95a5044a4aa813ced8ccf13bfc5d68dfda232336435f4ef2d,918339,334429
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,44,ecf064488ed8f6bea58e1b90fa04832c8e8f9a992b15cf4346076c9de2a9b066,8e216c88438af3381891d92b067b58618eeba04647b293b13a2f67f34ec10c62,399390,347923
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,45,c24ca1867201fc80c855fefdb18dd20c6cbc02a67d58fef581e66d5a4176565c,cb3bfc63217652ebe949fc412b405e4a5780119b6fe81c1409721a5b23fa0c33,413762,384924
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,46,f6386b116044f5ba4b28d51c93bb36be03ca8be67339382117ff3022a68e5d48,d33555746bf67c3f3a91e5e88a8590e4a8e6218b696ad6d2ce92466d92aa8cc5,436920,259509
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,47,b4b415f8748f2075bd33294497938ae96c77f6b09d10f58629823df8cbda456c,c4d980a558b5a045ec75f1ef5f96564c27870d627b459061db8d83b3dbd77dfb,313679,327337
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,48,d084bff323e60a813aa2e8fadc6e7763a8498f934e968bf726a8e47db21f2da3,116883c4c115a6e55be3ce4bd4e17effd2c9590f7e9fcc3edc19bcb6a035ac41,442553,270112
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,49,df31f4074a47bb3db4d02b974c89557048bacbf9608880518c3471304c009cbc,d4180d5eaae8794c385df1df4f0cf3ad0b8119ae5d9dfeac5a304b955e0b4b20,367859,293565
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,50,2e3c8263f13782e315c05f626eaaeb2206dd38388a52bf31d64ba49352398b4a,21f251d34a32c6de3ea0edbf612c75ac0381d27e94f42ebf61c4034a7395d147,412042,237834
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,51,f334100084152f8966af0827a45590c1dfb3d0306f496e86c7f3ac94957cd88d,c273f27c241514038c81aa11e1ac93234ab819939008ca89ef133ef838576c0b,591833,241359
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,52,2bf5394db193b03c05d7c7d1e4d28faff40c4945141f31e6b654918d69b916d4,9fc76ce1212a6089ac6772c6b596383b174da6cfaca3e7cb4715840fddd1d6c1,374476,195663
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,53,2b43f480535be6697dfe14b5b87503d0705950efb5b85b194b54e7f91b6d958b,548462497c3d4505ec0d2e7e0d465a550e240db4c79ff92e5f9c741df1694d75,239207,403010
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,54,2628987225923f8a6e249dba6416fddd901b42355fb79fb628cc79ca7ffc8e5a,300224b4bbc4c2a18a6a39c9ee21dcbf0ee2ab0730ac620dc0c558d82f1d2c1f,464187,409447
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,55,2a42ce23cb3d6d1d967d7c35eae88e28dc36bc8688aaee64550ac26acf78eb90,dd7c9a78a67f798b71733d6e7c4a97b34e132c322e4cb8ca32aed1c6a55d6435,435595,386877
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,56,45bb422905d279b459b6dc29fdb32b5766aaae00626e4765a1cce266efac3eb1,64d794bc20579de88d9c444b99284061c387a2a5332ac104aee62f525497f2bb,361897,336555
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,57,0d05bda8204f3eb86df01787d1a88c9d2789f72f3e5e5dd592942db8fce64832,52a4934ee7addf27abd91f12a24ea1a1e3dc77226fa67e9eb71d3d078cb47548,400733,334468
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,58,e25a3abb2d34ee9f676a3d8b3bd162a97a2906fb369c8eb5512b5d6dc8d082b7,674838eed6072afabfe63bf84ed8274396a3c114b7133c19e7e9e2d70eadb9b9,529661,338353
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,59,42c0e95be9d3122c715cc64cb7807278d13b3f3dba37b342172d6420dcece1ec,dc3d9a9aceab0d1b335976827d2b65ed66d806b067eea030e70c11ea055c2db3,536384,301051
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,60,39fa9aafe0a15283b44c2e0d2881f067cd98818a52cfd28298e0ce311b8c7453,0d3632d0c0390e2e3b68f36c5dfa1f591994dd7186424727fc52dceb689bc618,212313,322760
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,61,054a3dc24e5df78e2275bc6f654824a3a45f72f24751c61b02130910d9da378a,842f64455069f0047cc9c263456ab04063d20a00c51634dea7058f9cb3cf5318,412958,336657
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,62,072715c014db27067e83e7a3f52a52f6057d07b08cc5bd257a9eb0f57e38eef9,2c3cdae2ee92b787aeaa108129da249bb7821b14db7db71b1d37776efe854505,430012,285593
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,63,0d8f3b93931807ad69c39aa359624f11bef5050b0abaca3425209098e2f6921c,08870dd42470ac454850b4e43be3a61c682d160e1f039b69d4caaf99b7929dd7,634955,378266
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,64,7fa581ff56c09444de4f271d4bc284f10648611bb8a4be5b51384cd1ba412f24,aa5e8db1715d1188897a2da6ad2e2314de8857534e67eba06513bc236a10c1a8,392600,332405
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,65,af879f107d0da9301b05f9ba9bc6d6cb37845318d0723752b8b657c569a8ac10,726032788173aa1bda31b556af13db41aea7d727dc3c497f5e700ce3bda96638,567275,349884
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,66,f8627ab1b98bf886f842ffa03aecf0db446683ae9cf1009901281d7ff5ce01d4,fcf990f75d682f2f187dd2c7c4a7c60d2393967bdfc095f33d679fd951fdb05c,533042,426821
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,67,5dee378ca924c6dc7231fbe2dbae0b19de272a3e38e420d4c3f02361641f8277,bdbf564a05453080bcf6708c29696de4ec7c51556a1abede6592f818662e7e83,201779,461352
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,68,db287fec6a2adccd99b1236c3d27e0905626bb1eedb165ed501c88a37fe2922d,d40bf3c268ec7cbc47fea2e07238abc13f80204b7671b0a005de0d8e9d8925fd,356190,478346
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,69,3b1555b46ab86d0e1a35ba73fcda1d1e5f0b1411a6998b36158b3f28b5991029,a535fec3857afeeb4e01951fa754627db8b2a9b45138fcfc0ed917450b81212d,254813,302940
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,70,c019057492e9a89d88544e7b328fe6599f09dba373fa15771b2a8f3a1a957261,c998328af8f8a8d7a808174385984ed1bb89033c783d4afcbf4059e1189504c2,337724,325200
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,71,5d4e98e3aad1541071d21ad67bb6bc017c0b1b3376394664fc76e1fd9b1e293f,9c243137fab8fffe79eb7b273e1a6fcb8fe9a98957d2d6038710ffe7a79d2e8e,347987,365611
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,72,4e1e0a7fc711590b7d5349b87fedd983b1da7f5389a5a7fc441bd12e3082b15b,1dde43b2abb98453431dce7b8d6a3d7ce853f6c0060d72c11dec5467974aa176,508573,260280
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,73,363406d2378abad7ba54a8d869f3ac0875d4f08115f8e4fdeab3cdb3d3c71651,e1d0a96bed9a4855b908bf24123ff694d6aa1251f280f63554a2ae18485c94f4,345794,266371
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,74,e0aaeecf5ab92c68087f86f714905fcd52439e4f347875a60daed00e2b533d79,0e24b9fa3b71c1420cc46a173208100192f712d4aead9d098e3d4ac3b2fe6831,511832,212412
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,75,a993bd5721d49a87ddd7a08c93c1297faefbd61d81d701487c76d57e7329295f,43323afda406f7024153a5ebc24c2b9767e404668c6103ee1182803c18305087,287269,240437
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,76,9cb539931c6ab1d5e393a9f7eddaaa89d7c0bfd3ba90da0abd06f863a55437d1,655b55b153db77f738bd80e31e7a4ef8678a2c7e177993b50400394414b1ef5d,162609,284070
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,77,b5df4fa188c45af2eb79f8720d363d018066418e99881aa445784a12af1d1e3a,185e6f37bb242deda92d552b3ff7667689c3e3782e43fd0d761d19dd556381ea,288452,380564
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,78,b75afae7f83d05813a7c4dbe995b7be0ff303c43480aac191a2457dc2b8f5feb,d6abd5a1276010bea953b3c99ebfd131b7049581b29e3b6dc6743af0b809e1f0,285593,341961
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,79,6bb42f1a18b2abf6e4628f2c7162e0cd22708834377a9a703cddc9cf1acc3cd1,46f6a29fd13ff325028f4884cd4f14e8e42cea20d3b93efcb2a9fbe5380cefcf,246825,344794
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,80,3884b61f6b2b53b779793d476f8c5c8febc5eda187ce70ae0012a7abef54b3e0,8313925b39f11b6b800980848e1bc3e6db3a6fa34e32e5bfbd5443310a5474b2,666090,353572
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,81,7208a55f8e3a85448af6b132e73bc14cc79290486767b0f1242d69268173104f,1841e2861e4590f5b370ba976b1a20ab9f656242506ef8faf203bdee398240d3,615986,282585
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,82,df4763ec3fb68ac20317c18a79a5d404e4e468999b1215474ef2c6d42356d2f8,bd31a7cabf2a4756a0581a73b3dda41dc4ae7bd6e1618f97570930f4bcf336f0,536683,313055
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,83,11c2c7d3913909b396208cd50163f1f4411dfd5e8982501b2e1fbc4f07e65680,b56a77a62ba3f813d549eb76759d63ce1820cc55a20e4fac75d4d72f05307847,381231,359244
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,84,7cefc541ac7567586dbfb40970476d9f08dee738d30e8ce2cb054c4961a43f6c,5c860732107415775b9df745a90a0fb9ba8ad4295a8aab9e0436cbdec8305bb6,398744,332980
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,85,fea95bf9e0191e14e310dc281b2b136cdb9cc8f07c0af3559b8c4d6ef8a883bb,5a016fdde888d1db6bc71e009518d088f759f8278582d1ab0db14385719bedab,348589,353278
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,86,8c34438e1ec7d4f6f4633d81cc395b26994333a6920dfda62c22bcc42b7ae751,4e5c28b1ec6ca5084c24fe9cf37723c2c499fe3d25c26477e8484cf88fd1d45a,389395,321901
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,87,4ccd262dd769513bc06f7323d047bc4f16c15f877785bffb6be4b96766ab1813,5d913c31081fcf10bbf4438cb67c6799bbbf08bf3280b888493bff82c3cdc799,545990,311615
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,88,2be4d37b589f412f607bd119426db390978d883867ff8e5ea65b058937a0d1bb,bf20af6789183d74614243cd4a2211e3400ab70b419556eac689e5dd6fa6d626,476099,378932
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,89,4f48a1856b0ba2e9557a03ba438ebf34d59e8dde57f24740529e57ffa4b382f3,92df61f28d031104bd1a3e9362d7360a9b8f4f6e45271945e327f2b05be8c5d2,644725,316803
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,90,9d04c6fded83e9e5b2cbf49682c1d4d169ef8043438aea6e9f9b1a3700c8da4f,3fdc2927cbd30526168e6763e0e27ca56090e4e7bd16c4ebcb04ff227e831e9e,288007,407530
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,91,08d5ede851e246f71d31165019f2a27ef547f82b11b714655eb843b25f7f8566,402d823ac196a7376baf46538e30f19d49716dbb05fd05ec813b9e1bc397a1ad,254466,260786
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,92,0af5878e58bd9501670fccf95528bfd08ebc04d929d584925f882e345d585bb6,4dd293b8f43d8435cf95b687b89f20ff1e6fb7ddcce9be3d406cf8fa236eb978,327414,332457
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,93,51591eace7a6f951c3427a80ed1b59f34046041ba6beae8245b5bbabfd87bec9,e7308419aebb63d125541473eba1a590357d33efd793bef238fcaf623e2691b5,288898,336405
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,94,b5194c09bfd5a2fcd3544017ac245fd7b2e5422bb0f3fc1a26b45cac5499971d,f9c552e201fb33b906c699b1108759794fbd4bd02d28a397f3f6864db324d77a,647400,288052
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,95,52806fbc26d0112f4288b4ef19a0b62791101c27975846a2dcf1b22182d49192,f50dae341ff9e2ff7cf0f7d102ad1f466ef6ba57354639d30a0e363eecfc67cb,417268,305110
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,96,86c2f40dacad83bcbfcfaa94e80440aea24a1f9a4b3e487892ba731119c1d1d0,fd2e99813cfe1e0a6483aee100069e9c2718ae078011b809161234bcd8475b8c,455592,330652
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,97,095bbc36385c73e92fc6c52f616e84e0681964b742bee70b68cf27990cb65314,149fdf182a54b308c8a2b47bffee444481e234c00256c9c289868157e5919c66,296335,276647
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,98,d37553e327d59d71896ca998f77cbe78e87417b057240ce0c1ef7e2bc3947cf9,c6b302884d964c325e1efce2fe897de9125780daff500ed58604498e9afc6c2e,494418,284980
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,99,60df899b2f8fbd09f09f978c5ffdfc44eed422d2dc0799fcc4ddd6354fbbf048,0501b25aaec30d9957867dfdd5989bdf2da147503b77c3623c7e5846257b6fa3,302368,338461
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,100,2b0f29a4d7dd25324db70ffa7c1be6d1429b426235f811597697243b94b3d36a,6424ba56c6082d2211668d05a8ad5e46927af1461d1f4876ac0a8ee4da7c61a7,490851,382733
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,101,96f730298d9e8d62cf05aa3f5c416c2176c8e46c8cc0663f758206ddc169d002,046423c78fcb5a3563ba28ddbde16be26f50c33a426ebe49942c4e6ac0b9b8df,484892,392120
LTMD_U1_W7_H2014P5_EXACT_NEIGHBORS_0.1,H2014P5FCA,H2011P5CI326,102,7fccc88fa24c6179099591dda6f83eb4ed75d66b82701a1f2c5d08cf5d66d089,09aa55b7e52b915939c8082e2b49603c3d9fafe1e505832ea090ce86f9068d80,491800,327351
