observation_version,observation_id,viewer_key,field,normalized_value,evidence_viewer_page,evidence_image_index,evidence_sha256,evidence_byte_size,support_class,psm_support_count,psm_modes,isbn13_checksum_valid,extraction_source_version
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P1FCA:edition_history_statement:fifth_edition:2014,H2019P1FCA,edition_history_statement,fifth_edition:2014,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P1FCA:edition_history_statement:first_edition:2008,H2019P1FCA,edition_history_statement,first_edition:2008,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,strong_multipsm,4,3;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P1FCA:edition_history_statement:fourth_edition:2013,H2019P1FCA,edition_history_statement,fourth_edition:2013,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P1FCA:edition_history_statement:sixth_edition:2019,H2019P1FCA,edition_history_statement,sixth_edition:2019,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:edition_history_statement:fifth_edition:2014,H2019P2FCA,edition_history_statement,fifth_edition:2014,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:edition_history_statement:first_edition:2008,H2019P2FCA,edition_history_statement,first_edition:2008,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,4,3;4;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:edition_history_statement:fourth_edition:2013,H2019P2FCA,edition_history_statement,fourth_edition:2013,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,4,3;4;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:edition_history_statement:second_edition:2009,H2019P2FCA,edition_history_statement,second_edition:2009,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:edition_history_statement:sixth_edition:2019,H2019P2FCA,edition_history_statement,sixth_edition:2019,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P2FCA:isbn_statement:978-607-551-234-1,H2019P2FCA,isbn_statement,978-607-551-234-1,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,strong_multipsm,3,3;11;12,1,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P3FCA:edition_history_statement:fifth_edition:2019,H2019P3FCA,edition_history_statement,fifth_edition:2019,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P3FCA:edition_history_statement:first_edition:2008,H2019P3FCA,edition_history_statement,first_edition:2008,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P3FCA:edition_history_statement:fourth_edition:2014,H2019P3FCA,edition_history_statement,fourth_edition:2014,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P3FCA:edition_history_statement:second_edition:2009,H2019P3FCA,edition_history_statement,second_edition:2009,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P3FCA:edition_history_statement:third_edition:2010,H2019P3FCA,edition_history_statement,third_edition:2010,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:edition_history_statement:fifth_edition:2019,H2019P4FCA,edition_history_statement,fifth_edition:2019,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:edition_history_statement:first_edition:2008,H2019P4FCA,edition_history_statement,first_edition:2008,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:edition_history_statement:fourth_edition:2014,H2019P4FCA,edition_history_statement,fourth_edition:2014,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:edition_history_statement:second_edition:2009,H2019P4FCA,edition_history_statement,second_edition:2009,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:edition_history_statement:third_edition:2010,H2019P4FCA,edition_history_statement,third_edition:2010,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:isbn_statement:978-607-551-155-9,H2019P4FCA,isbn_statement,978-607-551-155-9,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,1,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P4FCA:school_cycle_statement:2019-2020,H2019P4FCA,school_cycle_statement,2019-2020,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,strong_multipsm,4,3;4;6;11,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P5FCA:edition_history_statement:first_edition:2014,H2019P5FCA,edition_history_statement,first_edition:2014,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,strong_multipsm,4,3;4;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P5FCA:edition_history_statement:second_edition:2019,H2019P5FCA,edition_history_statement,second_edition:2019,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P5FCA:school_cycle_statement:2019-2020,H2019P5FCA,school_cycle_statement,2019-2020,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,strong_multipsm,3,3;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P6FCA:edition_history_statement:first_edition:2014,H2019P6FCA,edition_history_statement,first_edition:2014,4,4,dc12d0d6d15a8604456e78cc0c878ee47a10b1ff360ecd449c6ec86dac14b90f,224348,strong_multipsm,4,3;4;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P6FCA:edition_history_statement:second_edition:2019,H2019P6FCA,edition_history_statement,second_edition:2019,4,4,dc12d0d6d15a8604456e78cc0c878ee47a10b1ff360ecd449c6ec86dac14b90f,224348,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.2,H2019P6FCA:school_cycle_statement:2019-2020,H2019P6FCA,school_cycle_statement,2019-2020,4,4,dc12d0d6d15a8604456e78cc0c878ee47a10b1ff360ecd449c6ec86dac14b90f,224348,strong_multipsm,5,3;4;6;11;12,,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1
