path,artifact_class,sha256,byte_size
.github/workflows/discover-ltmd-u1-w7-wayback-sources.yml,automation,5e47909c3a6700bcd72375dbb46daada78986fc4237c72dda64e3f576bfeee43,1619
.github/workflows/dispatch-ltmd-u1-w3-pagestruct-now.yml,automation,edffb3e996745916b78a97c096bf2f1dc02e9cf8c8c3353108669557a1da266a,1527
.github/workflows/dispatch-ltmd-u1-w8-artes-exact-reuse.yml,automation,5b40cadc518c0d7f0cd7a13fd066c4eca14a27c788b5df1d2386bf21be22c4e8,2892
.github/workflows/evaluate-ltmd-u1-w7-h2014p5-external-mirror.yml,automation,1c8f0b83007b7d8774a7c65b47ccd9e0ecf51670214093072bc509a2967e6b76,1972
.github/workflows/extract-ltmd-u1-w2-math-route-cases.yml,automation,c51c618dbb31fd4f7c9f0e3535c7453451299b9c51bbc2a59c1813b0b35c5ba8,1351
.github/workflows/extract-ltmd-u1-w3-architecture-exceptions.yml,automation,bd17ee63f98d6547c1ff563a08b288d7ded01e3abce7be3df4611f317d1ad6bd,1490
.github/workflows/extract-ltmd-u1-w7-admitted-bibliographic-fingerprints.yml,automation,673d9eb601086cbf8658e1fec51eaeb46cbe1a8dbd8ea4c1b9d2ded17adf9460,2108
.github/workflows/extract-ltmd-u1-w7-h2014p5-bibliographic-fingerprint.yml,automation,f4b385971d67d7bb535165866f55f488a45c04c240e0f6a7fd1059fcd6451bb7,2043
.github/workflows/extract-ltmd-u1-w7-image-route-contract.yml,automation,c86c73f0988bf29f3ce2c4449418355afa3eb78c0fe26f8a19999995773cbe56,1875
.github/workflows/extract-ltmd-u1-w7-viewer-route-contract.yml,automation,73cffe30eb6159dc242103ed24861a5dace33d0a66e689fd6c5e465abcc0b782,1971
.github/workflows/inspect-ltmd-u1-w7-addpage-contract.yml,automation,7bae16ebb550c0a21573cfacf6d89fad88d8b27183fb0f7e9cb66f44e80fbf34,1800
.github/workflows/inspect-ltmd-u1-w7-dynamic-dependencies.yml,automation,9220eabe983c7d7218a2d35febfb870bcf80a12af2ae27237b3115daf7ae1a7b,1931
.github/workflows/ltmd-u1-w8-artes-source-audit.yml,automation,7c6678b51caf6368db90dc80475007f422ba507a098412ad125c807274c6e476,5953
.github/workflows/ltmd-u1-w8-processing-topology-publish.yml,automation,f70a25a0fb8ac0d56235f1e5afd58e7756790ed980f27d93ee3a50e0b9fc8b06,2439
.github/workflows/ltmd-u1-w8-processing-topology.yml,automation,4d4879563534ea7df9ab07948f7c898f8f6d130359ff7816ac1b0952766b546b,2807
.github/workflows/preflight-ltmd-u1-w10-fragseg.yml,automation,fa28b8fb04d9b762d72322d8a678ed16c739827fe7d60471d24f4e7782c0b2c9,1653
