analysis_version,text_sha256,token_count,char_count,occurrence_count,viewer_count,catalog_generation_count,grade_count,first_fragment_id
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa,1,1,10,8,4,3,U1-H2008P1CI250-P042-F016
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,a80afa966c9acb9e70e41aaa4752db1e3bea928b24946f04b42ab29dbb82ce26,11,66,10,2,2,1,U1-H2014P2FCA-P033-F002
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,aad3aa6c3b8a050008cdf69983400f07e49470bd792134d0c25d951cefb99b36,2,20,10,7,3,3,U1-H2011P2CI301-P118-F008
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,d83316e9be4000ef0d525a0f0d4d1f900eca8762b77ed921c2b967ea8b06a734,2,9,10,3,2,2,U1-H2014P6FCA-P046-F001
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,f47dbced033c8a4147801161c51178542d7d934381976281636b5457905a3843,3,18,10,8,4,3,U1-H2008P2CI258-P025-F011
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9,1,2,9,9,4,5,U1-H2008P2CI257-P039-F005
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,0e17daca5f3e175f448bacace3bc0da47d0655a74c8dd0dc497a3afbdad95f1f,1,2,9,8,4,6,U1-H2008P2CI257-P071-F015
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,17b6c4f9860da5b7948024f837a1ab4c8423007be987a922f271fe4e2209a369,7,39,9,2,2,1,U1-H2014P3FCA-P047-F003
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,33328e2b816ba0740b0f0344d02104ba45599ebfea6e1a6953257b6aa78d3176,9,50,9,3,1,3,U1-H2008P2CI257-P042-F003
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,51586145e083348af64731ece8a029d7c8a9c1e0fea551fd6eec2fbfee98fa56,5,30,9,3,3,1,U1-H2011P1CI294-P119-F012
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,5388294341b709130f93fd7305da7a5ba40e926a36ebcb134a2c534cb3362295,4,24,9,3,3,1,U1-H2011P2CI301-P084-F005
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,6b9550461411e49072de026e67c2966c34063623408c3582ea730edebb6a6655,3,7,9,5,2,4,U1-H2014P3FCA-P111-F025
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,6fa84ccd4246e1d2da2650fa16f3c377344a187521b80f92d025252a5f816929,17,119,9,2,2,1,U1-H2014P2FCA-P048-F009
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,75df3579c73089e317e5bf917f6b6cf1cb8d19f21ad70c15e70e431c3aa2a62a,1,3,9,1,1,1,U1-H2008P6CI286-P075-F001
LTMD_U1_W7_CIVICS_ETHICS_EXACT_REUSE_0.1,7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25,1,2,9,9,4,6,U1-H2008P3CI264-P037-F015
