ocr_version,page_id,viewer_key,catalog_generation,grade,title_core,viewer_page,source_image_index,processing_mode,source_provenance,source_bytes,source_sha256_verified,attempts,selected_psm,recognized_words,ocr_chars,mean_word_confidence,median_word_confidence,low_confidence_word_rate,ocr_class,ocr_status,error
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P007,H2011P5HI333,2011,5,HISTORIA,7,7,direct_canonical,W5_history_asset_manifest_source_jpeg,388146,1,psm3:ok:339,3,339,1723,94.58,96.45,0.0088,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P008,H2011P5HI333,2011,5,HISTORIA,8,8,direct_canonical,W5_history_asset_manifest_source_jpeg,447253,1,psm3:ok:0;psm11:ok:27;psm6:ok:31,6,31,54,36.98,34.38,0.8065,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P009,H2011P5HI333,2011,5,HISTORIA,9,9,direct_canonical,W5_history_asset_manifest_source_jpeg,549781,1,psm3:ok:0;psm11:ok:48;psm6:ok:65,6,65,133,41.26,36.76,0.7846,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P010,H2011P5HI333,2011,5,HISTORIA,10,10,direct_canonical,W5_history_asset_manifest_source_jpeg,293962,1,psm3:ok:145,3,145,767,92.51,96.24,0.0207,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P011,H2011P5HI333,2011,5,HISTORIA,11,11,direct_canonical,W5_history_asset_manifest_source_jpeg,455618,1,psm3:ok:0;psm11:ok:19;psm6:ok:62,6,62,119,28.73,28.92,0.9677,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P012,H2011P5HI333,2011,5,HISTORIA,12,12,direct_canonical,W5_history_asset_manifest_source_jpeg,324142,1,psm3:ok:62,3,62,312,75.03,92.31,0.2581,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P013,H2011P5HI333,2011,5,HISTORIA,13,13,direct_canonical,W5_history_asset_manifest_source_jpeg,344619,1,psm3:ok:60,3,60,256,76.85,93.23,0.2167,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P014,H2011P5HI333,2011,5,HISTORIA,14,14,direct_canonical,W5_history_asset_manifest_source_jpeg,427849,1,psm3:ok:249,3,249,1296,86.99,95.93,0.1084,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P015,H2011P5HI333,2011,5,HISTORIA,15,15,direct_canonical,W5_history_asset_manifest_source_jpeg,352674,1,psm3:ok:152,3,152,761,91.34,95.98,0.0461,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P016,H2011P5HI333,2011,5,HISTORIA,16,16,direct_canonical,W5_history_asset_manifest_source_jpeg,331618,1,psm3:ok:150,3,150,764,93.84,96.40,0.0067,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P017,H2011P5HI333,2011,5,HISTORIA,17,17,direct_canonical,W5_history_asset_manifest_source_jpeg,458697,1,psm3:ok:393,3,393,2067,91.49,95.91,0.0407,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P018,H2011P5HI333,2011,5,HISTORIA,18,18,direct_canonical,W5_history_asset_manifest_source_jpeg,383523,1,psm3:ok:353,3,353,1897,92.43,96.36,0.0283,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P019,H2011P5HI333,2011,5,HISTORIA,19,19,direct_canonical,W5_history_asset_manifest_source_jpeg,398271,1,psm3:ok:239,3,239,1228,91.38,96.17,0.0460,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P020,H2011P5HI333,2011,5,HISTORIA,20,20,direct_canonical,W5_history_asset_manifest_source_jpeg,380695,1,psm3:ok:251,3,251,1335,92.84,96.58,0.0279,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P021,H2011P5HI333,2011,5,HISTORIA,21,21,direct_canonical,W5_history_asset_manifest_source_jpeg,394868,1,psm3:ok:207,3,207,1095,93.15,96.10,0.0145,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P022,H2011P5HI333,2011,5,HISTORIA,22,22,direct_canonical,W5_history_asset_manifest_source_jpeg,287353,1,psm3:ok:162,3,162,835,87.34,95.88,0.0926,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P023,H2011P5HI333,2011,5,HISTORIA,23,23,direct_canonical,W5_history_asset_manifest_source_jpeg,298299,1,psm3:ok:45,3,45,274,94.75,96.58,0.0222,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P024,H2011P5HI333,2011,5,HISTORIA,24,24,direct_canonical,W5_history_asset_manifest_source_jpeg,416258,1,psm3:ok:113,3,113,616,93.38,95.98,0.0088,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P025,H2011P5HI333,2011,5,HISTORIA,25,25,direct_canonical,W5_history_asset_manifest_source_jpeg,399711,1,psm3:ok:255,3,255,1485,92.91,96.23,0.0196,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P026,H2011P5HI333,2011,5,HISTORIA,26,26,direct_canonical,W5_history_asset_manifest_source_jpeg,395741,1,psm3:ok:145,3,145,677,90.22,96.60,0.0552,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P027,H2011P5HI333,2011,5,HISTORIA,27,27,direct_canonical,W5_history_asset_manifest_source_jpeg,310898,1,psm3:ok:215,3,215,996,92.26,96.15,0.0279,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P028,H2011P5HI333,2011,5,HISTORIA,28,28,direct_canonical,W5_history_asset_manifest_source_jpeg,444100,1,psm3:ok:303,3,303,2295,91.91,96.46,0.0462,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P029,H2011P5HI333,2011,5,HISTORIA,29,29,direct_canonical,W5_history_asset_manifest_source_jpeg,391152,1,psm3:ok:250,3,250,1382,93.44,96.22,0.0200,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P030,H2011P5HI333,2011,5,HISTORIA,30,30,direct_canonical,W5_history_asset_manifest_source_jpeg,518554,1,psm3:ok:310,3,310,1660,92.78,96.11,0.0194,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P031,H2011P5HI333,2011,5,HISTORIA,31,31,direct_canonical,W5_history_asset_manifest_source_jpeg,352013,1,psm3:ok:176,3,176,850,92.40,96.15,0.0284,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P032,H2011P5HI333,2011,5,HISTORIA,32,32,direct_canonical,W5_history_asset_manifest_source_jpeg,467076,1,psm3:ok:174,3,174,882,93.65,96.28,0.0115,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P033,H2011P5HI333,2011,5,HISTORIA,33,33,direct_canonical,W5_history_asset_manifest_source_jpeg,382979,1,psm3:ok:116,3,116,622,92.01,95.71,0.0172,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P034,H2011P5HI333,2011,5,HISTORIA,34,34,direct_canonical,W5_history_asset_manifest_source_jpeg,407535,1,psm3:ok:303,3,303,1593,94.01,96.54,0.0132,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P035,H2011P5HI333,2011,5,HISTORIA,35,35,direct_canonical,W5_history_asset_manifest_source_jpeg,403280,1,psm3:ok:302,3,302,1590,92.20,95.74,0.0364,text_detected,ok,
LTMD_U1_W5_HISTORY_OCR_0.1,U1-H2011P5HI333-P036,H2011P5HI333,2011,5,HISTORIA,36,36,direct_canonical,W5_history_asset_manifest_source_jpeg,447329,1,psm3:ok:208,3,208,986,87.34,95.62,0.0769,text_detected,ok,
