topology_version,viewer_key,catalog_generation,grade_code,title_core,technical_route,source_admitted,is_canonical_processing_object,processing_mode,canonical_viewer_key,source_sequence_sha256,source_pages,terminal_synthetic_candidates,source_state
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3TAB,2014,3,La entidad donde vivo Tabasco,standard_dynamic_claves,1,1,direct_canonical,H2014P3TAB,6ad724dba52a7ac66092b5e24b006875859616ec01099a60b50835b3f853dcb3,161,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3TAM,2014,3,La entidad donde vivo Tamaulipas,standard_dynamic_claves,1,1,direct_canonical,H2014P3TAM,d8521d3db2b45b7ff70520f9bfd716edf8ea9bf7bac2241eac249933ff038e3a,161,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3TLA,2014,3,La entidad donde vivo Tlaxcala,standard_dynamic_claves,1,1,direct_canonical,H2014P3TLA,12a9729700d48057edf79bbf904ebc861289ff46a1d7e6cc8984cb40dc9882ad,121,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3VER,2014,3,La entidad donde vivo Veracruz,standard_dynamic_claves,1,1,direct_canonical,H2014P3VER,3265e3b5d2fb3a33b06facd758a571be4d1e6c48785391fa694469d0dd7870f6,161,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3YUC,2014,3,La entidad donde vivo Yucatán,standard_dynamic_claves,1,1,direct_canonical,H2014P3YUC,f4eeffd0d0b714e8400eee4ccbca691fcb93a1b8ff066df770cc2b8efc8eb2e0,161,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P3ZAC,2014,3,La entidad donde vivo Zacatecas,standard_dynamic_claves,1,1,direct_canonical,H2014P3ZAC,1e2040d25fa6dcd33d714083276e8f48f5782d7dba7d9f27176aa78119c97a5f,161,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2014P4CCA,2014,4,Conoce nuestra Constitución,nonstandard_html_diagnostics,1,1,direct_canonical,H2014P4CCA,12edc6cb443d0a6731b7a22809e06738e3b9560a41d2988fcc9cf347b4884efc,65,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P1CAM,2018,1,Material de apoyo a la alfabetización Inicial. Tiras recortables,nonstandard_html_diagnostics,1,1,direct_canonical,H2018P1CAM,dce0d5c18316b5e2f06717957a561598324e60a75145a8359344373a7e19a1a7,113,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P1COA,2018,1,Conocimiento del medio,standard_dynamic_claves,1,1,direct_canonical,H2018P1COA,5fd32192b295d04ed0f44a8da3bcfcf5d0a744bc95e56cd5a84aa5e55258e1ce,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P1COM,2018,1,Conocimiento del medio. Docente,standard_dynamic_claves,1,1,direct_canonical,H2018P1COM,2c4011310d38280ac793afa672fb699f5c17b7ba0065a61583fb5de45193a4fd,153,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P2COA,2018,2,Conocimiento del medio,standard_dynamic_claves,1,1,direct_canonical,H2018P2COA,81f67d3071bf679a7b43c9b02dbb7e5f045a522a7133d86099e791640a04963b,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P2COM,2018,2,Conocimiento del medio. Docente,standard_dynamic_claves,1,1,direct_canonical,H2018P2COM,b648a2bc4345936fae051e181c2d8e88ad00ce5f3945089800ce1a66e1ba4b7b,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2018P4CCA,2018,4,Conoce Nuestra Constitución,nonstandard_html_diagnostics,1,1,direct_canonical,H2018P4CCA,2e8bf7c4fd626399860d730e72352747ca6766c2189bd15d27d7188ecc509bc4,65,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P1CAM,2019,1,Material de apoyo a la alfabetización Inicial. Tiras recortables. PrImer grado,nonstandard_html_diagnostics,1,1,direct_canonical,H2019P1CAM,f5aaff3bf2306b31528fce524141664b7bc1db94a798417e2bd34e6b13ac2996,153,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P1COA,2019,1,Conocimiento del medio,standard_dynamic_claves,1,1,direct_canonical,H2019P1COA,4f4b899860de3c1df6447c9e6c6da3e5386d696b1e0261eddf52367bfd9f4a11,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P1COM,2019,1,Conocimiento del medio. Docente,standard_dynamic_claves,1,1,direct_canonical,H2019P1COM,1b1810db0c9a0196c125eb4f8a13506a00e0a68ecacfa500456b168102beb587,153,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P2COA,2019,2,Conocimiento del medio,standard_dynamic_claves,1,1,direct_canonical,H2019P2COA,3309346a7fc462e80ca120de9253e78a1a04998fdd71dfc5f406d66e64c8da2c,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P2COM,2019,2,Conocimiento del medio. Docente,standard_dynamic_claves,1,1,direct_canonical,H2019P2COM,2f5861f21cbbbe63a187b1739c75ee4da893f25969dedec827b7463ada2fd42b,177,1,admitted_direct
LTMD_U1_W11_PROCESSING_TOPOLOGY_0.1,H2019P4CCA,2019,4,Conoce nuestra Constitución,nonstandard_html_diagnostics,1,1,direct_canonical,H2019P4CCA,3e613811341f1adeecedb246c71751c348756855ee3a394191575a5df43ad225,65,1,admitted_direct
