inventory_version,routing_version,viewer_key,catalog_generation,grade_code,title_core,ag_clave,declared_positions,technical_route,source_url
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2014P3TLA,2014,3,La entidad donde vivo Tlaxcala,H2014P3TLA,122,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2014P3TLA.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2014P3VER,2014,3,La entidad donde vivo Veracruz,H2014P3VER,162,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2014P3VER.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2014P3YUC,2014,3,La entidad donde vivo Yucatán,H2014P3YUC,162,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2014P3YUC.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2014P3ZAC,2014,3,La entidad donde vivo Zacatecas,H2014P3ZAC,162,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2014P3ZAC.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2018P1COA,2018,1,Conocimiento del medio,H2018P1COA,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2018P1COA.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2018P1COM,2018,1,Conocimiento del medio. Docente,H2018P1COM,154,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2018P1COM.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2018P2COA,2018,2,Conocimiento del medio,H2018P2COA,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2018P2COA.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2018P2COM,2018,2,Conocimiento del medio. Docente,H2018P2COM,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2018P2COM.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2019P1COA,2019,1,Conocimiento del medio,H2019P1COA,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2019P1COA.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2019P1COM,2019,1,Conocimiento del medio. Docente,H2019P1COM,154,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2019P1COM.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2019P2COA,2019,2,Conocimiento del medio,H2019P2COA,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2019P2COA.htm
LTMD_U1_W11_STANDARD_DECLARED_INVENTORY_0.1,LTMD_U1_W11_TECHNICAL_ROUTING_0.1,H2019P2COM,2019,2,Conocimiento del medio. Docente,H2019P2COM,178,standard_dynamic_claves,https://historico.conaliteg.gob.mx/H2019P2COM.htm
