relationship_version,viewer_key_2018,viewer_key_2019,grade_code,title_core,declared_positions,compared_source_assets,sha256_matches,byte_size_matches,complete_route_resolution,relationship_type,canonical_processing_viewer_key,interpretive_limit
LTMD_U1_W6_GEOGRAPHY_ATLAS_2018_2019_ROUTE_IDENTITY_0.1,H2018P4AMA,H2019P4AMA,4,Atlas de México,130,129,129,129,1,catalog_entry_resolves_through_paired_2019_asset_route,H2019P4AMA,Operational route resolution only. Catalog identities remain distinct; no bibliographic edition year or curricular equivalence is inferred.
LTMD_U1_W6_GEOGRAPHY_ATLAS_2018_2019_ROUTE_IDENTITY_0.1,H2018P4GEA,H2019P4GEA,4,Geografía,202,201,201,201,1,catalog_entry_resolves_through_paired_2019_asset_route,H2019P4GEA,Operational route resolution only. Catalog identities remain distinct; no bibliographic edition year or curricular equivalence is inferred.
LTMD_U1_W6_GEOGRAPHY_ATLAS_2018_2019_ROUTE_IDENTITY_0.1,H2018P5AGA,H2019P5AGA,5,Atlas de geografía del mundo,122,121,121,121,1,catalog_entry_resolves_through_paired_2019_asset_route,H2019P5AGA,Operational route resolution only. Catalog identities remain distinct; no bibliographic edition year or curricular equivalence is inferred.
LTMD_U1_W6_GEOGRAPHY_ATLAS_2018_2019_ROUTE_IDENTITY_0.1,H2018P5GEA,H2019P5GEA,5,Geografía,210,209,209,209,1,catalog_entry_resolves_through_paired_2019_asset_route,H2019P5GEA,Operational route resolution only. Catalog identities remain distinct; no bibliographic edition year or curricular equivalence is inferred.
LTMD_U1_W6_GEOGRAPHY_ATLAS_2018_2019_ROUTE_IDENTITY_0.1,H2018P6GEA,H2019P6GEA,6,Geografía,202,201,201,201,1,catalog_entry_resolves_through_paired_2019_asset_route,H2019P6GEA,Operational route resolution only. Catalog identities remain distinct; no bibliographic edition year or curricular equivalence is inferred.
