topology_version,page_id,viewer_key,catalog_generation,grade_code,title_core,viewer_page,source_kind,source_asset_url,sha256,byte_size,original_source_asset_url,original_asset_status,recovery_reference_viewer_key
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0011,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,11,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/011.jpg,71744765f474f9d13c5d82c94adeb7e6e959cb1bd3b8c6b75c11b6f3557bacbe,62007,https://historico.conaliteg.gob.mx/c/H1960P3GE008/011.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0012,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,12,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/012.jpg,ff5b28d95d1c526232059ea1e6d6df7e49f3ea7e4fc8596ff96ac9fb57a11ec3,54632,https://historico.conaliteg.gob.mx/c/H1960P3GE008/012.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0013,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,13,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/013.jpg,21af356d4ae64f47cd49067cc39920e42d06c1889d9ba3c75d21fa4c18c664f7,67601,https://historico.conaliteg.gob.mx/c/H1960P3GE008/013.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0014,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,14,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/014.jpg,439c866fe0b215c7a02a3b6b6c48bdc477f03c9fe4594dc9daa849f1c3c37984,59299,https://historico.conaliteg.gob.mx/c/H1960P3GE008/014.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0015,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,15,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/015.jpg,92cf7f6fbdb4b82f026cedc48e26a8d716fe01afce0149227e19d53415c1fe0b,68459,https://historico.conaliteg.gob.mx/c/H1960P3GE008/015.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0016,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,16,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/016.jpg,066c229b27c11b16fcfeb809bf0f2e8d14f7e81fa29d86893de2bfb167ea8e2c,66929,https://historico.conaliteg.gob.mx/c/H1960P3GE008/016.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0017,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,17,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/017.jpg,e1a898b5f3bf8b6b7da2bd0e96928075c442332ed1c1ebffa403685cd8b5a1fa,68263,https://historico.conaliteg.gob.mx/c/H1960P3GE008/017.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0018,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,18,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/018.jpg,583367eae8eeaef6f8d124ef1bccd24aef477c4553ab18f21582369d44cd4558,42119,https://historico.conaliteg.gob.mx/c/H1960P3GE008/018.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0019,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,19,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/019.jpg,5c10b4b2819a8ccf0993bbef2db2c3bf1e037367893a0d824a75362a02b2d3d0,65093,https://historico.conaliteg.gob.mx/c/H1960P3GE008/019.jpg,source_jpeg,
LTMD_U1_W6_GEOGRAPHY_ATLAS_TOPOLOGY_0.1,H1960P3GE008:p0020,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,20,direct_source_jpeg,https://historico.conaliteg.gob.mx/c/H1960P3GE008/020.jpg,b12a9147b6d8007858d53b3b9357e536308e113dca6af4f107ba9ca8171014d2,60327,https://historico.conaliteg.gob.mx/c/H1960P3GE008/020.jpg,source_jpeg,
