scope_version,viewer_key,catalog_generation,grade_code,title_core,source_url,operational_domain
LTMD_U1_W6_SCOPE_0.1,H1960P3GE008,1960,3,MI CUADERNO DE TRABAJO GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1960P3GE008.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1960P3GE009,1960,3,MI LIBRO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1960P3GE009.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1960P4GE015,1960,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1960P4GE015.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1960P4GE016,1960,4,MI LIBRO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1960P4GE016.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P3GE352,1966,3,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P3GE352.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P3GE353,1966,3,MI LIBRO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P3GE353.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P4GE360,1966,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P4GE360.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P4GE364,1966,4,MI LIBRO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P4GE364.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P5GE367,1966,5,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P5GE367.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P5GE368,1966,5,MI LIBRO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P5GE368.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1966P6GE378,1966,6,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,https://historico.conaliteg.gob.mx/H1966P6GE378.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P4GE196,1993,4,Geografía,https://historico.conaliteg.gob.mx/H1993P4GE196.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P4GE197,1993,4,Atlas de México,https://historico.conaliteg.gob.mx/H1993P4GE197.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P5GE203,1993,5,Geografía,https://historico.conaliteg.gob.mx/H1993P5GE203.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P5GE204,1993,5,Atlas de Geografía Universal,https://historico.conaliteg.gob.mx/H1993P5GE204.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P5GE205,1993,5,Atlas de Geografía Universal,https://historico.conaliteg.gob.mx/H1993P5GE205.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H1993P6GE213,1993,6,Geografía,https://historico.conaliteg.gob.mx/H1993P6GE213.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2008P4GE273,2008,4,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2008P4GE273.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2008P4GE274,2008,4,ATLAS DE MÉXICO,https://historico.conaliteg.gob.mx/H2008P4GE274.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2008P5GE282,2008,5,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2008P5GE282.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2008P5GE283,2008,5,ATLAS DE GEPGRAFÍA UNIVERSAL,https://historico.conaliteg.gob.mx/H2008P5GE283.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2008P6GE289,2008,6,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2008P6GE289.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2011P4GE321,2011,4,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2011P4GE321.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2011P4GE322,2011,4,ATLAS DE MÉXICO,https://historico.conaliteg.gob.mx/H2011P4GE322.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2011P5GE331,2011,5,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2011P5GE331.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2011P5GE332,2011,5,ATLAS DE GEOGRAFÍA UNIVERSAL,https://historico.conaliteg.gob.mx/H2011P5GE332.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2011P6GE341,2011,6,GEOGRAFÍA,https://historico.conaliteg.gob.mx/H2011P6GE341.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2014P4AMA,2014,4,Atlas de México,https://historico.conaliteg.gob.mx/H2014P4AMA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2014P4GEA,2014,4,Geografía,https://historico.conaliteg.gob.mx/H2014P4GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2014P5AGA,2014,5,Atlas de geografía del mundo,https://historico.conaliteg.gob.mx/H2014P5AGA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2014P5GEA,2014,5,Geografía,https://historico.conaliteg.gob.mx/H2014P5GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2014P6GEA,2014,6,Geografía,https://historico.conaliteg.gob.mx/H2014P6GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2018P4AMA,2018,4,Atlas de México,https://historico.conaliteg.gob.mx/H2018P4AMA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2018P4GEA,2018,4,Geografía,https://historico.conaliteg.gob.mx/H2018P4GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2018P5AGA,2018,5,Atlas de geografía del mundo,https://historico.conaliteg.gob.mx/H2018P5AGA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2018P5GEA,2018,5,Geografía,https://historico.conaliteg.gob.mx/H2018P5GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2018P6GEA,2018,6,Geografía,https://historico.conaliteg.gob.mx/H2018P6GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2019P4AMA,2019,4,Atlas de México,https://historico.conaliteg.gob.mx/H2019P4AMA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2019P4GEA,2019,4,Geografía,https://historico.conaliteg.gob.mx/H2019P4GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2019P5AGA,2019,5,Atlas de geografía del mundo,https://historico.conaliteg.gob.mx/H2019P5AGA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2019P5GEA,2019,5,Geografía,https://historico.conaliteg.gob.mx/H2019P5GEA.htm,geografia_atlas
LTMD_U1_W6_SCOPE_0.1,H2019P6GEA,2019,6,Geografía,https://historico.conaliteg.gob.mx/H2019P6GEA.htm,geografia_atlas
