scope_version,viewer_key,catalog_generation,grade_code,title_core,source_url,operational_domain
LTMD_U1_W8_SCOPE_0.1,H2008P2ED259,2008,2,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2008P2ED259.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2008P5ED279,2008,5,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2008P5ED279.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P1ED295,2011,1,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P1ED295.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P2ED302,2011,2,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P2ED302.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P3ED309,2011,3,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P3ED309.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P4ED317,2011,4,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P4ED317.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P5ED327,2011,5,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P5ED327.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2011P6CI337,2011,6,EDUCACIÓN ARTÍSTICA,https://historico.conaliteg.gob.mx/H2011P6CI337.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2014P3EAA,2014,3,Educación Artística,https://historico.conaliteg.gob.mx/H2014P3EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2014P4EAA,2014,4,Educación Artística,https://historico.conaliteg.gob.mx/H2014P4EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2014P5EAA,2014,5,Educación Artística,https://historico.conaliteg.gob.mx/H2014P5EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2014P6EAA,2014,6,Educación Artística,https://historico.conaliteg.gob.mx/H2014P6EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2018P3EAA,2018,3,Educación Artística,https://historico.conaliteg.gob.mx/H2018P3EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2018P4EAA,2018,4,Educación Artística,https://historico.conaliteg.gob.mx/H2018P4EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2018P5EAA,2018,5,Educación Artística,https://historico.conaliteg.gob.mx/H2018P5EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2018P6EAA,2018,6,Educación Artística,https://historico.conaliteg.gob.mx/H2018P6EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2019P3EAA,2019,3,Educación Artística,https://historico.conaliteg.gob.mx/H2019P3EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2019P4EAA,2019,4,Educación Artística,https://historico.conaliteg.gob.mx/H2019P4EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2019P5EAA,2019,5,Educación Artística,https://historico.conaliteg.gob.mx/H2019P5EAA.htm,artes
LTMD_U1_W8_SCOPE_0.1,H2019P6EAA,2019,6,Educación Artística,https://historico.conaliteg.gob.mx/H2019P6EAA.htm,artes
