diagnostic_version,viewer_key,catalog_generation,grade_code,viewer_page,source_image_index,asset_status,http_status,source_asset_url
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,121,121,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/121.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,122,122,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/122.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,123,123,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/123.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,124,124,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/124.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,125,125,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/125.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,126,126,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/126.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,127,127,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/127.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,128,128,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/128.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,129,129,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/129.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P4FCA,2018,4,130,130,terminal_synthetic_candidate,404,https://historico.conaliteg.gob.mx/c/H2018P4FCA/130.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,1,0,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/000.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,2,2,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/002.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,3,3,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/003.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,4,4,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/004.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,5,5,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/005.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,6,6,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/006.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,7,7,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/007.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,8,8,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/008.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,9,9,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/009.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,10,10,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/010.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,11,11,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/011.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,12,12,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/012.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,13,13,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/013.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,14,14,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/014.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,15,15,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/015.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,16,16,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/016.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,17,17,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/017.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,18,18,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/018.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,19,19,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/019.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,20,20,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/020.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,21,21,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/021.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,22,22,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/022.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,23,23,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/023.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,24,24,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/024.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,25,25,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/025.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,26,26,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/026.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,27,27,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/027.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,28,28,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/028.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,29,29,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/029.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,30,30,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/030.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,31,31,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/031.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,32,32,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/032.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,33,33,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/033.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,34,34,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/034.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,35,35,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/035.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,36,36,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/036.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,37,37,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/037.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,38,38,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/038.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,39,39,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/039.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,40,40,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/040.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,41,41,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/041.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,42,42,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/042.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,43,43,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/043.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,44,44,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/044.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,45,45,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/045.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,46,46,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/046.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,47,47,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/047.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,48,48,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/048.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,49,49,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/049.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,50,50,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/050.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,51,51,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/051.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,52,52,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/052.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,53,53,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/053.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,54,54,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/054.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,55,55,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/055.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,56,56,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/056.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,57,57,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/057.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,58,58,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/058.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,59,59,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/059.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,60,60,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/060.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,61,61,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/061.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,62,62,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/062.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,63,63,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/063.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,64,64,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/064.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,65,65,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/065.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,66,66,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/066.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,67,67,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/067.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,68,68,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/068.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,69,69,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/069.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,70,70,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/070.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,71,71,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/071.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,72,72,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/072.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,73,73,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/073.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,74,74,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/074.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,75,75,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/075.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,76,76,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/076.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,77,77,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/077.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,78,78,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/078.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,79,79,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/079.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,80,80,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/080.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,81,81,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/081.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,82,82,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/082.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,83,83,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/083.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,84,84,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/084.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,85,85,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/085.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,86,86,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/086.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,87,87,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/087.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,88,88,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/088.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,89,89,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/089.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,90,90,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/090.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,91,91,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/091.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,92,92,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/092.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,93,93,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/093.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,94,94,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/094.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,95,95,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/095.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,96,96,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/096.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,97,97,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/097.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,98,98,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/098.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,99,99,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/099.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,100,100,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/100.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,101,101,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/101.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,102,102,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/102.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,103,103,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/103.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,104,104,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/104.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,105,105,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/105.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,106,106,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/106.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,107,107,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/107.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,108,108,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/108.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,109,109,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/109.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,110,110,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/110.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,111,111,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/111.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,112,112,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/112.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,113,113,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/113.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,114,114,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/114.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,115,115,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/115.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,116,116,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/116.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,117,117,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/117.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,118,118,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/118.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,119,119,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/119.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,120,120,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/120.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,121,121,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/121.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,122,122,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/122.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,123,123,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/123.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,124,124,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/124.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,125,125,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/125.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,126,126,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/126.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,127,127,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/127.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,128,128,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/128.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,129,129,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/129.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,130,130,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/130.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,131,131,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/131.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,132,132,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/132.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,133,133,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/133.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,134,134,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/134.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,135,135,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/135.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,136,136,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/136.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,137,137,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/137.jpg
LTMD_U1_W7_WITHHELD_SOURCE_GAPS_0.1,H2018P5FCA,2018,5,138,138,internal_unserved,404,https://historico.conaliteg.gob.mx/c/H2018P5FCA/138.jpg
