manifest_version,page_id,book_id,viewer_key,catalog_generation,grade_code,title_core,viewer_page,source_image_index,processing_mode,source_provenance,source_asset_url,byte_size,sha256,asset_status
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P001,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,1,0,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/000.jpg,275194,f603609348394476ad12cb184f37b6131e83433c65318444c7f55874481528dc,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P002,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,2,2,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/002.jpg,309407,8763cd940090e347ad2613479858fe14bc84ffaeec9c2b167326619051e89c44,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P003,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,3,3,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/003.jpg,292592,c38a139b33111af4e0eb2cd4606400df329ae151513aa5279127c32f64079d6e,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P004,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,4,4,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/004.jpg,228319,4a79fabf8f977303735316ac00225f310e64fc237d08155e5c19ad7c700963f5,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P005,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,5,5,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/005.jpg,272631,8a27dadd9bb68ada7a833ce406c0ca9f93071dcee71fdb2cbcaa6b86cbd85367,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P006,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,6,6,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/006.jpg,293972,86e3b1585209591e3335480c6ff81992802beff7038b35d029a29a3dd11c4c32,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P007,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,7,7,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/007.jpg,382626,f24fcbaf9fa5facbf6fb963fbf2bcfdfb257681c492e175e64185bdb5b462acd,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P008,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,8,8,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/008.jpg,200957,e95f103dd1ec33fe5a49ecb8625be5e9c51fa2c7bd4cc8eee2c14198f677fb1b,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P009,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,9,9,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/009.jpg,224285,ea523c0d5e2c8d0af013c8673eff8a5b993e0e56aef215c245ff7d3ec42deedc,source_jpeg
LTMD_U1_W9_EDUCACION_FISICA_PROCESSING_TOPOLOGY_0.1,U1-H2008P1ED252-P010,H2008P1ED252,H2008P1ED252,2008,1,EDUCACION FISICA,10,10,direct_canonical,official_conaliteg_source_jpeg_sha256_verified,https://historico.conaliteg.gob.mx/c/H2008P1ED252/010.jpg,249832,7cae68995bfbbc0d76547ef2994f26b2d599f6282a9721702daff25068666197,source_jpeg
