admissibility_version,viewer_key,catalog_generation,grade_code,title_core,identity_reconciliation_state,source_admissible,source_status,source_reason,source_ready,relation_type,canonical_processing_viewer_key,is_canonical_processing_object,declared_positions,canonical_source_pages,persistent_unresolved_source_gaps,alias_state,text_verified,semantic_ready,source_url
LTMD_U1_W10_SOURCE_PROBE_0.1,H1960P5MA021,1960,5,"MI LIBRO, SEGUNDA PARTE ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1960P5MA021,1,211,210,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1960P5MA021.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P2MA349,1966,2,MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P2MA349,1,115,114,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P2MA349.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P3ES351,1966,3,"MI CUADERNO DE TRABAJO DE LENGUA NACIONAL, HISTORIA Y CIVISMO",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P3ES351,1,211,210,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P3ES351.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P3HI354,1966,3,MI LIBRO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P3HI354,1,131,130,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P3HI354.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P3MA355,1966,3,"MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P3MA355,1,219,218,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P3MA355.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P3MA356,1966,3,"MI LIBRO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P3MA356,1,211,210,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P3MA356.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P3MA357,1966,3,"MI LIBRO, SEGUNDA PARTE, ARITMÉTICA Y GEOMETRIA, ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P3MA357,1,195,194,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P3MA357.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P4ES359,1966,4,"MI CUADERNO DE TRABAJO DE LENGUA NACIONAL, HISTORIA Y CIVISMO",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P4ES359,1,235,234,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P4ES359.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P4HI361,1966,4,MI LIBRO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P4HI361,1,193,192,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P4HI361.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P4MA362,1966,4,"MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P4MA362,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P4MA362.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P4MA363,1966,4,"MI LIBRO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P4MA363,1,227,226,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P4MA363.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P5HI369,1966,5,MI CUADERNO DE TRABAJO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P5HI369,1,131,130,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P5HI369.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P5HI370,1966,5,MI LIBRO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P5HI370,1,227,226,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P5HI370.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P5MA371,1966,5,MI CUADERNO DE TRABAJO. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P5MA371,1,259,258,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P5MA371.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P5MA372,1966,5,MI LIBRO DE ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P5MA372,1,227,226,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P5MA372.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P5MA373,1966,5,"MI LIBRO, SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P5MA373,1,211,210,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P5MA373.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P6HI379,1966,6,MI CUADERNO DE TRABAJO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P6HI379,1,131,130,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P6HI379.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P6HI380,1966,6,MI LIBRO DE HISTORIA Y CIVISMO,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P6HI380,1,259,258,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P6HI380.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P6MA381,1966,6,MI LIBRO DE ARITMÉTICA Y GEOMETRÍA,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P6MA381,1,131,130,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P6MA381.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1966P6MA382,1966,6,MI CUADERNO DE TRABAJO. ARITMÉTICA Y GEOMETRÍA,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1966P6MA382,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1966P6MA382.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1972P1CI059,1972,1,"CIENCIAS NATURALES, CIENCIAS SOCIALES",exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1972P1CI059,1,131,130,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1972P1CI059.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1972P3CI071,1972,3,CIENCIAS NATURALES-CIENCIAS SOCIALES,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1972P3CI071,1,227,226,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1972P3CI071.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI157,1993,3,Aguascalientes. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI157,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI157.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI158,1993,3,Baja California. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI158,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI158.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI159,1993,3,Baja California Sur. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI159,1,161,160,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI159.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI160,1993,3,Campeche. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI160,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI160.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI161,1993,3,Chiapas. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI161,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI161.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI162,1993,3,Chihuahua. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI162,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI162.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI163,1993,3,Distrito Federal. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI163,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI163.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI164,1993,3,Coahuila. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI164,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI164.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI165,1993,3,Colima. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI165,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI165.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI166,1993,3,Durango. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI166,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI166.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI167,1993,3,Guanajuato. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI167,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI167.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI168,1993,3,Guerrero. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI168,1,161,160,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI168.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI169,1993,3,Hidalgo. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI169,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI169.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI170,1993,3,Jalisco. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI170,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI170.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI171,1993,3,México. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI171,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI171.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI172,1993,3,Michoacán. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI172,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI172.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI173,1993,3,Morelos. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI173,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI173.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI174,1993,3,Nayarit. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI174,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI174.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI175,1993,3,Nuevo León. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI175,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI175.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI176,1993,3,Oaxaca. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI176,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI176.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI177,1993,3,Puebla. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI177,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI177.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI178,1993,3,Querétaro. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI178,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI178.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI179,1993,3,Quintana Roo. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI179,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI179.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI180,1993,3,San Luis Potosí. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI180,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI180.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI181,1993,3,Sinaloa. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI181,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI181.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI182,1993,3,Sonora. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI182,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI182.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI183,1993,3,Tabasco. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI183,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI183.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI184,1993,3,Tamaulipas. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI184,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI184.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI185,1993,3,Tlaxcala. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI185,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI185.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI186,1993,3,Veracruz. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI186,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI186.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI187,1993,3,Yucatán. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI187,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI187.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H1993P3HI188,1993,3,Zacatecas. Historia y Geografía,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H1993P3HI188,1,165,164,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H1993P3HI188.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H2008P1CI249,2008,1,EXPLORACION DE LA NATURALEZA Y LA SOCIEDAD,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H2008P1CI249,1,163,162,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H2008P1CI249.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H2011P1CI293,2011,1,EXPLORACIÓN DE LA NATURALEZA Y LA SOCIEDAD,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H2011P1CI293,1,170,169,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H2011P1CI293.htm
LTMD_U1_W10_SOURCE_PROBE_0.1,H2011P2CI300,2011,2,EXPLORACIÓN DE LA NATURALEZA Y LA SOCIEDAD,exact_1_to_1,1,SOURCE_ADMISSIBLE,exact_1_to_1; official dynamic architecture/configuration; served JPEG sequence has no internal gaps or probe errors,full,direct_canonical,H2011P2CI300,1,162,161,0,no_alias,0,0,https://historico.conaliteg.gob.mx/H2011P2CI300.htm
