viewer_key,page_id,observed_fragment_count,max_sequence,missing_sequence_slots,missing_slot_count
H2014P4AMA,H2014P4AMA:p0016,20,21,5,1
H2014P4AMA,H2014P4AMA:p0035,18,19,9,1
H2014P4AMA,H2014P4AMA:p0036,35,36,8,1
H2014P4AMA,H2014P4AMA:p0048,17,18,9,1
H2014P4AMA,H2014P4AMA:p0054,18,19,9,1
H2014P4AMA,H2014P4AMA:p0059,11,12,3,1
H2014P4AMA,H2014P4AMA:p0061,19,20,12,1
H2014P4AMA,H2014P4AMA:p0065,47,48,1,1
H2014P4AMA,H2014P4AMA:p0069,47,48,26,1
H2014P4AMA,H2014P4AMA:p0073,48,49,1,1
H2014P4AMA,H2014P4AMA:p0074,37,39,17 27,2
H2014P4AMA,H2014P4AMA:p0083,51,53,42 47,2
H2014P4AMA,H2014P4AMA:p0091,65,66,38,1
H2014P4AMA,H2014P4AMA:p0097,44,45,26,1
H2014P4AMA,H2014P4AMA:p0103,68,69,40,1
H2014P4AMA,H2014P4AMA:p0105,43,46,1 5 7,3
H2014P4AMA,H2014P4AMA:p0106,24,25,13,1
H2014P4AMA,H2014P4AMA:p0107,53,55,1 4,2
H2014P4AMA,H2014P4AMA:p0108,43,44,38,1
H2014P4AMA,H2014P4AMA:p0113,49,50,15,1
H2014P4AMA,H2014P4AMA:p0115,35,36,6,1
H2014P4AMA,H2014P4AMA:p0117,21,22,1,1
H2014P4AMA,H2014P4AMA:p0119,50,51,8,1
H2014P4AMA,H2014P4AMA:p0126,38,39,9,1
H2014P4GEA,H2014P4GEA:p0070,30,31,27,1
H2014P4GEA,H2014P4GEA:p0118,12,13,7,1
H2014P4GEA,H2014P4GEA:p0136,40,41,15,1
H2014P4GEA,H2014P4GEA:p0145,29,30,1,1
H2014P4GEA,H2014P4GEA:p0157,32,33,30,1
H2014P4GEA,H2014P4GEA:p0173,7,8,1,1
H2014P4GEA,H2014P4GEA:p0199,27,32,9 20 23 26 30,5
H2014P5GEA,H2014P5GEA:p0070,37,41,5 14 30 38,4
H2014P5GEA,H2014P5GEA:p0091,20,21,5,1
H2014P5GEA,H2014P5GEA:p0104,47,49,7 16,2
H2014P5GEA,H2014P5GEA:p0117,20,21,20,1
H2014P5GEA,H2014P5GEA:p0143,20,21,19,1
H2014P5GEA,H2014P5GEA:p0144,44,45,37,1
H2014P5GEA,H2014P5GEA:p0171,15,16,11,1
H2014P5GEA,H2014P5GEA:p0184,32,33,29,1
H2014P5GEA,H2014P5GEA:p0207,28,36,10 13 16 19 22 25 28 31,8
H2014P6GEA,H2014P6GEA:p0040,31,32,8,1
H2014P6GEA,H2014P6GEA:p0044,15,16,2,1
H2014P6GEA,H2014P6GEA:p0074,21,22,19,1
H2014P6GEA,H2014P6GEA:p0096,15,16,2,1
H2014P6GEA,H2014P6GEA:p0166,23,24,9,1
H2014P6GEA,H2014P6GEA:p0167,5,6,4,1
H2014P6GEA,H2014P6GEA:p0169,25,26,19,1
H2014P6GEA,H2014P6GEA:p0177,19,23,6 8 11 13,4
H2019P4AMA,H2019P4AMA:p0013,22,23,22,1
H2019P4AMA,H2019P4AMA:p0041,15,16,2,1
H2019P4AMA,H2019P4AMA:p0073,54,56,4 35,2
H2019P4AMA,H2019P4AMA:p0074,37,38,20,1
H2019P4AMA,H2019P4AMA:p0083,53,54,52,1
H2019P4AMA,H2019P4AMA:p0085,32,34,16 17,2
H2019P4AMA,H2019P4AMA:p0093,87,89,4 11,2
H2019P4AMA,H2019P4AMA:p0095,51,53,12 37,2
H2019P4AMA,H2019P4AMA:p0097,64,66,4 46,2
H2019P4AMA,H2019P4AMA:p0098,41,42,7,1
H2019P4AMA,H2019P4AMA:p0105,47,48,5,1
H2019P4AMA,H2019P4AMA:p0109,32,33,17,1
H2019P4AMA,H2019P4AMA:p0117,57,58,32,1
H2019P4GEA,H2019P4GEA:p0019,9,10,6,1
H2019P4GEA,H2019P4GEA:p0047,19,21,15 17,2
H2019P4GEA,H2019P4GEA:p0100,16,17,15,1
H2019P4GEA,H2019P4GEA:p0104,13,14,7,1
H2019P4GEA,H2019P4GEA:p0130,18,19,7,1
H2019P4GEA,H2019P4GEA:p0157,24,25,17,1
H2019P4GEA,H2019P4GEA:p0199,27,36,9 12 15 18 21 24 27 30 34,9
H2019P5AGA,H2019P5AGA:p0015,28,29,24,1
H2019P5AGA,H2019P5AGA:p0022,15,16,10,1
H2019P5GEA,H2019P5GEA:p0033,20,21,15,1
H2019P5GEA,H2019P5GEA:p0036,19,20,10,1
H2019P5GEA,H2019P5GEA:p0053,19,20,8,1
H2019P5GEA,H2019P5GEA:p0063,15,16,10,1
H2019P5GEA,H2019P5GEA:p0091,20,21,4,1
H2019P5GEA,H2019P5GEA:p0104,50,54,17 26 34 43,4
H2019P5GEA,H2019P5GEA:p0121,13,14,8,1
H2019P5GEA,H2019P5GEA:p0144,35,36,13,1
H2019P6GEA,H2019P6GEA:p0082,19,20,12,1
H2019P6GEA,H2019P6GEA:p0098,12,13,3,1
H2019P6GEA,H2019P6GEA:p0140,17,18,1,1
H2019P6GEA,H2019P6GEA:p0161,19,20,13,1
