viewer_key,page_id,observed_fragment_count,max_sequence,missing_sequence_slots,missing_slot_count
H1960P3GE008,H1960P3GE008:p0015,12,15,6 9 11,3
H1960P3GE008,H1960P3GE008:p0020,16,19,4 8 10,3
H1960P3GE008,H1960P3GE008:p0028,11,12,11,1
H1960P3GE008,H1960P3GE008:p0035,6,10,2 5 7 9,4
H1960P3GE008,H1960P3GE008:p0037,24,26,11 18,2
H1960P3GE008,H1960P3GE008:p0041,16,17,9,1
H1960P3GE008,H1960P3GE008:p0043,7,8,3,1
H1960P3GE008,H1960P3GE008:p0044,7,11,3 6 8 10,4
H1960P3GE008,H1960P3GE008:p0049,11,14,4 7 12,3
H1960P3GE008,H1960P3GE008:p0059,14,15,4,1
H1960P3GE009,H1960P3GE009:p0038,15,16,2,1
H1960P3GE009,H1960P3GE009:p0040,5,6,5,1
H1960P3GE009,H1960P3GE009:p0062,9,10,1,1
H1960P4GE015,H1960P4GE015:p0047,17,18,13,1
H1960P4GE015,H1960P4GE015:p0055,4,5,1,1
H1960P4GE015,H1960P4GE015:p0058,8,9,1,1
H1960P4GE016,H1960P4GE016:p0037,15,16,1,1
H1960P4GE016,H1960P4GE016:p0112,7,8,2,1
H1966P3GE352,H1966P3GE352:p0009,9,13,3 7 9 12,4
H1966P3GE352,H1966P3GE352:p0015,12,15,6 8 10,3
H1966P3GE352,H1966P3GE352:p0028,11,12,11,1
H1966P3GE352,H1966P3GE352:p0035,12,17,3 6 9 12 15,5
H1966P3GE352,H1966P3GE352:p0037,23,27,3 10 12 25,4
H1966P3GE352,H1966P3GE352:p0049,10,13,4 7 11,3
H1966P3GE353,H1966P3GE353:p0052,9,10,4,1
H1966P4GE360,H1966P4GE360:p0019,13,14,5,1
H1966P4GE360,H1966P4GE360:p0060,6,7,2,1
H1966P4GE360,H1966P4GE360:p0064,22,24,17 21,2
H1966P4GE360,H1966P4GE360:p0071,6,7,1,1
H1966P5GE367,H1966P5GE367:p0042,13,14,8,1
H1966P5GE367,H1966P5GE367:p0067,6,7,1,1
H1966P5GE367,H1966P5GE367:p0069,8,9,6,1
H1966P5GE367,H1966P5GE367:p0079,14,15,13,1
H1966P5GE367,H1966P5GE367:p0101,6,7,6,1
H1966P5GE368,H1966P5GE368:p0068,7,8,7,1
H1966P5GE368,H1966P5GE368:p0077,4,5,2,1
H1966P5GE368,H1966P5GE368:p0104,17,18,13,1
H1966P5GE368,H1966P5GE368:p0135,7,8,1,1
H1966P5GE368,H1966P5GE368:p0170,18,19,9,1
H1966P5GE368,H1966P5GE368:p0191,7,8,3,1
H1966P6GE378,H1966P6GE378:p0010,16,17,8,1
H1966P6GE378,H1966P6GE378:p0012,9,10,1,1
H1966P6GE378,H1966P6GE378:p0018,11,12,1,1
H1966P6GE378,H1966P6GE378:p0115,17,18,17,1
H1966P6GE378,H1966P6GE378:p0120,5,6,2,1
H1993P4GE196,H1993P4GE196:p0041,36,37,20,1
H1993P4GE196,H1993P4GE196:p0049,34,35,30,1
H1993P4GE196,H1993P4GE196:p0075,13,14,2,1
H1993P4GE196,H1993P4GE196:p0089,11,12,4,1
H1993P4GE196,H1993P4GE196:p0102,28,30,19 21,2
H1993P4GE196,H1993P4GE196:p0128,29,30,12,1
H1993P4GE196,H1993P4GE196:p0130,26,27,18,1
H1993P4GE196,H1993P4GE196:p0132,31,32,26,1
H1993P4GE196,H1993P4GE196:p0139,33,35,26 29,2
H1993P4GE197,H1993P4GE197:p0031,14,16,8 10,2
H1993P4GE197,H1993P4GE197:p0047,21,22,16,1
H1993P4GE197,H1993P4GE197:p0076,25,26,12,1
H1993P4GE197,H1993P4GE197:p0102,38,39,20,1
H1993P4GE197,H1993P4GE197:p0120,31,32,26,1
H1993P5GE203,H1993P5GE203:p0018,13,14,8,1
H1993P5GE203,H1993P5GE203:p0088,6,7,3,1
H1993P5GE203,H1993P5GE203:p0155,24,25,24,1
H1993P5GE203,H1993P5GE203:p0171,28,29,28,1
H1993P5GE204,H1993P5GE204:p0010,10,11,1,1
H1993P5GE204,H1993P5GE204:p0012,18,19,13,1
H1993P5GE204,H1993P5GE204:p0016,11,12,2,1
H1993P5GE204,H1993P5GE204:p0019,7,8,1,1
H1993P5GE204,H1993P5GE204:p0047,14,15,1,1
H1993P5GE204,H1993P5GE204:p0057,21,22,11,1
H1993P5GE205,H1993P5GE205:p0013,21,22,19,1
H1993P5GE205,H1993P5GE205:p0060,15,16,4,1
H1993P6GE213,H1993P6GE213:p0010,15,16,10,1
H1993P6GE213,H1993P6GE213:p0030,39,40,26,1
H1993P6GE213,H1993P6GE213:p0132,28,29,9,1
H2008P4GE273,H2008P4GE273:p0041,36,37,20,1
H2008P4GE273,H2008P4GE273:p0049,34,35,30,1
H2008P4GE273,H2008P4GE273:p0075,13,14,2,1
H2008P4GE273,H2008P4GE273:p0089,11,12,4,1
H2008P4GE273,H2008P4GE273:p0102,28,30,19 21,2
H2008P4GE273,H2008P4GE273:p0128,29,30,12,1
H2008P4GE273,H2008P4GE273:p0130,26,27,18,1
H2008P4GE273,H2008P4GE273:p0132,31,32,26,1
H2008P4GE273,H2008P4GE273:p0139,33,35,26 29,2
H2008P4GE274,H2008P4GE274:p0029,24,25,16,1
H2008P4GE274,H2008P4GE274:p0048,18,19,18,1
H2008P4GE274,H2008P4GE274:p0055,39,40,25,1
H2008P4GE274,H2008P4GE274:p0062,38,39,13,1
H2008P4GE274,H2008P4GE274:p0063,40,41,3,1
H2008P4GE274,H2008P4GE274:p0065,34,37,18 31 32,3
H2008P4GE274,H2008P4GE274:p0077,22,23,19,1
H2008P4GE274,H2008P4GE274:p0078,34,35,12,1
H2008P4GE274,H2008P4GE274:p0095,27,28,21,1
H2008P4GE274,H2008P4GE274:p0102,27,29,1 23,2
H2008P4GE274,H2008P4GE274:p0103,42,44,30 31,2
H2008P4GE274,H2008P4GE274:p0105,38,39,13,1
H2008P5GE282,H2008P5GE282:p0032,17,18,14,1
H2008P5GE282,H2008P5GE282:p0048,22,23,22,1
H2008P5GE282,H2008P5GE282:p0058,18,19,17,1
H2008P5GE282,H2008P5GE282:p0072,28,32,1 9 20 26,4
H2008P5GE282,H2008P5GE282:p0092,19,20,9,1
H2008P5GE282,H2008P5GE282:p0102,17,18,5,1
H2008P5GE282,H2008P5GE282:p0106,50,52,23 35,2
H2008P5GE282,H2008P5GE282:p0113,21,24,13 15 17,3
H2008P5GE282,H2008P5GE282:p0119,17,18,15,1
H2008P5GE282,H2008P5GE282:p0132,19,20,13,1
H2008P5GE282,H2008P5GE282:p0145,11,12,8,1
H2008P5GE282,H2008P5GE282:p0161,7,8,4,1
H2008P5GE282,H2008P5GE282:p0171,17,18,13,1
H2008P5GE282,H2008P5GE282:p0178,13,14,3,1
H2008P5GE283,H2008P5GE283:p0013,25,26,23,1
H2008P5GE283,H2008P5GE283:p0023,9,10,4,1
H2008P5GE283,H2008P5GE283:p0072,34,35,28,1
H2008P6GE289,H2008P6GE289:p0024,16,17,3,1
H2008P6GE289,H2008P6GE289:p0057,17,18,8,1
H2008P6GE289,H2008P6GE289:p0058,26,28,17 21,2
H2011P4GE321,H2011P4GE321:p0098,17,18,9,1
H2011P4GE321,H2011P4GE321:p0125,10,11,1,1
H2011P4GE321,H2011P4GE321:p0132,18,19,18,1
H2011P4GE321,H2011P4GE321:p0145,23,24,17,1
H2011P4GE321,H2011P4GE321:p0146,19,20,9,1
H2011P4GE322,H2011P4GE322:p0041,27,28,6,1
H2011P4GE322,H2011P4GE322:p0056,18,19,5,1
H2011P4GE322,H2011P4GE322:p0067,35,37,18 29,2
H2011P4GE322,H2011P4GE322:p0069,52,53,42,1
H2011P4GE322,H2011P4GE322:p0074,25,26,15,1
H2011P4GE322,H2011P4GE322:p0095,58,60,18 48,2
H2011P4GE322,H2011P4GE322:p0097,21,22,9,1
H2011P4GE322,H2011P4GE322:p0098,37,38,20,1
H2011P4GE322,H2011P4GE322:p0100,26,27,17,1
H2011P4GE322,H2011P4GE322:p0110,23,24,12,1
H2011P4GE322,H2011P4GE322:p0112,32,33,24,1
H2011P4GE322,H2011P4GE322:p0114,27,28,10,1
H2011P4GE322,H2011P4GE322:p0117,42,43,16,1
H2011P4GE322,H2011P4GE322:p0123,42,43,26,1
H2011P5GE331,H2011P5GE331:p0053,23,24,9,1
H2011P5GE331,H2011P5GE331:p0070,25,28,6 17 23,3
H2011P5GE331,H2011P5GE331:p0084,10,11,5,1
H2011P5GE331,H2011P5GE331:p0090,18,19,9,1
H2011P5GE331,H2011P5GE331:p0098,23,24,11,1
H2011P5GE331,H2011P5GE331:p0100,22,23,1,1
H2011P5GE331,H2011P5GE331:p0104,37,41,6 23 32 36,4
H2011P5GE331,H2011P5GE331:p0144,36,37,7,1
H2011P5GE331,H2011P5GE331:p0149,14,15,1,1
H2011P5GE331,H2011P5GE331:p0153,16,17,15,1
H2011P5GE331,H2011P5GE331:p0172,12,13,3,1
H2011P5GE331,H2011P5GE331:p0179,21,22,15,1
H2011P5GE332,H2011P5GE332:p0016,26,27,26,1
H2011P5GE332,H2011P5GE332:p0110,22,23,21,1
H2011P6GE341,H2011P6GE341:p0040,9,11,5 10,2
H2011P6GE341,H2011P6GE341:p0074,10,14,4 6 8 10,4
H2011P6GE341,H2011P6GE341:p0079,16,17,2,1
H2011P6GE341,H2011P6GE341:p0104,11,12,10,1
H2011P6GE341,H2011P6GE341:p0108,11,13,1 9,2
H2011P6GE341,H2011P6GE341:p0114,8,9,1,1
H2011P6GE341,H2011P6GE341:p0149,10,11,1,1
H2011P6GE341,H2011P6GE341:p0150,7,8,4,1
H2011P6GE341,H2011P6GE341:p0163,16,17,1,1
H2011P6GE341,H2011P6GE341:p0167,6,7,4,1
H2011P6GE341,H2011P6GE341:p0182,16,20,6 9 16 19,4
H2011P6GE341,H2011P6GE341:p0184,17,18,17,1
H2011P6GE341,H2011P6GE341:p0190,9,10,1,1
