audit_version,viewer_key,catalog_generation,grade_code,title_core,viewer_ui,ag_clave,declared_positions,source_jpegs,terminal_synthetic_candidates,internal_unserved,probe_errors,source_bytes,unique_source_hashes,direct_asset_ready
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1972P5ES087,1972,5,ESPAÑOL,standard_x_js,H1972P5ES087,291,290,1,0,0,15681983,290,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1972P5ES088,1972,5,ESPAÑOL LECTURAS,standard_x_js,H1972P5ES088,129,128,1,0,0,7294996,128,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1972P6ES092,1972,6,ESPAÑOL EJERCICIOS,standard_x_js,H1972P6ES092,179,178,1,0,0,9271933,178,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1972P6ES093,1972,6,ESPAÑOL LECTURAS,standard_x_js,H1972P6ES093,105,104,1,0,0,5942907,104,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P2ES100,1982,2,MI LIBRO LECTURAS,standard_x_js,H1982P2ES100,147,146,1,0,0,8113195,146,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P3ES104,1982,3,ESPAÑOL EJERCICIOS,standard_x_js,H1982P3ES104,211,210,1,0,0,11054810,210,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P3ES105,1982,3,ESPAÑOL LECTURAS,standard_x_js,H1982P3ES105,115,114,1,0,0,6299969,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P4ES385,1982,4,ESPAÑOL EJERCICIOS,standard_x_js,H1982P4ES385,227,226,1,0,0,12417985,226,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P4ES386,1982,4,ESPAÑOL LECTURAS,standard_x_js,H1982P4ES386,131,130,1,0,0,7547250,130,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P4ES387,1982,4,ESPAÑOL EJERCICIOS Y LECTURAS,standard_x_js,H1982P4ES387,323,322,1,0,0,17952990,322,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P5ES391,1982,5,ESPAÑOL EJERCICIOS,standard_x_js,H1982P5ES391,291,290,1,0,0,15856804,290,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P5ES392,1982,5,ESPAÑOL,standard_x_js,H1982P5ES392,291,290,1,0,0,15681983,290,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P5ES393,1982,5,ESPAÑOL LECTURAS,standard_x_js,H1982P5ES393,129,128,1,0,0,7294996,128,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P6ES397,1982,6,ESPAÑOL EJERCICIOS,standard_x_js,H1982P6ES397,179,178,1,0,0,9271933,178,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1982P6ES398,1982,6,ESPAÑOL LECTURAS,standard_x_js,H1982P6ES398,105,104,1,0,0,5942907,104,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P2ES114,1988,2,ESPAÑOL LECTURAS,standard_x_js,H1988P2ES114,145,144,1,0,0,7863876,144,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P3ES116,1988,3,ESPAÑOL EJERCICIOS,standard_x_js,H1988P3ES116,211,210,1,0,0,11009702,210,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P3ES117,1988,3,ESPAÑOL LECTURA,standard_x_js,H1988P3ES117,115,114,1,0,0,6426734,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P4ES121,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS",standard_x_js,H1988P4ES121,321,320,1,0,0,17132206,320,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P5ES125,1988,5,ESPAÑOL EJERCICIOS,standard_x_js,H1988P5ES125,195,194,1,0,0,10556115,194,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P5ES126,1988,5,ESPAÑOL LECTURA,standard_x_js,H1988P5ES126,131,130,1,0,0,7485960,126,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P6ES131,1988,6,ESPAÑOL EJERCICIOS,standard_x_js,H1988P6ES131,239,238,1,0,0,19462917,238,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1988P6ES132,1988,6,ESPAN?OL LECTURAS,standard_x_js,H1988P6ES132,115,114,1,0,0,12665904,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P1ES135,1993,1,Español actividades,standard_x_js,H1993P1ES135,227,226,1,0,0,12499036,226,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P1ES136,1993,1,Español recortable,standard_x_js,H1993P1ES136,147,146,1,0,0,9186155,146,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P1ES137,1993,1,Español recortable,standard_x_js,H1993P1ES137,83,82,1,0,0,4430354,82,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P1ES138,1993,1,Español Lecturas,standard_x_js,H1993P1ES138,67,66,1,0,0,4025228,66,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P1ES139,1993,1,Español lecturas,horizontal_x_horizontal_js,H1993P1ES139,260,259,1,0,0,57592886,259,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P2ES144,1993,2,Español Actividades,standard_x_js,H1993P2ES144,203,202,1,0,0,11743558,202,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P2ES145,1993,2,Español Recortable,standard_x_js,H1993P2ES145,123,122,1,0,0,6234283,122,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P2ES146,1993,2,Español,standard_x_js,H1993P2ES146,227,226,1,0,0,14292298,226,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P2ES147,1993,2,Español Lecturas,horizontal_x_horizontal_js,H1993P2ES147,259,258,1,0,0,77971053,258,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P2ES148,1993,2,Español Lecturas,standard_x_js,H1993P2ES148,147,146,1,0,0,8352367,146,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P3ES154,1993,3,Español Actividades,standard_x_js,H1993P3ES154,211,210,1,0,0,13304033,210,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P3ES155,1993,3,Español Lecturas,standard_x_js,H1993P3ES155,115,114,1,0,0,7142540,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P3ES156,1993,3,Español Lecturas,standard_x_js,H1993P3ES156,227,226,1,0,0,15352448,226,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P3ES400,1993,3,Español,standard_x_js,H1993P3ES400,179,178,1,0,0,12445365,178,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P4ES193,1993,4,Español,standard_x_js,H1993P4ES193,239,237,1,1,0,52815641,237,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P4ES194,1993,4,Español Lecturas,standard_x_js,H1993P4ES194,115,114,1,0,0,6984803,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P4ES195,1993,4,Español Lecturas,standard_x_js,H1993P4ES195,259,258,1,0,0,18435410,258,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P5ES201,1993,5,Español,standard_x_js,H1993P5ES201,211,210,1,0,0,15529991,210,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P5ES202,1993,5,Español Lecturas,standard_x_js,H1993P5ES202,131,130,1,0,0,7405606,130,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P6ES211,1993,6,Español,standard_x_js,H1993P6ES211,211,210,1,0,0,17066224,210,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H1993P6ES212,1993,6,Español Lecturas,standard_x_js,H1993P6ES212,115,114,1,0,0,6576029,114,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P1ES253,2008,1,ESPAÑOL 1er GRADO,standard_x_js,H2008P1ES253,147,146,1,0,0,8838024,146,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P1ES254,2008,1,ESPAÑOL RECORTABLE,standard_x_js,H2008P1ES254,35,34,1,0,0,1584727,34,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P2ES261,2008,2,ESPAÑOL,standard_x_js,H2008P2ES261,219,218,1,0,0,13920511,218,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P3ES265,2008,3,ESPAÑOL ACTIVIDADES,standard_x_js,H2008P3ES265,210,209,0,1,0,13249868,209,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P3ES266,2008,3,ESPAÑOL LECTURAS,standard_x_js,H2008P3ES266,226,225,0,1,0,15284931,225,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P4ES271,2008,4,ESPAÑOL ACTIVIDADES,standard_x_js,H2008P4ES271,239,237,1,1,0,52805520,237,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P4ES272,2008,4,ESPAÑOL LECTURAS,standard_x_js,H2008P4ES272,257,255,0,2,0,18113914,255,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P5ES281,2008,5,ESPAÑOL,standard_x_js,H2008P5ES281,187,186,1,0,0,53345254,186,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2008P6ES288,2008,6,ESPAÑOL,standard_x_js,H2008P6ES288,139,138,1,0,0,37322393,138,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P1ES297,2011,1,ESPAÑOL,standard_x_js,H2011P1ES297,194,193,1,0,0,32186409,182,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P1ES298,2011,1,ESPAÑOL LECTURAS,standard_x_js,H2011P1ES298,82,81,1,0,0,41529952,81,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P2ES304,2011,2,ESPAÑOL,standard_x_js,H2011P2ES304,218,217,1,0,0,25655532,208,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P2ES305,2011,2,ESPAÑOL LECTURAS,standard_x_js,H2011P2ES305,106,105,0,1,0,42476836,105,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P3ES311,2011,3,ESPAÑOL,standard_x_js,H2011P3ES311,162,161,1,0,0,49969524,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P3ES312,2011,3,ESPAÑOL LECTURAS,standard_x_js,H2011P3ES312,146,145,1,0,0,76859609,145,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P4ES319,2011,4,ESPAÑOL,standard_x_js,H2011P4ES319,162,161,1,0,0,43258861,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P4ES320,2011,4,ESPAÑOL LECTURAS,standard_x_js,H2011P4ES320,186,185,1,0,0,93350299,185,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P5ES329,2011,5,ESPAÑOL,standard_x_js,H2011P5ES329,178,177,1,0,0,72053835,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P5ES330,2011,5,ESPAÑOL LECTURAS,standard_x_js,H2011P5ES330,186,185,1,0,0,100907310,185,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P6ES339,2011,6,ESPAÑOL,standard_x_js,H2011P6ES339,186,185,1,0,0,73559796,185,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2011P6ES340,2011,6,ESPAÑOL LECTURAS,standard_x_js,H2011P6ES340,210,209,1,0,0,105954473,209,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P1ESA,2014,1,Español. Libro para el alumno,standard_x_js,H2014P1ESA,234,233,1,0,0,69681257,233,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P1ESM,2014,1,Español. Libro para el maestro,standard_x_js,H2014P1ESM,282,281,1,0,0,98276667,281,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P1LEA,2014,1,Español. Libro de lectura,horizontal_x_horizontal_js,H2014P1LEA,162,161,1,0,0,77611403,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P2ESA,2014,2,Español. Libro para el alumno,standard_x_js,H2014P2ESA,257,256,0,1,0,82399124,256,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P2ESM,2014,2,Español. Libro para el maestro,standard_x_js,H2014P2ESM,290,289,1,0,0,121998553,289,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P2LEA,2014,2,Español. Libro de lectura,horizontal_x_horizontal_js,H2014P2LEA,162,161,1,0,0,97185829,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P3ESA,2014,3,Español,standard_x_js,H2014P3ESA,162,161,1,0,0,69497646,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P3LEA,2014,3,Español. Libro de lectura,standard_x_js,H2014P3LEA,162,161,1,0,0,96334680,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P4ESA,2014,4,Español,standard_x_js,H2014P4ESA,162,161,1,0,0,69330178,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P4LEA,2014,4,Español. Libro de lectura,standard_x_js,H2014P4LEA,162,161,1,0,0,52351740,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P5ESA,2014,5,Español,standard_x_js,H2014P5ESA,178,177,1,0,0,85689767,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P5LEA,2014,5,Español. Libro de lectura,standard_x_js,H2014P5LEA,162,161,1,0,0,54172140,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P6ESA,2014,6,Español,standard_x_js,H2014P6ESA,186,185,1,0,0,85531213,185,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2014P6LEA,2014,6,Español. Libro de lectura,standard_x_js,H2014P6LEA,162,161,1,0,0,48560335,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P1ESA,2018,1,Lengua materna. Español,standard_x_js,H2018P1ESA,226,225,1,0,0,144998209,225,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P1ESM,2018,1,Lengua materna. Español. Docente,standard_x_js,H2018P1ESM,178,177,1,0,0,98019301,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P1LEA,2018,1,Lengua materna. Español lecturas,standard_x_js,H2018P1LEA,130,129,1,0,0,36520844,129,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P2ESA,2018,2,Lengua materna. Español,standard_x_js,H2018P2ESA,226,225,1,0,0,123276480,225,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P2ESM,2018,2,Lengua materna. Español. Docente,standard_x_js,H2018P2ESM,178,177,1,0,0,66925082,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P2LEA,2018,2,Lengua materna. Español lecturas,standard_x_js,H2018P2LEA,146,145,1,0,0,42829935,145,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P3ESA,2018,3,Español,standard_x_js,H2018P3ESA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P3LEA,2018,3,Español. Libro de lectura,standard_x_js,H2018P3LEA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P4ESA,2018,4,Español,standard_x_js,H2018P4ESA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P4LEA,2018,4,Español. Libro de lectura,standard_x_js,H2018P4LEA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P5ESA,2018,5,Español,standard_x_js,H2018P5ESA,178,0,1,177,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P5LEA,2018,5,Español. Libro de lectura,standard_x_js,H2018P5LEA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P6ESA,2018,6,Español,standard_x_js,H2018P6ESA,186,0,1,185,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2018P6LEA,2018,6,Español. Libro de lectura,standard_x_js,H2018P6LEA,162,0,1,161,0,0,0,0
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P1ESA,2019,1,Lengua materna. Español,standard_x_js,H2019P1ESA,226,225,1,0,0,22414078,225,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P1ESM,2019,1,Lengua materna. Español. Docente,standard_x_js,H2019P1ESM,178,177,1,0,0,27366497,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P1LEA,2019,1,Lengua materna. Español lecturas,standard_x_js,H2019P1LEA,130,129,1,0,0,16070877,129,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P2ESA,2019,2,Lengua materna. Español,standard_x_js,H2019P2ESA,226,225,1,0,0,21642422,225,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P2ESM,2019,2,Lengua materna. Español. Docente,standard_x_js,H2019P2ESM,178,177,1,0,0,27390977,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P2LEA,2019,2,Lengua materna. Español lecturas,standard_x_js,H2019P2LEA,146,145,1,0,0,19052370,145,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P3ESA,2019,3,Español,standard_x_js,H2019P3ESA,162,161,1,0,0,19135918,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P3LEA,2019,3,Español. Libro de lectura,standard_x_js,H2019P3LEA,162,161,1,0,0,19973719,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P4ESA,2019,4,Español,standard_x_js,H2019P4ESA,162,161,1,0,0,18453984,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P4LEA,2019,4,Español. Libro de lectura,standard_x_js,H2019P4LEA,162,161,1,0,0,41862713,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P5ESA,2019,5,Español,standard_x_js,H2019P5ESA,178,177,1,0,0,21940093,177,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P5LEA,2019,5,Español. Libro de lectura,standard_x_js,H2019P5LEA,162,161,1,0,0,62452746,161,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P6ESA,2019,6,Español,standard_x_js,H2019P6ESA,186,185,1,0,0,22247043,185,1
LTMD_U1_W3_SPANISH_ASSET_AUDIT_0.1,H2019P6LEA,2019,6,Español. Libro de lectura,standard_x_js,H2019P6LEA,162,161,1,0,0,54033097,161,1
