comparison_version,viewer_key,official_code,candidate_label,candidate_base,viewer_page,source_image_index,asset_status_historical,historical_url,official_url,http_status,content_type,byte_size,jpeg_magic,historical_sha256,official_sha256,sha256_match,error
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,18,18,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/018.jpg,https://libros.conaliteg.gob.mx/c/P3COL/018.jpg,404,,0,0,a16a079f1024b49d216e96a5597f5f7a101ba6cf00dd734b0945f0c50aa7361b,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,19,19,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/019.jpg,https://libros.conaliteg.gob.mx/c/P3COL/019.jpg,404,,0,0,0b227a2a753799ee6a961728b60ddeaf4a4bf2153466f184a19b97ec9c3f1790,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,20,20,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/020.jpg,https://libros.conaliteg.gob.mx/c/P3COL/020.jpg,404,,0,0,566d43e899fcc9b41ffdcd667e4a690cfd32c09d1e664da7595f1b04a57ce85c,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,21,21,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/021.jpg,https://libros.conaliteg.gob.mx/c/P3COL/021.jpg,404,,0,0,89407fe16b114da96df9863da490fc1a1b0660d7e04d87f529c2b37e91b62b09,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,22,22,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/022.jpg,https://libros.conaliteg.gob.mx/c/P3COL/022.jpg,404,,0,0,2152a57cc4dba6f105bc0bb06a5b98dd1eb50162799ec7c30d244cac5a213377,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,23,23,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/023.jpg,https://libros.conaliteg.gob.mx/c/P3COL/023.jpg,404,,0,0,92762591fabdace9c6a8127f17b15b034fb8d3e6604d80f9eb5015f157acc1ff,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,24,24,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/024.jpg,https://libros.conaliteg.gob.mx/c/P3COL/024.jpg,404,,0,0,738e2db2483f0536f4208d4647a911270a730545b70ab213ade9add412fb2fca,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,25,25,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/025.jpg,https://libros.conaliteg.gob.mx/c/P3COL/025.jpg,404,,0,0,21fa6d9cbf3604b4b12e57f759a0c0bce63eceb1aa76ef3244f7e96bd7c45562,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,26,26,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/026.jpg,https://libros.conaliteg.gob.mx/c/P3COL/026.jpg,404,,0,0,d40c89f7cf6aca076dff4ee4487162e76f445010d8ac805227c8ba2f2c9f4cc6,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,27,27,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/027.jpg,https://libros.conaliteg.gob.mx/c/P3COL/027.jpg,404,,0,0,bc8fc9bbb3ceebf019a556773a2fc325d39a92ef94fbe7004375f0583ab7102d,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,28,28,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/028.jpg,https://libros.conaliteg.gob.mx/c/P3COL/028.jpg,404,,0,0,0a9f5e1d5ddc1b81a64888746c09ab1e87a1491f77071212ffe7030c482ce2ac,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,29,29,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/029.jpg,https://libros.conaliteg.gob.mx/c/P3COL/029.jpg,404,,0,0,c6b5a3fe150ab4a8623a78573ce3ab435bfc7b338beaaebf41df4b044e0031b3,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,30,30,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/030.jpg,https://libros.conaliteg.gob.mx/c/P3COL/030.jpg,404,,0,0,80eac6599e9095a6e1ec8124be068934977453b282a15811d36484c083643881,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,31,31,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/031.jpg,https://libros.conaliteg.gob.mx/c/P3COL/031.jpg,404,,0,0,98596d339f0d48a22f15f8470be233ff358147aa4f3373ae1008b0f9fe4915b5,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,32,32,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/032.jpg,https://libros.conaliteg.gob.mx/c/P3COL/032.jpg,404,,0,0,047a412bf7192258977245fdc71af4be36d4fba5dcffcadd4f2364f8655207f5,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,33,33,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/033.jpg,https://libros.conaliteg.gob.mx/c/P3COL/033.jpg,404,,0,0,64a50b2f4f4a28bcaf8eaf1aab97f2c8d9c1f107f6ebe641772bd790d655c13e,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,34,34,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/034.jpg,https://libros.conaliteg.gob.mx/c/P3COL/034.jpg,404,,0,0,6230cfdda3ce42c0401a31c44fa71f952b5e568d3fc684fce5a64890019cf1c4,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,35,35,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/035.jpg,https://libros.conaliteg.gob.mx/c/P3COL/035.jpg,404,,0,0,8ec3e75936700a6951207f3be828dca97c7ee16651bef2b49bde0b05b5a50bcb,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,36,36,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/036.jpg,https://libros.conaliteg.gob.mx/c/P3COL/036.jpg,404,,0,0,4e19ee8e0997f66024f5793d5a0f4542c54e87c0d07a8fb6541edfc2799f0d94,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,37,37,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/037.jpg,https://libros.conaliteg.gob.mx/c/P3COL/037.jpg,404,,0,0,b2a84d377a8260d3c13a2e0465577288b9c1f46ff47252dde994700acc639112,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,38,38,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/038.jpg,https://libros.conaliteg.gob.mx/c/P3COL/038.jpg,404,,0,0,0d75594b0e03cadcc6dbfd12797e4eb1623c7ebef08230e9f571e4e965a196b0,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,39,39,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/039.jpg,https://libros.conaliteg.gob.mx/c/P3COL/039.jpg,404,,0,0,ce57a2849f115a1658134179b400920f7d27c07eabbbbb180275d375018fd206,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,40,40,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/040.jpg,https://libros.conaliteg.gob.mx/c/P3COL/040.jpg,404,,0,0,2252d43aab89ef21603332223c20f4f68e5c6b98d83601d78a55bea1b6fe4f3a,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,41,41,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/041.jpg,https://libros.conaliteg.gob.mx/c/P3COL/041.jpg,404,,0,0,63adb8f51917fddab1856a20365c1a29674b60f9779493ee4a9d8aeefda13cb1,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,42,42,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/042.jpg,https://libros.conaliteg.gob.mx/c/P3COL/042.jpg,404,,0,0,2cc29772ac9ff93072fa81cda2b65766c7f261193e34904a8152681f0f9a6a74,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,43,43,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/043.jpg,https://libros.conaliteg.gob.mx/c/P3COL/043.jpg,404,,0,0,c2b08ea2e21760b30aac363b42ae4f14c32caac5c66bd825aae9dc24b0d9e470,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,44,44,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/044.jpg,https://libros.conaliteg.gob.mx/c/P3COL/044.jpg,404,,0,0,6821f8c0ec05dcd2097c37603ec048b90c8123f4dc34bbd699cd5e8367d69b1a,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,45,45,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/045.jpg,https://libros.conaliteg.gob.mx/c/P3COL/045.jpg,404,,0,0,516c6c55c54291b950934e2542cc39f75f1eb6e098f4ca62eca8047441812afb,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,46,46,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/046.jpg,https://libros.conaliteg.gob.mx/c/P3COL/046.jpg,404,,0,0,6bb9c9fd6941084402b8c1765c98eca3ab40b899a7675bd8c7b3b12f84294222,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,47,47,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/047.jpg,https://libros.conaliteg.gob.mx/c/P3COL/047.jpg,404,,0,0,9c161cb024ad5c71b202faed6eda9755c23b2c860b92e348cfe6eb0d2607a003,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,48,48,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/048.jpg,https://libros.conaliteg.gob.mx/c/P3COL/048.jpg,404,,0,0,ab60f487aadb96d6ae472e793de219b1b0217a1833c963fb30bd41adee28d36a,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,49,49,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/049.jpg,https://libros.conaliteg.gob.mx/c/P3COL/049.jpg,404,,0,0,44401f6ff7ee6d8c66cc45a598d11de5d82513c5f3ae83451743252f3c9a784d,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,50,50,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/050.jpg,https://libros.conaliteg.gob.mx/c/P3COL/050.jpg,404,,0,0,d1de0211aae460afafe84f707950acfbb5b616b4df324dca2f5ccca72633bc85,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,51,51,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/051.jpg,https://libros.conaliteg.gob.mx/c/P3COL/051.jpg,404,,0,0,12632581cb6fe33b37b8072d79fde9f166d8d382c9fd9e61808296ef737a580e,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,52,52,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/052.jpg,https://libros.conaliteg.gob.mx/c/P3COL/052.jpg,404,,0,0,bd38860b0c491849abb10f5e6d7df73dde80825af59da7d7ea4bb82ab22bd10b,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,53,53,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/053.jpg,https://libros.conaliteg.gob.mx/c/P3COL/053.jpg,404,,0,0,a7db9b3b39715dbff080c1b27d2cc7c72b3ef086729905d8e82b5e6284500141,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,54,54,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/054.jpg,https://libros.conaliteg.gob.mx/c/P3COL/054.jpg,404,,0,0,21a00cb280db8fb292c17ff7afdbfa6a658883481c7df598fa2199339a10d96e,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,55,55,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/055.jpg,https://libros.conaliteg.gob.mx/c/P3COL/055.jpg,404,,0,0,5101a439b27ba25dc307b2f60ec164859de78dfcf71822441c8bf458d1af175c,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,56,56,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/056.jpg,https://libros.conaliteg.gob.mx/c/P3COL/056.jpg,404,,0,0,d5cc440d17fb255ad564455bdbf00b772abfafa10f449fdac5b5d87e987f157f,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,57,57,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/057.jpg,https://libros.conaliteg.gob.mx/c/P3COL/057.jpg,404,,0,0,2ced5600b9bf5a723e9c777ffc58cd9118a9371ddd8e115917544c3e08601a40,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,58,58,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/058.jpg,https://libros.conaliteg.gob.mx/c/P3COL/058.jpg,404,,0,0,9a2300ce368c9df018dab734d3dfe91ac202f7545dc39d0428f85bc29bce857a,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,59,59,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/059.jpg,https://libros.conaliteg.gob.mx/c/P3COL/059.jpg,404,,0,0,aa7b7c4c8ffb3aa8d742d77fc27f165625c2e4f3ff39d7ab1cf9c08061ae92ac,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,60,60,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/060.jpg,https://libros.conaliteg.gob.mx/c/P3COL/060.jpg,404,,0,0,7388e893b019a7dc4b91af61e037113df89dc0b19e1c04d888a85d921a61634b,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,61,61,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/061.jpg,https://libros.conaliteg.gob.mx/c/P3COL/061.jpg,404,,0,0,2f4184b30e58771e0617e70fee007919936a7a5d4129c291c885475da28a1046,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,62,62,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/062.jpg,https://libros.conaliteg.gob.mx/c/P3COL/062.jpg,404,,0,0,eb9eae69f13706bbc1096ffb95db3978dbf6a4398573e2332c82ea1e65807e88,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,63,63,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/063.jpg,https://libros.conaliteg.gob.mx/c/P3COL/063.jpg,404,,0,0,c54065db8cd4831c56bf0819cfa8c0fbb77505a10b9d18d1b497f84fa7a7da9a,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,64,64,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/064.jpg,https://libros.conaliteg.gob.mx/c/P3COL/064.jpg,404,,0,0,139c293b3f73e38e72646f5dc10c6a85af58ca2a64b97cab6c8342e66317b0c7,,0,HTTP 404
LTMD_U1_W11_COLIMA_OFFICIAL_SEQUENCES_0.1,H2014P3COL,P3COL,root,https://libros.conaliteg.gob.mx/c/P3COL/,65,65,source_jpeg,https://historico.conaliteg.gob.mx/c/H2014P3COL/065.jpg,https://libros.conaliteg.gob.mx/c/P3COL/065.jpg,404,,0,0,2e721182e3d47b357a522f453fca76c8f208b42f129d514b11df5aa1ba65b3da,,0,HTTP 404
