observation_version,observation_id,viewer_key,catalog_generation,field,normalized_value,display_value,evidence_class,evidence_viewer_page,evidence_image_index,evidence_sha256,evidence_byte_size,extraction_source_version,human_validated,admissibility_note,support_class,support_evidence_count
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2011P6CI336:school_cycle_statement:2013-2014,H2011P6CI336,2011,school_cycle_statement,2013-2014,ciclo escolar 2013-2014,primary_source_page_ocr_multipsm,2,2,fac74bb77bc28c25435720b8669ef78242b1b3427785ed1e90453bd812a65c10,616552,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P1FCA:edition_history_statement:fifth_edition:2014,H2014P1FCA,2014,edition_history_statement,fifth_edition:2014,"Quinta edición, 2014",primary_source_page_ocr_multipsm,2,2,528155fb16c3121cd6ce0115a4e57f99e8cd12c030d7101a01a492f77c1e04c6,420190,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P1FCA:edition_history_statement:first_edition:2008,H2014P1FCA,2014,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,528155fb16c3121cd6ce0115a4e57f99e8cd12c030d7101a01a492f77c1e04c6,420190,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P1FCA:edition_history_statement:fourth_edition:2013,H2014P1FCA,2014,edition_history_statement,fourth_edition:2013,"Cuarta edición, 2013",primary_source_page_ocr_multipsm,2,2,528155fb16c3121cd6ce0115a4e57f99e8cd12c030d7101a01a492f77c1e04c6,420190,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P1FCA:edition_history_statement:second_edition:2009,H2014P1FCA,2014,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,528155fb16c3121cd6ce0115a4e57f99e8cd12c030d7101a01a492f77c1e04c6,420190,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P1FCA:edition_history_statement:third_edition:2010,H2014P1FCA,2014,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,528155fb16c3121cd6ce0115a4e57f99e8cd12c030d7101a01a492f77c1e04c6,420190,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P2FCA:edition_history_statement:fifth_edition:2014,H2014P2FCA,2014,edition_history_statement,fifth_edition:2014,"Quinta edición, 2014",primary_source_page_ocr_multipsm,2,2,7a65355bc8418931838ff1bdf019290b939c1d5be428bf527f557049a1ab912f,221323,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P2FCA:edition_history_statement:first_edition:2008,H2014P2FCA,2014,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,7a65355bc8418931838ff1bdf019290b939c1d5be428bf527f557049a1ab912f,221323,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P2FCA:edition_history_statement:fourth_edition:2013,H2014P2FCA,2014,edition_history_statement,fourth_edition:2013,"Cuarta edición, 2013",primary_source_page_ocr_multipsm,2,2,7a65355bc8418931838ff1bdf019290b939c1d5be428bf527f557049a1ab912f,221323,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P2FCA:edition_history_statement:second_edition:2009,H2014P2FCA,2014,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,7a65355bc8418931838ff1bdf019290b939c1d5be428bf527f557049a1ab912f,221323,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P2FCA:edition_history_statement:third_edition:2010,H2014P2FCA,2014,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,7a65355bc8418931838ff1bdf019290b939c1d5be428bf527f557049a1ab912f,221323,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P3FCA:edition_history_statement:first_edition:2008,H2014P3FCA,2014,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,1ccb3b40067163d4c7dbc2cc08e77654d871a510f591567bc3e9cf237e0b43b1,221810,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P3FCA:edition_history_statement:fourth_edition:2014,H2014P3FCA,2014,edition_history_statement,fourth_edition:2014,"Cuarta edición, 2014",primary_source_page_ocr_multipsm,2,2,1ccb3b40067163d4c7dbc2cc08e77654d871a510f591567bc3e9cf237e0b43b1,221810,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P3FCA:edition_history_statement:second_edition:2009,H2014P3FCA,2014,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,1ccb3b40067163d4c7dbc2cc08e77654d871a510f591567bc3e9cf237e0b43b1,221810,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P3FCA:edition_history_statement:third_edition:2010,H2014P3FCA,2014,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,1ccb3b40067163d4c7dbc2cc08e77654d871a510f591567bc3e9cf237e0b43b1,221810,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P3FCA:reprint_history_statement:third_reprint:2017,H2014P3FCA,2014,reprint_history_statement,third_reprint:2017,"Tercera reimpresión, 2017",primary_source_page_ocr_multipsm,2,2,1ccb3b40067163d4c7dbc2cc08e77654d871a510f591567bc3e9cf237e0b43b1,221810,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P4FCA:edition_history_statement:first_edition:2008,H2014P4FCA,2014,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,2c388c68da843a2351e9843a7895b56d7fe795cb18cb17ecc04a298ab87f4024,234168,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P4FCA:edition_history_statement:fourth_edition:2014,H2014P4FCA,2014,edition_history_statement,fourth_edition:2014,"Cuarta edición, 2014",primary_source_page_ocr_multipsm,2,2,2c388c68da843a2351e9843a7895b56d7fe795cb18cb17ecc04a298ab87f4024,234168,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P4FCA:edition_history_statement:second_edition:2009,H2014P4FCA,2014,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,2c388c68da843a2351e9843a7895b56d7fe795cb18cb17ecc04a298ab87f4024,234168,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P4FCA:edition_history_statement:third_edition:2010,H2014P4FCA,2014,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,2c388c68da843a2351e9843a7895b56d7fe795cb18cb17ecc04a298ab87f4024,234168,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P4FCA:school_cycle_statement:2017-2018,H2014P4FCA,2014,school_cycle_statement,2017-2018,ciclo escolar 2017-2018,primary_source_page_ocr_multipsm,2,2,2c388c68da843a2351e9843a7895b56d7fe795cb18cb17ecc04a298ab87f4024,234168,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P6FCA:edition_history_statement:first_edition:2014,H2014P6FCA,2014,edition_history_statement,first_edition:2014,"Primera edición, 2014",primary_source_page_ocr_multipsm,4,4,3b929a3d074a2d7dad03e641b41f2cd70de8d6b016d95a47dddf2736534d0687,202134,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P6FCA:edition_history_statement:first_edition:2018,H2014P6FCA,2014,edition_history_statement,first_edition:2018,"Primera edición, 2018",primary_source_page_ocr_multipsm,4,4,3b929a3d074a2d7dad03e641b41f2cd70de8d6b016d95a47dddf2736534d0687,202134,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2014P6FCA:reprint_history_statement:third_reprint:2017,H2014P6FCA,2014,reprint_history_statement,third_reprint:2017,"Tercera reimpresión, 2017",primary_source_page_ocr_multipsm,4,4,3b929a3d074a2d7dad03e641b41f2cd70de8d6b016d95a47dddf2736534d0687,202134,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P1FCA:edition_history_statement:fifth_edition:2014,H2019P1FCA,2019,edition_history_statement,fifth_edition:2014,"Quinta edición, 2014",primary_source_page_ocr_multipsm,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P1FCA:edition_history_statement:first_edition:2008,H2019P1FCA,2019,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P1FCA:edition_history_statement:fourth_edition:2013,H2019P1FCA,2019,edition_history_statement,fourth_edition:2013,"Cuarta edición, 2013",primary_source_page_ocr_multipsm,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P1FCA:edition_history_statement:sixth_edition:2019,H2019P1FCA,2019,edition_history_statement,sixth_edition:2019,"Sexta edición, 2019",primary_source_page_ocr_multipsm,2,2,d1cbbc9d4f55cd0bd94b02e1eb8baf26a063708874092c24a1250deb50047257,160675,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:edition_history_statement:fifth_edition:2014,H2019P2FCA,2019,edition_history_statement,fifth_edition:2014,"Quinta edición, 2014",primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:edition_history_statement:first_edition:2008,H2019P2FCA,2019,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:edition_history_statement:fourth_edition:2013,H2019P2FCA,2019,edition_history_statement,fourth_edition:2013,"Cuarta edición, 2013",primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:edition_history_statement:second_edition:2009,H2019P2FCA,2019,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:edition_history_statement:sixth_edition:2019,H2019P2FCA,2019,edition_history_statement,sixth_edition:2019,"Sexta edición, 2019",primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P2FCA:isbn_statement:978-607-551-234-1,H2019P2FCA,2019,isbn_statement,978-607-551-234-1,ISBN 978-607-551-234-1,primary_source_page_ocr_multipsm,2,2,823e490038d506cb6ecdf69c0c9fcda6d8174fe1e3ff98975c19a20e7cfa1a07,90633,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P3FCA:edition_history_statement:fifth_edition:2019,H2019P3FCA,2019,edition_history_statement,fifth_edition:2019,"Quinta edición, 2019",primary_source_page_ocr_multipsm,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P3FCA:edition_history_statement:first_edition:2008,H2019P3FCA,2019,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P3FCA:edition_history_statement:fourth_edition:2014,H2019P3FCA,2019,edition_history_statement,fourth_edition:2014,"Cuarta edición, 2014",primary_source_page_ocr_multipsm,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P3FCA:edition_history_statement:second_edition:2009,H2019P3FCA,2019,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P3FCA:edition_history_statement:third_edition:2010,H2019P3FCA,2019,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,68884d9b9cc6c5cfacfd0e8f1bf646585c2a26c88f1e165cc15186a0a31ad7c2,99114,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:edition_history_statement:fifth_edition:2019,H2019P4FCA,2019,edition_history_statement,fifth_edition:2019,"Quinta edición, 2019",primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:edition_history_statement:first_edition:2008,H2019P4FCA,2019,edition_history_statement,first_edition:2008,"Primera edición, 2008",primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:edition_history_statement:fourth_edition:2014,H2019P4FCA,2019,edition_history_statement,fourth_edition:2014,"Cuarta edición, 2014",primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:edition_history_statement:second_edition:2009,H2019P4FCA,2019,edition_history_statement,second_edition:2009,"Segunda edición, 2009",primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:edition_history_statement:third_edition:2010,H2019P4FCA,2019,edition_history_statement,third_edition:2010,"Tercera edición, 2010",primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:isbn_statement:978-607-551-155-9,H2019P4FCA,2019,isbn_statement,978-607-551-155-9,ISBN 978-607-551-155-9,primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P4FCA:school_cycle_statement:2019-2020,H2019P4FCA,2019,school_cycle_statement,2019-2020,ciclo escolar 2019-2020,primary_source_page_ocr_multipsm,2,2,3b44943d923c35c1f27ba096ff5af9fadf5e811d8d61c131fdffe43fc7f4e853,221089,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P5FCA:edition_history_statement:first_edition:2014,H2019P5FCA,2019,edition_history_statement,first_edition:2014,"Primera edición, 2014",primary_source_page_ocr_multipsm,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P5FCA:edition_history_statement:second_edition:2019,H2019P5FCA,2019,edition_history_statement,second_edition:2019,"Segunda edición, 2019",primary_source_page_ocr_multipsm,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
LTMD_BIBLIOGRAPHIC_OBSERVATIONS_0.4,H2019P5FCA:school_cycle_statement:2019-2020,H2019P5FCA,2019,school_cycle_statement,2019-2020,ciclo escolar 2019-2020,primary_source_page_ocr_multipsm,4,4,eac44fb494389411508b9fa4a98fd2447a627a8905b1d1d7964a80758708446e,239364,LTMD_U1_W7_BIBLIOGRAPHIC_CANDIDATE_SUPPORT_0.1,0,"institutional source page; same structured statement observed by >=2 OCR PSM modes; history statement only, not resolved current-edition semantics; catalog_generation not used to infer value",strong_multipsm,1
