profile_version,scope_version,viewer_key,catalog_generation,grade_code,title_core,source_host,source_path_shape,generic_grade_book,recortable,libro_integrado,monografia_estatal,constitucion_literal,educacion_fisica_literal,entidad_donde_vivo,material_alfabetizacion,fichero_didactico,conocimiento_medio,matematicas_literal,signal_signature
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3TLA,2014,3,La entidad donde vivo Tlaxcala,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,1,0,0,0,0,entidad_donde_vivo
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3VER,2014,3,La entidad donde vivo Veracruz,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,1,0,0,0,0,entidad_donde_vivo
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3YUC,2014,3,La entidad donde vivo Yucatán,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,1,0,0,0,0,entidad_donde_vivo
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P3ZAC,2014,3,La entidad donde vivo Zacatecas,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,1,0,0,0,0,entidad_donde_vivo
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2014P4CCA,2014,4,Conoce nuestra Constitución,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,1,0,0,0,0,0,0,constitucion_literal
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1CAM,2018,1,Material de apoyo a la alfabetización Inicial. Tiras recortables,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,1,0,0,0,0,0,1,0,0,0,recortable+material_alfabetizacion
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1COA,2018,1,Conocimiento del medio,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P1COM,2018,1,Conocimiento del medio. Docente,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P2COA,2018,2,Conocimiento del medio,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P2COM,2018,2,Conocimiento del medio. Docente,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2018P4CCA,2018,4,Conoce Nuestra Constitución,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,1,0,0,0,0,0,0,constitucion_literal
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1CAM,2019,1,Material de apoyo a la alfabetización Inicial. Tiras recortables. PrImer grado,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,1,0,0,0,0,0,1,0,0,0,recortable+material_alfabetizacion
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1COA,2019,1,Conocimiento del medio,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P1COM,2019,1,Conocimiento del medio. Docente,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P2COA,2019,2,Conocimiento del medio,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P2COM,2019,2,Conocimiento del medio. Docente,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,0,0,0,0,0,1,0,conocimiento_medio
LTMD_U1_W11_HETEROGENEITY_0.1,LTMD_U1_W11_OTROS_SCOPE_0.1,H2019P4CCA,2019,4,Conoce nuestra Constitución,historico.conaliteg.gob.mx,historico_root_viewer_htm,0,0,0,0,1,0,0,0,0,0,0,constitucion_literal
